Index,ARIMA,ETS,Actual
1075,0.16004869371564578,0.1558958116613664,0.1462363781077354
1076,0.1328132826701577,0.13692211755337635,0.12992562610785025
1077,0.12272048632557694,0.13007031068843625,0.11532280924924963
1078,0.10488503953743666,0.10311576269258034,0.10734510190549719
1079,0.09703923913453613,0.09280176967450991,0.10714637366398758
1080,0.1103298629876495,0.10806366717614548,0.1139288223653428
1081,0.1127228764767728,0.10880961157039429,0.12397397931739702
1082,0.13342846128588481,0.13222281012796544,0.1301113925182711
1083,0.14151971867689936,0.13751588182118346,0.1279053534356987
1084,0.12220200791730186,0.12284659972518842,0.12182969691999103
1085,0.11791570884985984,0.11593693262011731,0.12092560309501188
1086,0.12426536686112419,0.11932958047902882,0.12807181863061018
1087,0.12677598477073537,0.11825558393949209,0.13639183845334563
1088,0.1418012348148078,0.14644603338181766,0.13686366700982983
1089,0.14586639212415184,0.1588670361424594,0.12778043798672142
1090,0.1164520848393053,0.12109337754680463,0.11643621065324904
1091,0.10793420330586796,0.11646141034353627,0.11197221772117301
1092,0.11265143968749773,0.10887011071830106,0.11639437955463382
1093,0.11323316588789661,0.10581815141008437,0.12412341034542128
1094,0.13103864195707532,0.1300331724791401,0.13050876368327166
1095,0.13695056770146224,0.13280649586811483,0.13622923163161096
1096,0.14157598261567145,0.13893603827588508,0.14207924331998303
1097,0.14559766294478277,0.13971980668300238,0.14489174537991784
1098,0.1449244005475071,0.1470410455556405,0.14105128768193964
1099,0.14494894877073036,0.14980545110868182,0.13130995438488402
