Time,RNN,Actual,Raw
2023-09-08 02:39:20,0.16466121,0.1626237870812055,0.156
2023-09-08 02:39:25,0.15045059,0.1542481441653949,0.154
2023-09-08 02:39:30,0.14798078,0.14888917680619732,0.128
2023-09-08 02:39:35,0.14311863,0.1415198641553361,0.154
2023-09-08 02:39:40,0.1320631,0.1288251886242025,0.162
2023-09-08 02:39:45,0.113632254,0.11709413042836854,0.122
2023-09-08 02:39:50,0.109192885,0.11929213401046847,0.0559999999999999
2023-09-08 02:39:55,0.11673722,0.14035676222323507,0.148
2023-09-08 02:40:00,0.12806702,0.16857697954889028,0.2019999999999999
2023-09-08 02:40:05,0.13558552,0.18549749354662937,0.18
2023-09-08 02:40:10,0.17990287,0.1829028093742992,0.192
2023-09-08 02:40:15,0.16836198,0.16899642383909824,0.18
2023-09-08 02:40:20,0.15022284,0.15965058685709227,0.124
2023-09-08 02:40:25,0.14025827,0.16320698998130662,0.138
2023-09-08 02:40:30,0.13680278,0.17306524667275877,0.22
2023-09-08 02:40:35,0.1783129,0.17644368348774056,0.186
2023-09-08 02:40:40,0.17292124,0.16897608682054455,0.16
2023-09-08 02:40:45,0.1605095,0.15750173312574214,0.138
2023-09-08 02:40:50,0.1483146,0.15008689455770197,0.156
2023-09-08 02:40:55,0.14002837,0.14737697896725646,0.136
2023-09-08 02:41:00,0.14708546,0.14405330324515295,0.178
2023-09-08 02:41:05,0.14422451,0.13619019960558554,0.108
2023-09-08 02:41:10,0.14050838,0.1259826698960419,0.146
2023-09-08 02:41:15,0.1418203,0.1201988221522518,0.126
2023-09-08 02:41:20,0.14163765,0.12387741496607907,0.078
2023-09-08 02:41:25,0.13378505,0.13398211825962394,0.154
2023-09-08 02:41:30,0.14276932,0.14049464622797597,0.158
2023-09-08 02:41:35,0.14844625,0.13672978430013724,0.136
2023-09-08 02:41:40,0.15035588,0.12801592428461706,0.162
2023-09-08 02:41:45,0.14395438,0.1269329137790061,0.04
2023-09-08 02:41:50,0.13606721,0.13924273102234327,0.166
2023-09-08 02:41:55,0.13650548,0.15815233007573215,0.206
2023-09-08 02:42:00,0.14329943,0.17362061291735206,0.156
2023-09-08 02:42:05,0.13764286,0.18130619733522735,0.148
2023-09-08 02:42:10,0.1299138,0.17973210572986353,0.2
2023-09-08 02:42:15,0.17491245,0.1657050848160929,0.168
2023-09-08 02:42:20,0.16325267,0.13781304058483543,0.144
2023-09-08 02:42:25,0.15144937,0.102037219309357,0.106
2023-09-08 02:42:30,0.142608,0.07061668327666851,0.066
2023-09-08 02:42:35,0.13410108,0.05394882303387801,0.0279999999999999
2023-09-08 02:42:40,0.058440212,0.05264135133620339,0.066
2023-09-08 02:42:45,0.06587797,0.05768735895560854,0.066
2023-09-08 02:42:50,0.09418719,0.05900554074251792,0.064
2023-09-08 02:42:55,0.119385265,0.053955459193170935,0.046
2023-09-08 02:43:00,0.14247635,0.04893536655756651,0.066
2023-09-08 02:43:05,0.06594248,0.05414197922327057,0.04
2023-09-08 02:43:10,0.069444194,0.07504180430207236,0.044
2023-09-08 02:43:15,0.08781613,0.1065106754653775,0.148
2023-09-08 02:43:20,0.11107204,0.13529942008520018,0.12
2023-09-08 02:43:25,0.11082178,0.1485889719829905,0.136
2023-09-08 02:43:30,0.1425309,0.14161423461408323,0.184
2023-09-08 02:43:35,0.1322254,0.12074120117784831,0.104
2023-09-08 02:43:40,0.12502417,0.09980366597453133,0.072
2023-09-08 02:43:45,0.12003296,0.09058601772782138,0.1119999999999999
2023-09-08 02:43:50,0.11980222,0.09545654666457438,0.096
2023-09-08 02:43:55,0.10984851,0.10735375171735093,0.0819999999999999
2023-09-08 02:44:00,0.118583426,0.11472904762582224,0.126
2023-09-08 02:44:05,0.1267201,0.10991489941147074,0.15
2023-09-08 02:44:10,0.1277213,0.09738396822273518,0.09
2023-09-08 02:44:15,0.1279272,0.09131212004389404,0.052
2023-09-08 02:44:20,0.09959688,0.1004959657560634,0.086
2023-09-08 02:44:25,0.1063678,0.11741707131268035,0.148
