Time,ARIMA,ETS,PROPHET,Actual,Raw
2023-09-08 02:43:40,0.0989698715014681,0.10186621574659048,0.14823846940616783,0.09980366597453134,0.072
2023-09-08 02:43:45,0.08252004911501973,0.08504514716746585,0.14829920491508602,0.09058601772782138,0.1119999999999999
2023-09-08 02:43:50,0.08920263205308344,0.08313101970972125,0.14793368165194484,0.09545654666457438,0.096
2023-09-08 02:43:55,0.08801372073086379,0.07716787840810446,0.14799408568198893,0.10735375171735093,0.0819999999999999
2023-09-08 02:44:00,0.1184785996101289,0.120413637880766,0.1465395750561989,0.11472904762582223,0.126
2023-09-08 02:44:05,0.12686135147115005,0.13374247526438965,0.1465932154551522,0.10991489941147074,0.15
2023-09-08 02:44:10,0.09967668892773267,0.10371610587982895,0.14584190683746223,0.09738396822273518,0.09
2023-09-08 02:44:15,0.09196647631731068,0.09475752079329,0.14589190722251805,0.09131212004389404,0.052
2023-09-08 02:44:20,0.09237004930397258,0.08232866310147599,0.14544019607336775,0.1004959657560634,0.086
2023-09-08 02:44:25,0.09316677224112778,0.07137151596286945,0.14548948140635737,0.11741707131268037,0.148
2023-09-08 02:44:30,0.1320717827445584,0.13365438515510242,0.14418967149688883,0.1258300073986149,0.134
2023-09-08 02:44:35,0.1431274594853408,0.15060032216492686,0.14423247794103458,0.11818501314803186,0.138
2023-09-08 02:44:40,0.10469079174756021,0.11235969599295788,0.14360646083910975,0.10307564927734386,0.072
2023-09-08 02:44:45,0.09454209031501676,0.10880723232136563,0.14364621651919343,0.09622171417513413,0.086
2023-09-08 02:44:50,0.09716667790400028,0.09149325727423815,0.14334743203424735,0.10659927420205575,0.122
2023-09-08 02:44:55,0.0978772762542676,0.08847526795404735,0.14338673675987207,0.1310360678657013,0.13
2023-09-08 02:45:00,0.15662926151843615,0.15648249329129973,0.14206076391517258,0.15810537709357608,0.14
2023-09-08 02:45:05,0.17589105388234855,0.18180010089109383,0.14209341072102963,0.17537403346427294,0.19
2023-09-08 02:45:10,0.18442247712742174,0.19098059987244914,0.1429873028985481,0.1773485922188042,0.218
2023-09-08 02:45:15,0.19217380310841983,0.20385169665749814,0.14302425209807934,0.16977588042723776,0.134
2023-09-08 02:45:20,0.16095856820958065,0.15955226503721398,0.14472870455330225,0.16323198165317598,0.126
2023-09-08 02:45:25,0.1534081844999807,0.14755352138490652,0.14477318474658285,0.16108969436294165,0.2019999999999999
2023-09-08 02:45:30,0.16049492061926304,0.15823844102040435,0.14491625257506785,0.15732610115279796,0.15
2023-09-08 02:45:35,0.16004804475632572,0.15589581164102334,0.1449610135460001,0.1462363781077354,0.168
2023-09-08 02:45:40,0.1328132826701577,0.13692211762432788,0.14474897061721467,0.12992562610785025,0.104
2023-09-08 02:45:45,0.12272048632557694,0.13007031078158368,0.1447925469928368,0.11532280924924963,0.1159999999999999
2023-09-08 02:45:50,0.10488601108758433,0.10311576269258034,0.14424920564445637,0.10734510190549719,0.098
2023-09-08 02:45:55,0.09704246715835303,0.09280176967450991,0.1442903681592858,0.10714637366398758,0.1639999999999999
2023-09-08 02:46:00,0.1103297043373223,0.10806366707595526,0.14416972677227466,0.1139288223653428,0.036
2023-09-08 02:46:05,0.1127223201059746,0.10880961142150604,0.14421078037139193,0.12397397931739702,0.15
2023-09-08 02:46:10,0.13342846128474536,0.13222281012796544,0.14352838066821272,0.1301113925182711,0.152
2023-09-08 02:46:15,0.14151971867255553,0.13751588182118346,0.1435659183927781,0.1279053534356987,0.124
2023-09-08 02:46:20,0.1222000297580558,0.12284659972518842,0.14341906711544,0.12182969691999103,0.134
2023-09-08 02:46:25,0.11790878422526302,0.11593693262011731,0.1434569842193116,0.12092560309501188,0.07
2023-09-08 02:46:30,0.12426580231601875,0.11932958047902882,0.14285703149364737,0.12807181863061018,0.154
2023-09-08 02:46:35,0.12677751888829963,0.11825558393949209,0.14289165711169627,0.13639183845334563,0.144
2023-09-08 02:46:40,0.14179997710279368,0.14644603340627382,0.1426193489140834,0.13686366700982983,0.134
2023-09-08 02:46:45,0.14586197648845856,0.1588670361779313,0.14265242990279414,0.12778043798672142,0.14
2023-09-08 02:46:50,0.1164520848393053,0.12109337754680463,0.1426865280274273,0.11643621065324904,0.12
2023-09-08 02:46:55,0.10793420330586796,0.11646141034353627,0.14272061217084267,0.11197221772117301,0.066
2023-09-08 02:47:00,0.11268496801547516,0.10887011071830106,0.14240662020578562,0.11639437955463382,0.132
2023-09-08 02:47:05,0.11322143206229099,0.10581815141008437,0.1424406545467115,0.12412341034542128,0.166
2023-09-08 02:47:10,0.13103864194660161,0.1300331724791401,0.14212259131593621,0.13050876368327166,0.1159999999999999
2023-09-08 02:47:15,0.1369505676612206,0.13280649586811483,0.1421552193958328,0.13622923163161096,0.088
2023-09-08 02:47:20,0.14157328660896445,0.13893603827588508,0.1419788159275705,0.14207924331998303,0.198
2023-09-08 02:47:25,0.14558813858620998,0.13971980668300238,0.1420105770619288,0.14489174537991784,0.106
2023-09-08 02:47:30,0.14492439833252913,0.1470410455556405,0.1423711887300665,0.14105128768193964,0.176
2023-09-08 02:47:35,0.1449489540711942,0.14980545110868182,0.14240432910418652,0.13130995438488402,0.108
