Time,LSTM,Actual,Raw
2023-09-08 02:39:20,0.15793729,0.16262378708120548,0.156
2023-09-08 02:39:25,0.15643099,0.1542481441653949,0.154
2023-09-08 02:39:30,0.14955308,0.14888917680619732,0.128
2023-09-08 02:39:35,0.14078148,0.1415198641553361,0.154
2023-09-08 02:39:40,0.13357781,0.1288251886242025,0.162
2023-09-08 02:39:45,0.13299973,0.11709413042836853,0.122
2023-09-08 02:39:50,0.124832585,0.11929213401046845,0.0559999999999999
2023-09-08 02:39:55,0.13149993,0.14035676222323507,0.148
2023-09-08 02:40:00,0.16939037,0.16857697954889028,0.2019999999999999
2023-09-08 02:40:05,0.18278821,0.18549749354662937,0.18
2023-09-08 02:40:10,0.17149629,0.1829028093742992,0.192
2023-09-08 02:40:15,0.16687502,0.16899642383909824,0.18
2023-09-08 02:40:20,0.15287566,0.15965058685709224,0.124
2023-09-08 02:40:25,0.14691857,0.16320698998130664,0.138
2023-09-08 02:40:30,0.17439045,0.17306524667275877,0.22
2023-09-08 02:40:35,0.16513345,0.17644368348774056,0.186
2023-09-08 02:40:40,0.17236713,0.16897608682054455,0.16
2023-09-08 02:40:45,0.16446564,0.15750173312574217,0.138
2023-09-08 02:40:50,0.15281871,0.15008689455770197,0.156
2023-09-08 02:40:55,0.14763927,0.14737697896725646,0.136
2023-09-08 02:41:00,0.14722916,0.14405330324515295,0.178
2023-09-08 02:41:05,0.14188114,0.13619019960558554,0.108
2023-09-08 02:41:10,0.122231714,0.1259826698960419,0.146
2023-09-08 02:41:15,0.12839495,0.1201988221522518,0.126
2023-09-08 02:41:20,0.12751034,0.12387741496607907,0.078
2023-09-08 02:41:25,0.14306124,0.13398211825962394,0.154
2023-09-08 02:41:30,0.13739309,0.140494646227976,0.158
2023-09-08 02:41:35,0.14199273,0.13672978430013724,0.136
2023-09-08 02:41:40,0.12816633,0.12801592428461708,0.162
2023-09-08 02:41:45,0.12698887,0.12693291377900612,0.04
2023-09-08 02:41:50,0.13884155,0.13924273102234327,0.166
2023-09-08 02:41:55,0.14407863,0.15815233007573218,0.206
2023-09-08 02:42:00,0.16908394,0.17362061291735206,0.156
2023-09-08 02:42:05,0.16936702,0.18130619733522735,0.148
2023-09-08 02:42:10,0.17670383,0.17973210572986353,0.2
2023-09-08 02:42:15,0.17391238,0.1657050848160929,0.168
2023-09-08 02:42:20,0.14598694,0.13781304058483546,0.144
2023-09-08 02:42:25,0.13315293,0.102037219309357,0.106
2023-09-08 02:42:30,0.08068362,0.07061668327666851,0.066
2023-09-08 02:42:35,0.08479047,0.05394882303387801,0.0279999999999999
2023-09-08 02:42:40,0.05597059,0.052641351336203394,0.066
2023-09-08 02:42:45,0.06722295,0.057687358955608545,0.066
2023-09-08 02:42:50,0.07664993,0.05900554074251792,0.064
2023-09-08 02:42:55,0.09481764,0.053955459193170935,0.046
2023-09-08 02:43:00,0.050071377,0.04893536655756651,0.066
2023-09-08 02:43:05,0.065766074,0.05414197922327057,0.04
2023-09-08 02:43:10,0.07209837,0.07504180430207236,0.044
2023-09-08 02:43:15,0.08949745,0.10651067546537749,0.148
2023-09-08 02:43:20,0.13386242,0.13529942008520018,0.12
2023-09-08 02:43:25,0.14603497,0.1485889719829905,0.136
2023-09-08 02:43:30,0.13301077,0.14161423461408326,0.184
2023-09-08 02:43:35,0.13525431,0.12074120117784831,0.104
2023-09-08 02:43:40,0.104851894,0.09980366597453134,0.072
