Time,LSTM,Actual,Raw
2023-09-08 02:43:45,0.10301233,0.09058601772782138,0.1119999999999999
2023-09-08 02:43:50,0.09914709,0.09545654666457438,0.096
2023-09-08 02:43:55,0.11421636,0.10735375171735093,0.0819999999999999
2023-09-08 02:44:00,0.12074678,0.11472904762582223,0.126
2023-09-08 02:44:05,0.12926602,0.10991489941147074,0.15
2023-09-08 02:44:10,0.09696627,0.09738396822273518,0.09
2023-09-08 02:44:15,0.094103515,0.09131212004389404,0.052
2023-09-08 02:44:20,0.10261654,0.1004959657560634,0.086
2023-09-08 02:44:25,0.10946917,0.11741707131268037,0.148
2023-09-08 02:44:30,0.1297608,0.1258300073986149,0.134
2023-09-08 02:44:35,0.13587543,0.11818501314803186,0.138
2023-09-08 02:44:40,0.094131604,0.10307564927734386,0.072
2023-09-08 02:44:45,0.09410898,0.09622171417513413,0.086
2023-09-08 02:44:50,0.104399964,0.10659927420205575,0.122
2023-09-08 02:44:55,0.120295845,0.1310360678657013,0.13
2023-09-08 02:45:00,0.15731521,0.15810537709357608,0.14
2023-09-08 02:45:05,0.1674438,0.17537403346427294,0.19
2023-09-08 02:45:10,0.17400393,0.1773485922188042,0.218
2023-09-08 02:45:15,0.16760358,0.16977588042723776,0.134
2023-09-08 02:45:20,0.1605951,0.16323198165317598,0.126
2023-09-08 02:45:25,0.14646494,0.16108969436294165,0.2019999999999999
2023-09-08 02:45:30,0.16333282,0.15732610115279796,0.15
2023-09-08 02:45:35,0.15073621,0.1462363781077354,0.168
2023-09-08 02:45:40,0.13393018,0.12992562610785025,0.104
2023-09-08 02:45:45,0.1235644,0.11532280924924963,0.1159999999999999
2023-09-08 02:45:50,0.10190019,0.10734510190549719,0.098
2023-09-08 02:45:55,0.11083934,0.10714637366398758,0.1639999999999999
2023-09-08 02:46:00,0.10824881,0.1139288223653428,0.036
2023-09-08 02:46:05,0.11405836,0.12397397931739702,0.15
2023-09-08 02:46:10,0.13633919,0.1301113925182711,0.152
2023-09-08 02:46:15,0.14574896,0.1279053534356987,0.124
2023-09-08 02:46:20,0.12495213,0.12182969691999103,0.134
2023-09-08 02:46:25,0.12524211,0.12092560309501188,0.07
2023-09-08 02:46:30,0.12703672,0.12807181863061018,0.154
2023-09-08 02:46:35,0.1241392,0.13639183845334563,0.144
2023-09-08 02:46:40,0.13631414,0.13686366700982983,0.134
2023-09-08 02:46:45,0.13730337,0.12778043798672142,0.14
2023-09-08 02:46:50,0.11601583,0.11643621065324904,0.12
2023-09-08 02:46:55,0.12124011,0.11197221772117301,0.066
2023-09-08 02:47:00,0.11441536,0.11639437955463382,0.132
2023-09-08 02:47:05,0.11598693,0.12412341034542128,0.166
2023-09-08 02:47:10,0.12822758,0.13050876368327166,0.1159999999999999
2023-09-08 02:47:15,0.13912009,0.13622923163161096,0.088
2023-09-08 02:47:20,0.14438373,0.14207924331998303,0.198
2023-09-08 02:47:25,0.1411113,0.14489174537991784,0.106
2023-09-08 02:47:30,0.14795269,0.14105128768193964,0.176
2023-09-08 02:47:35,0.14125277,0.13130995438488402,0.108
