Time,LSTM,Actual,Raw
2023-09-08 02:39:20,0.15329579,0.16262378708120548,0.156
2023-09-08 02:39:25,0.14712676,0.1542481441653949,0.154
2023-09-08 02:39:30,0.14643954,0.14888917680619732,0.128
2023-09-08 02:39:35,0.13831216,0.1415198641553361,0.154
2023-09-08 02:39:40,0.1372285,0.1288251886242025,0.162
2023-09-08 02:39:45,0.14236572,0.11709413042836853,0.122
2023-09-08 02:39:50,0.12666754,0.11929213401046845,0.0559999999999999
2023-09-08 02:39:55,0.13002175,0.14035676222323507,0.148
2023-09-08 02:40:00,0.17403182,0.16857697954889028,0.2019999999999999
2023-09-08 02:40:05,0.18426353,0.18549749354662937,0.18
2023-09-08 02:40:10,0.18885262,0.1829028093742992,0.192
2023-09-08 02:40:15,0.17822789,0.16899642383909824,0.18
2023-09-08 02:40:20,0.14524752,0.15965058685709224,0.124
2023-09-08 02:40:25,0.13750868,0.16320698998130664,0.138
2023-09-08 02:40:30,0.17449605,0.17306524667275877,0.22
2023-09-08 02:40:35,0.17762843,0.17644368348774056,0.186
2023-09-08 02:40:40,0.16674638,0.16897608682054455,0.16
2023-09-08 02:40:45,0.15663406,0.15750173312574217,0.138
2023-09-08 02:40:50,0.13824512,0.15008689455770197,0.156
2023-09-08 02:40:55,0.13161728,0.14737697896725646,0.136
2023-09-08 02:41:00,0.13583176,0.14405330324515295,0.178
2023-09-08 02:41:05,0.13646594,0.13619019960558554,0.108
2023-09-08 02:41:10,0.12643434,0.1259826698960419,0.146
2023-09-08 02:41:15,0.12763785,0.1201988221522518,0.126
2023-09-08 02:41:20,0.12749046,0.12387741496607907,0.078
2023-09-08 02:41:25,0.13541861,0.13398211825962394,0.154
2023-09-08 02:41:30,0.15462197,0.140494646227976,0.158
2023-09-08 02:41:35,0.17230096,0.13672978430013724,0.136
2023-09-08 02:41:40,0.12435199,0.12801592428461708,0.162
2023-09-08 02:41:45,0.12801534,0.12693291377900612,0.04
2023-09-08 02:41:50,0.11955227,0.13924273102234327,0.166
2023-09-08 02:41:55,0.122675955,0.15815233007573218,0.206
2023-09-08 02:42:00,0.16471864,0.17362061291735206,0.156
2023-09-08 02:42:05,0.16397871,0.18130619733522735,0.148
2023-09-08 02:42:10,0.17272338,0.17973210572986353,0.2
2023-09-08 02:42:15,0.17124021,0.1657050848160929,0.168
2023-09-08 02:42:20,0.14163595,0.13781304058483546,0.144
2023-09-08 02:42:25,0.14513634,0.102037219309357,0.106
2023-09-08 02:42:30,0.074159764,0.07061668327666851,0.066
2023-09-08 02:42:35,0.07619066,0.05394882303387801,0.0279999999999999
