FormattedTime,LINEAR_REGRESSION,RANDOM_FOREST,FEEDFORWARD_NEURAL_NETWORK
04:41:35,0.2600799122442652,0.26571997346972753,0.2642953007983438
04:41:40,0.2594973159547927,0.2649961272554265,0.26370521463536345
04:41:45,0.2594971842330728,0.26473233173699423,0.2635190320987162
04:41:50,0.2590658137180799,0.26438407991744256,0.2632294720864822
04:41:55,0.2586664539350548,0.2638345166919278,0.26277299769531876
04:42:00,0.25801696475577607,0.263156164997686,0.26208703726967464
04:42:05,0.257338625674173,0.26245462540680475,0.2613872012572109
04:42:10,0.2571650475082669,0.262170801704572,0.26101163451332593
04:42:15,0.2565083880110377,0.26148753719351564,0.26033430349114367
04:42:20,0.2558956211173055,0.2608174872117714,0.25966074757010066
04:42:25,0.2552591880395414,0.2602544091607555,0.25900714626871896
04:42:30,0.2554307053697951,0.2610584814861773,0.2596754413815006
04:42:35,0.255622802886992,0.26238948738945966,0.2604505259399165
04:42:40,0.25505438058863705,0.26181309512370166,0.2598714626934269
04:42:45,0.25445556820981635,0.2612413132811053,0.25925482080490536
04:42:50,0.25384575852143865,0.2606122317968997,0.2586276298792497
04:42:55,0.2541734006294363,0.2607792683766975,0.25868144829475903
04:43:00,0.254270569693564,0.26026667145450066,0.2584072053513989
04:43:05,0.2538384147891899,0.25974130839775134,0.2579374502847126
04:43:10,0.2534344248253116,0.2591891856208388,0.25745384761673457
04:43:15,0.2532360102600588,0.2594149761105688,0.2572069914434686
04:43:20,0.25276176032293296,0.259213812533158,0.2566962696078168
04:43:25,0.2524517385356834,0.25868849155847307,0.2563742847394117
04:43:30,0.25190423190846856,0.2581887919387734,0.2558278074522408
04:43:35,0.25148646279458126,0.25771420872308215,0.2553821875039812
04:43:40,0.25100617902899014,0.25719716379991586,0.25488252663446853
04:43:45,0.2505935780353122,0.2566696763195673,0.25444731804915965
04:43:50,0.2500483173418634,0.2561523487190353,0.25391023561015796
04:43:55,0.2496882711846735,0.2557195835742513,0.2535546162914362
04:44:00,0.24943286506586382,0.25549996752346227,0.2532740092133433
04:44:05,0.24891374655067047,0.2549614053217553,0.2527443784824288
04:44:10,0.24947499782434365,0.2551482371293476,0.2531897708557261
04:44:15,0.25174009037606787,0.2565287737619316,0.25489789538929297
