FormattedTime,LINEAR_REGRESSION,RANDOM_FOREST,FEEDFORWARD_NEURAL_NETWORK
04:34:20,0.2003441443960162,0.18061007723823222,0.19339101636529082
04:34:25,0.23737489634097755,0.22951221491048415,0.233978444901987
04:34:30,0.21755955445087508,0.20919849039047997,0.2134547232791866
04:34:35,0.21502383904281946,0.19933139534961103,0.21225352930776462
04:34:40,0.21841775666534044,0.2227603494107919,0.21472791116715456
04:34:45,0.2088925917860029,0.21292855791529172,0.2051642547760129
04:34:50,0.20113415907736998,0.2051653026353407,0.19748369831511325
04:34:55,0.19453573499371954,0.19851296184489162,0.19150653336407736
04:35:00,0.22398997812172586,0.2275664267257402,0.2129170291346599
04:35:05,0.2220369588002588,0.22633374402192918,0.21442314482552072
04:35:10,0.21706558832467765,0.22127191772082047,0.2101515044560952
04:35:15,0.21544775392608415,0.2188734682882485,0.20840157637164486
04:35:20,0.2192822014178938,0.22030776132909344,0.21125929776301722
04:35:25,0.22651770506341823,0.22282188914067713,0.2160618060147222
04:35:30,0.26026798368046516,0.24614163947514764,0.24701606040845742
04:35:35,0.25613791435647215,0.24238490119134207,0.24310116123450434
04:35:40,0.2522959847396701,0.23882389687173605,0.23999270287707633
04:35:45,0.25163588638497675,0.23588755086929278,0.23751177036951726
04:35:50,0.2632116955984383,0.25272048454208607,0.26164659146334923
04:35:55,0.30386345449064034,0.3008934275666729,0.3147012666208699
04:36:00,0.3002795151464788,0.2974811931422651,0.31088609709837584
04:36:05,0.29738744652800814,0.29512398040481813,0.30729644891423635
04:36:10,0.2948274647719731,0.29200525036397246,0.30392215804953254
04:36:15,0.29211330123066676,0.2940344993285258,0.30297616911093767
04:36:20,0.2891843893202821,0.29360804948054026,0.2999015605605491
04:36:25,0.286487555514383,0.29095759201901356,0.29708771018991953
04:36:30,0.2838836233727365,0.28855220248600133,0.29459974689940555
04:36:35,0.2815510306042317,0.28652149426317713,0.2921139441742671
04:36:40,0.2795036623398744,0.2853641705204086,0.2897210565962801
04:36:45,0.2779063835291849,0.2865840063014253,0.287815951966573
04:36:50,0.2759709113671837,0.28454165569546835,0.285788862455047
04:36:55,0.2738751581066445,0.2824655098139006,0.2838802193791916
04:37:00,0.27179348019903465,0.28043193397142985,0.2819785458597566
04:37:05,0.270575322542069,0.2786723354051569,0.2800897224020884
04:37:10,0.26871708312361475,0.27671054068194384,0.27855734166358076
04:37:15,0.2668370768792313,0.274783439726699,0.27660759948767055
04:37:20,0.26526347749217377,0.2731583589489937,0.2748582015392257
04:37:25,0.2642819520512996,0.2718384974698062,0.27340234316869233
04:37:30,0.26277065999765464,0.2701856272107506,0.2716724941422454
04:37:35,0.2704181949621375,0.27589258966810576,0.27748681650909734
04:37:40,0.2703126485494426,0.2751043365449516,0.2768522948652613
04:37:45,0.2688212120248543,0.2735023334823371,0.2754549941577707
04:37:50,0.26726418297093807,0.27206896262850117,0.27393794706176733
04:37:55,0.2657727410819399,0.27054640833967597,0.27242978906761967
04:38:00,0.269598304677981,0.2745669277388835,0.2765145034126969
04:38:05,0.2681613836282239,0.2731196919022022,0.2751080847694837
04:38:10,0.26865086728255405,0.2736376747147489,0.27621698055334915
04:38:15,0.26792596999677365,0.27259502132617447,0.27495790604805714
04:38:20,0.2683533029754931,0.2728613113903823,0.2747949098014872
04:38:25,0.26724003836311494,0.2714880748179588,0.2735387751328425
04:38:30,0.2668991795661622,0.2706733056295435,0.2731818567067752
04:38:35,0.2672511121052909,0.27004191406372485,0.2738646141785792
04:38:40,0.26921217998627855,0.2738642181571019,0.2757472597865337
04:38:45,0.2680172521138567,0.27322115761651283,0.27474564355455566
04:38:50,0.2699746335200804,0.2735359682226584,0.2755876694140524
04:38:55,0.26943137830821146,0.2725732065447815,0.27495920993750733
04:39:00,0.2719217177536917,0.27529588372952896,0.2777686224289783
04:39:05,0.27266352267565785,0.2756992659126497,0.2779428189456865
04:39:10,0.2715314974699929,0.2746015012729794,0.2769746159496432
04:39:15,0.27214227208372505,0.275342182644928,0.27702840698580133
04:39:20,0.27121115337158,0.2742288349980704,0.27618123308824527
04:39:25,0.27062645634147714,0.27383823669186985,0.27563950705717655
04:39:30,0.27017501296264784,0.27362001982369644,0.2751833608400945
04:39:35,0.2691730229690973,0.2725745983013079,0.27418906034519475
04:39:40,0.2681774537772463,0.2716121252602512,0.2732160983202275
04:39:45,0.2678005806038822,0.2708646991927295,0.2731386712222515
04:39:50,0.2668912311191048,0.26990235113821726,0.27224475705074486
04:39:55,0.2659101739559003,0.26890461616402084,0.2712867846816868
04:40:00,0.2651515837101947,0.26817863675329123,0.2704276824117976
04:40:05,0.26853584616032683,0.2715794743685231,0.27324061756274576
04:40:10,0.26863592071090003,0.27165696121779925,0.27334765496002705
04:40:15,0.2677602590436956,0.27091659772091053,0.2724094267684158
04:40:20,0.2668386514629886,0.2700833446384358,0.27154407216985665
04:40:25,0.26774634993105917,0.2717860327107813,0.2723977312201874
04:40:30,0.2677836167835308,0.27362907793257935,0.2728096156935446
04:40:35,0.26693211820085067,0.2727417758139226,0.27196492539977135
04:40:40,0.2662251130124947,0.27189736001151793,0.2712372844426779
04:40:45,0.2655362114469134,0.2715472854775125,0.27047062770897207
04:40:50,0.2647563591469195,0.2707343902069239,0.2696898126424709
04:40:55,0.26399266796513726,0.2700373196291449,0.2688968064404127
04:41:00,0.2634397353636651,0.2694004929154296,0.26826193602122106
04:41:05,0.2629811390242587,0.2687740707362689,0.26770475739362953
04:41:10,0.2622290072407338,0.2680514541157211,0.2669938383199757
04:41:15,0.2614577796448275,0.2672833863354305,0.2662198744447457
04:41:20,0.2618992578754317,0.26714126445594444,0.26615425234718837
04:41:25,0.2613069417463556,0.2666631036730503,0.26556166741426374
04:41:30,0.26055955909271616,0.26595643406687763,0.26480402151185445
