FormattedTime,ARIMA,SARIMA,ETS,RNN,LSTM,CNN,GRU,TCN,Raw,Average
04:02:40,2515.129730492371,2518.249795971717,2438.4391287395683,2604.612548828125,2575.698486328125,2364.52197265625,2621.885498046875,2066.63525390625,2880.0,2463.14655187116
04:02:45,2826.9716238394726,2852.8336022035464,2778.922047279095,2989.31640625,2822.287109375,2614.323486328125,2841.274658203125,2099.9287109375,3450.0,2728.232205551983
04:02:50,3055.0547908064173,3138.84355371061,3058.1048942571547,2893.5625,3037.603759765625,2352.30615234375,2743.855712890625,2031.7861328125,2850.0,2788.889687073335
04:02:55,3221.876286453787,3392.878914562619,3306.5895030999363,2467.81591796875,2533.49755859375,2140.800537109375,2344.50634765625,1892.1885986328125,1650.0,2662.51920800966
04:03:00,3343.8906015832267,3611.3586788293865,3624.139883369709,1929.696533203125,2119.892333984375,1865.736328125,2045.4437255859373,1883.6046142578125,1260.0,2552.9703373673215
04:03:05,1058.7881156364117,1060.3341282619008,1029.2250632572654,1062.4666748046875,1082.620849609375,902.8480834960938,1114.6021728515625,1591.3001708984375,615.0,1112.7731573519668
04:03:10,741.417166573237,736.975941431238,601.9162790410367,981.3516235351562,1044.294189453125,1042.6715087890625,942.3246459960938,1570.4840087890625,2060.0,957.6794204510014
04:03:15,509.2380130623902,479.55585259582375,78.20436903436283,1132.1195068359375,1260.252197265625,780.7877197265625,1170.49462890625,1903.639892578125,598.0,914.2865225006346
04:03:20,339.3826451273661,272.1468019856612,-583.0447369295892,1536.158935546875,1547.3570556640625,1105.4718017578125,1415.5672607421875,2010.6072998046875,827.0,955.4558829623829
04:03:25,215.1215063469003,116.15855856254676,-1306.2885226247188,1875.3477783203125,1809.3074951171875,1383.1202392578125,1696.870361328125,1684.773681640625,977.0,934.3013872435988
04:03:30,1409.2641965742018,1413.153021934012,1296.882768710568,1560.0765380859375,1588.114013671875,1413.1695556640625,1579.6187744140625,1126.28955078125,1330.0,1423.3210524794963
04:03:35,1610.6981396752212,1620.06431207182,1612.409043721994,1951.0693359375,1765.641357421875,1767.3021240234375,1929.8641357421875,1334.501953125,2390.0,1698.9438002148795
04:03:40,1758.0193731630789,1765.569401052138,1994.916694173432,2186.143798828125,1781.1243896484375,1900.187255859375,1941.5225830078125,1264.79931640625,2360.0,1824.035351517331
04:03:45,1865.764599723528,1868.20026861948,2366.686752918382,2068.600341796875,1750.3433837890625,1889.849609375,1915.629150390625,1342.8551025390625,1570.0,1883.4911511440018
04:03:50,1944.5654186667064,1953.1955360744687,2677.1710404460864,1867.683837890625,1557.3798828125,1949.3941650390625,1705.9046630859375,1617.6492919921875,2940.0,1909.1179795009466
04:03:55,1780.7722931954029,1801.7754346590864,1832.3903498827035,1649.6044921875,1555.8701171875,1703.8681640625,1766.3370361328125,2425.065673828125,1570.0,1814.4604451419539
04:04:00,1558.2287269922865,1644.4709274794784,1647.793246961534,1197.507080078125,982.640380859375,1460.7174072265625,1374.5068359375,2074.6591796875,1030.0,1492.5654731527952
04:04:05,1395.4392395061495,1574.779213300823,1582.5661918707992,1118.68212890625,1111.0750732421875,1303.8419189453125,1240.52587890625,1669.5933837890625,806.0,1374.5628785583542
04:04:10,1276.359556870831,1525.7812100411888,1553.8551752544045,1162.49072265625,1354.81298828125,1276.4935302734375,1331.6417236328125,1330.58203125,1230.0,1351.5021172825218
04:04:15,1189.253374306458,1438.6232941628398,1428.7369377396717,1361.35009765625,1548.6934814453125,1301.8773193359375,1603.346435546875,1025.1561279296875,1300.0,1362.129633515379
04:04:20,1138.8729423605444,1105.9284573821349,1014.3532588468208,1151.619384765625,1026.485595703125,1194.1220703125,1141.8106689453125,1382.812255859375,1360.0,1144.5005792719298
04:04:25,1162.121755352369,1063.8323375769787,860.4336697562974,1209.1463623046875,1063.149658203125,1321.5086669921875,1187.3853759765625,1155.67041015625,761.0,1127.9060295398072
04:04:30,1179.1287670860236,1037.8391265456023,661.9186279564879,1265.9300537109375,1215.189208984375,1446.622314453125,1339.142333984375,1457.302734375,826.0,1200.3841458869908
04:04:35,1191.569765609706,1051.0434150045992,614.651775087,1406.3616943359375,1375.541015625,1616.9864501953125,1599.4404296875,1711.6302490234375,1110.0,1320.9030993210617
04:04:40,1200.6706262835414,1087.980505613853,634.3890517317116,1565.923095703125,1605.7550048828125,1662.431396484375,1735.8538818359375,1901.538330078125,1270.0,1424.317736576685
04:04:45,957.911941801276,953.3829315966852,1003.4410566330516,883.2257690429688,664.7322998046875,878.868408203125,935.3224487304688,1329.66015625,1180.0,950.8181265077828
04:04:50,888.3512170524152,871.3606563734515,891.8970926232568,748.6408081054688,655.1941528320312,762.7753295898438,606.525390625,1639.12255859375,481.0,882.9834007244021
04:04:55,837.4679195259387,820.1036031825406,749.6875541314478,818.6123046875,785.9405517578125,922.994140625,665.385009765625,2086.4658203125,292.0,960.8321129985455
04:05:00,800.2470599602059,824.041170649057,676.5616507304385,1036.8909912109375,1242.2890625,1261.876953125,831.382080078125,2114.95654296875,638.0,1098.5306889028143
04:05:05,773.0202005749405,870.9014131699485,722.8088857536455,1318.1424560546875,1561.8450927734375,1606.01318359375,1260.1065673828125,2029.58154296875,732.0,1267.8024177839966
04:05:10,1413.4481777479348,1397.343392756587,1476.1626519072774,1278.2371826171875,982.230224609375,1489.843017578125,1262.616455078125,1911.5323486328125,2370.0,1401.426681365928
04:05:15,1652.9768192953836,1574.902443852813,1770.098479458787,1335.8687744140625,1344.1451416015625,1842.1148681640625,1447.650146484375,2040.1533203125,744.0,1625.9887491979432
04:05:20,1828.223949413396,1648.5767160681053,1926.489979205905,1287.6512451171875,1107.513427734375,2043.2640380859373,1308.1693115234375,1902.38623046875,1480.0,1631.5343622021367
04:05:25,1956.4405852870475,1685.866296425953,2020.883858422185,1093.943603515625,1172.32275390625,1922.135498046875,1319.60986328125,1819.00439453125,495.0,1623.7758566770544
04:05:30,2050.248145523189,1741.2002965547333,2070.6943763517,1132.6016845703125,1232.8143310546875,1694.184326171875,1310.106689453125,1589.7303466796875,520.0,1602.697524544914
04:05:35,974.7617449288784,997.5875779813006,986.2589511406036,1077.2938232421875,1213.60302734375,1069.412353515625,1064.669921875,1211.07421875,899.0,1074.3327023471682
04:05:40,1082.7672585673984,1154.2371211604302,1213.9513979292717,1463.502197265625,1429.7406005859375,1474.291015625,1390.8404541015625,1444.4296875,1930.0,1331.7199665919031
04:05:45,1161.7425245668312,1269.726936297991,1430.91528335387,1754.795654296875,1732.5101318359375,1809.2969970703125,1666.0638427734375,1949.329345703125,1650.0,1596.7975894872975
04:05:50,1219.4904341833335,1327.8130763102813,1586.6141418822674,1875.97509765625,1973.3155517578125,1841.9393310546875,1721.99560546875,1867.1885986328125,890.0,1676.7914796182745
04:05:55,1261.7165795830806,1344.1945125764348,1711.6509624719324,1767.4716796875,1686.426025390625,1757.373046875,1608.54296875,1791.760986328125,1080.0,1616.1420952078372
04:06:00,933.1808556192116,945.7170838041142,929.5103787428458,1016.8031616210938,1045.6905517578125,936.8446044921876,1049.1341552734375,1461.564697265625,650.0,1039.805686072041
04:06:05,849.7327385223524,900.7671163944426,931.105615384192,1343.2169189453125,1372.9588623046875,1131.278564453125,1300.088623046875,1242.089599609375,1210.0,1133.9047548325452
04:06:10,788.7198969141488,882.5557512081793,969.2118907153666,1557.029052734375,1467.4393310546875,1447.0426025390625,1525.33935546875,1498.0924072265625,2130.0,1266.9287859826416
04:06:15,744.1105399793851,847.8991127883648,910.9142856267632,1846.4390869140625,1576.97900390625,1725.85595703125,1630.9368896484375,1317.9207763671875,812.0,1325.1319565327126
04:06:20,711.4945418766908,786.6943768607143,715.0881781596073,1844.54541015625,1904.2919921875,1774.5177001953125,1666.7958984375,1420.7552490234375,1540.0,1353.0229183621266
04:06:25,1317.666199637605,1317.9686814421443,1302.2429181243597,1338.38818359375,1466.14599609375,1243.17236328125,1307.243896484375,1449.875732421875,1390.0,1342.8379963848886
04:06:30,1247.2353630277016,1259.226632897325,1145.90469047671,1254.49462890625,1289.2080078125,1129.4892578125,1133.243896484375,1511.7095947265625,1450.0,1246.3140090179904
04:06:35,1195.7463164819092,1239.4912212332365,1140.7485947931234,1283.8443603515625,1285.340087890625,1131.98681640625,1124.6353759765625,1586.0947265625,655.0,1248.4859374619712
04:06:40,1158.1048224744104,1241.25778128744,1202.619251186082,1462.3531494140625,1272.6658935546875,1331.729248046875,1282.8863525390625,1634.0213623046875,1110.0,1323.2047326009133
04:06:45,1130.5866964617946,1240.94070806307,1253.7612007819714,1546.82861328125,1490.9625244140625,1418.8197021484375,1509.55810546875,1787.823974609375,1570.0,1422.4101906535889
04:06:50,1486.546866134142,1475.7773991288975,1489.752241944836,1345.712890625,987.8251342773438,1438.157470703125,1431.5506591796875,1202.8934326171875,2280.0,1357.2770118262774
04:06:55,1529.6749215640218,1501.2917057506263,1521.3222065395976,958.3438720703124,970.6277465820312,1343.32763671875,1187.7939453125,1394.8233642578125,880.0,1300.9006748494564
04:07:00,1561.202483729463,1539.9766474020091,1621.9529358097232,725.6656494140625,832.0238037109375,1266.5272216796875,1151.10888671875,1235.20751953125,441.0,1241.7081434994852
04:07:05,1584.2498288088589,1603.792760513637,1841.9254700004528,825.518310546875,981.5104370117188,1231.894287109375,1197.5496826171875,1305.2296142578125,1040.0,1321.4587988582398
04:07:10,1601.0979476840637,1657.1476003620987,2098.4070468701066,1186.9154052734375,916.3618774414062,1288.4398193359375,1349.21044921875,1076.482421875,2260.0,1396.7578210076
04:07:15,1557.1135147016555,1527.6603649205106,1503.4536307694823,1516.5814208984375,1363.9141845703125,1570.453857421875,1266.203125,1953.55029296875,1140.0,1532.3662989063778
04:07:20,1659.8666487286398,1559.3571594276937,1453.062884595145,1397.8355712890625,1153.070556640625,1629.2454833984375,1167.2197265625,2047.2772216796875,2100.0,1508.366906540224
04:07:25,1734.9710051274164,1571.349038854215,1340.6793324250702,1308.6163330078125,995.8399658203124,1598.36328125,1061.522705078125,1969.7076416015625,696.0,1447.6311628955643
04:07:30,1789.8663073825587,1613.5639487263918,1183.725521037332,1332.786376953125,1185.90576171875,1502.9287109375,1047.6153564453125,1902.476318359375,644.0,1444.8585376950432
04:07:35,1829.990400766475,1685.2477992986414,1177.936323265322,1343.7965087890625,1214.928466796875,1461.014892578125,1304.4892578125,1757.575927734375,2400.0,1471.872447130172
04:07:40,2049.214976096692,2045.1115065043152,2162.689211433554,1867.7354736328125,1577.4544677734375,2108.384521484375,1879.4456787109373,2233.179931640625,2730.0,1990.4019709095937
04:07:45,2232.259879143031,2205.944640364836,2515.7314963274043,1804.7738037109373,1391.143310546875,2294.72705078125,1687.823974609375,2392.299560546875,1200.0,2065.587964503823
04:07:50,2366.048901103588,2298.28790500778,2807.523277038389,1547.194091796875,1107.27392578125,2171.443603515625,1520.31005859375,2308.25537109375,1180.0,2015.7921417413759
04:07:55,2463.836395315492,2363.5198430203445,3068.675864250543,1395.1695556640625,1295.81982421875,1981.1483154296875,1297.5587158203125,1893.0592041015625,1020.0,1969.8484647275943
04:08:00,2535.310077416721,2440.913356336312,3398.8998267161182,1467.8797607421875,1440.502197265625,1818.5811767578125,1282.760986328125,1895.6845703125,388.0,2035.0664939844253
04:08:05,962.5853528150784,976.9789456259682,921.168050332442,997.2984008789062,1133.2423095703125,968.1798706054688,1049.7806396484375,1143.1068115234375,1090.0,1019.0425476250064
04:08:10,1042.827273346897,1071.8033373171752,1027.255883680362,1426.278564453125,1437.3587646484375,1332.712646484375,1379.360595703125,1734.85400390625,1820.0,1306.5563836924684
04:08:15,1101.4475808435693,1104.1358017620053,1036.9418178653211,1716.625,1791.60888671875,1676.900390625,1700.8135986328125,1681.3482666015625,1380.0,1476.2276678811277
04:08:20,1144.2723341424607,1079.9852848959763,909.1095767895983,1642.328857421875,1730.517333984375,1790.73486328125,1858.081298828125,1578.21044921875,1180.0,1466.6549998203013
04:08:25,1175.557729484596,1038.6831485703274,719.2951139487117,1653.9371337890625,1654.7491455078125,1875.2005615234373,1779.5284423828125,1487.118408203125,1090.0,1423.0087104262357
04:08:30,849.2903754732937,861.5575059284699,775.8164821997057,872.912109375,1133.93017578125,902.72802734375,930.7625732421876,1300.935302734375,731.0,953.4915690097539
04:08:35,701.5214215773814,755.048017828347,651.0205543467597,943.919189453125,946.8627319335938,1024.4508056640625,1014.6652221679688,1480.2706298828125,621.0,939.7198216067563
04:08:40,593.5661258666958,712.4011273870333,593.2770329049692,1119.183349609375,995.8541259765624,1337.406982421875,1272.012939453125,1770.63427734375,1100.0,1049.2919951204233
04:08:45,514.697421956192,696.6534906717122,524.802341977535,1375.4085693359375,1411.969482421875,1513.01123046875,1548.7877197265625,1934.97607421875,1350.0,1190.0382913471642
04:08:50,457.0784564800314,673.5844161284178,395.1055276199991,1558.1751708984375,1357.2904052734375,1761.378173828125,1745.122802734375,1989.20849609375,514.0,1242.1179311320716
04:08:55,976.6218803493337,973.4644359905952,924.077625599134,1043.9193115234375,1312.3343505859375,1011.4423828125,1063.75244140625,976.1703491210938,882.0,1035.2228471735352
04:09:00,1018.7212926692052,1024.9208585226252,998.6126411516832,1359.70166015625,1442.04833984375,1240.8828125,1309.2276611328125,1323.1856689453125,1230.0,1214.6626168652049
04:09:05,1049.47259728022,1091.3586407414882,1192.4668091753422,1619.6312255859375,1691.3302001953125,1562.11767578125,1519.8585205078125,1591.1947021484375,1600.0,1414.6787964269752
04:09:10,1071.9347335232255,1145.0199548138276,1422.813019364312,1795.3973388671875,1771.549072265625,1788.924560546875,1590.6602783203125,1777.6888427734375,2700.0,1545.4984750593503
04:09:15,1088.3420882999271,1149.8115140970556,1556.762924509372,1740.4613037109375,1763.9251708984375,1948.2584228515625,1625.8226318359375,2056.184814453125,807.0,1616.1961088320445
04:09:20,1661.6154038100872,1644.9698686518766,1550.9022612708102,1711.2457275390625,1862.650390625,1740.2320556640625,1744.132080078125,1461.508544921875,1470.0,1672.1570415701124
04:09:25,1640.534000407508,1603.8655942976122,1349.227824192567,1846.234619140625,2063.222412109375,1689.504638671875,1812.2039794921875,1370.4329833984375,1670.0,1671.9032564637735
04:09:30,1625.1336393318786,1606.1770708273302,1102.9960333561562,1892.2440185546875,2084.932373046875,1664.586669921875,1834.740478515625,1484.679443359375,1990.0,1661.9362158642252
04:09:35,1613.883386361019,1650.5511731541442,1007.856671312898,1986.874755859375,2225.974365234375,1718.5252685546875,1783.46142578125,1662.32421875,1760.0,1706.1814081259686
04:09:40,1605.6648652960396,1702.0114686811253,979.7854217103516,1783.3966064453125,2101.8564453125,1751.251953125,1705.4993896484375,1655.4403076171875,332.0,1660.6133072294942
04:09:45,687.7594320964653,668.5826384352963,587.1797236965537,783.2135620117188,989.7801513671876,916.9403686523438,840.50439453125,617.4448852539062,699.0,761.4256445055902
04:09:50,506.1070587636351,429.189810565236,176.23551856697827,1055.673828125,999.3621826171876,947.9822998046876,1116.016357421875,833.4688720703125,1500.0,758.004490991864
04:09:55,373.37324154949454,224.30237818007635,-265.3401557411613,1544.641357421875,1247.6226806640625,1342.1553955078125,1463.707763671875,1605.6051025390625,1650.0,942.0084704741371
04:10:00,276.38432855601525,92.04287423657917,-637.8755265182559,1966.818359375,1570.8487548828125,1764.4976806640625,1804.2276611328125,1851.2537841796875,2020.0,1086.0247395635893
04:10:05,205.51430130078649,44.47227928778835,-891.1005547931509,2177.71142578125,1682.5220947265625,1872.31689453125,1938.33251953125,2156.22705078125,3850.0,1148.2495013933733
04:10:10,2882.150108454388,2878.609974437897,3231.1942552313294,2573.84619140625,2562.119384765625,2748.075439453125,2515.272705078125,2775.594970703125,3420.0,2770.857878691233
04:10:15,2870.1170466969047,2827.1435759015203,3464.690917939826,1779.4759521484375,1791.8216552734375,2135.69775390625,1659.421630859375,1956.7803955078125,627.0,2310.6436160291955
04:10:20,2861.3277666525514,2727.0440950139387,3560.6784919702195,1085.483642578125,1263.68359375,1600.8233642578125,1021.7850952148438,1608.1851806640625,640.0,1966.1264037626943
04:10:25,2854.907834198533,2630.8745913069133,3594.66777275016,951.7410888671876,1214.3829345703125,1490.411865234375,826.8243408203125,1457.4014892578125,1580.0,1877.6514896257008
04:10:30,2850.21853854449,2604.075660574113,3584.090905322216,1129.8955078125,1204.55908203125,1616.5640869140625,1085.931884765625,1905.4678955078125,763.0,1997.6004451840085
04:10:35,751.1273015974483,786.8661588893208,782.5235862359032,835.7551879882812,630.0279541015625,906.5039672851562,756.8466186523438,900.4555053710938,700.0,793.7632850151388
04:10:40,782.6934943948672,881.5621337140851,926.016513042134,996.1238403320312,866.1515502929688,1146.7705078125,977.673828125,1209.5439453125,868.0,973.3169766282608
04:10:45,805.7557629603173,916.0670248002996,1058.790409824807,1325.67626953125,1333.34716796875,1374.9259033203125,1207.97265625,1609.6346435546875,1090.0,1204.021229776303
04:10:50,822.6050622976903,859.3838387036191,1130.3351957981936,1549.384765625,1494.2056884765625,1556.05908203125,1408.8270263671875,1719.3709716796875,1800.0,1317.5214538723988
04:10:55,834.9151647212531,756.5845104085524,1171.2129828723769,1740.7283935546875,1644.2978515625,1628.9832763671875,1621.5040283203125,1664.7479248046875,1020.0,1382.8717665764448
04:11:00,966.5599749584244,996.9764621297568,1107.4960493024469,896.5569458007812,930.6202392578124,1063.41162109375,928.8024291992188,1377.8055419921875,1210.0,1033.5286579667973
04:11:05,813.7095530658464,945.0413536798958,1157.6460837278894,741.611572265625,700.1849975585938,927.2693481445312,821.3401489257812,1320.406982421875,169.0,928.4012549737547
04:11:10,702.0366999602214,976.6734444363452,1244.336597097166,785.8157958984375,973.7549438476562,1015.19091796875,914.847900390625,1560.3487548828125,1040.0,1021.6256318102518
04:11:15,620.4482688238331,1003.0518481296187,1234.6974781421434,1028.9371337890625,1174.4024658203125,1206.601806640625,1198.3421630859375,1564.66162109375,634.0,1128.8928481906603
04:11:20,560.8395822883417,975.5615983606614,1087.5625756814984,1431.2347412109375,1539.69482421875,1516.192138671875,1500.1485595703125,1822.767333984375,1640.0,1304.2501692483438
04:11:25,1333.257924420908,1327.5612803226654,1358.3214374623992,1282.41455078125,1169.169921875,1332.5882568359375,1203.141357421875,1447.8143310546875,1470.0,1306.7836325218404
04:11:30,1418.251872849097,1419.084961171191,1455.7498705972798,1159.7100830078125,1011.3726196289062,1259.178955078125,1053.7332763671875,1308.6048583984375,701.0,1260.7108121372546
04:11:35,1480.3437374305558,1517.8161921883743,1704.2291783717296,1067.1917724609375,1001.5643310546876,1291.3895263671875,1002.1136474609376,1151.7237548828125,882.0,1277.046517527153
04:11:40,1525.704609804424,1601.1160201923312,2019.8564629270004,1160.0595703125,1033.8551025390625,1400.301025390625,1089.8594970703125,1048.0523681640625,632.0,1359.8505820500397
04:11:45,1558.8427472462297,1639.7467552341827,2324.763607225472,1281.87646484375,1274.276611328125,1568.260498046875,1330.5338134765625,1072.2862548828125,537.0,1506.3233440355011
04:11:50,972.4652690960618,961.8000100132424,837.2083500892945,1053.61474609375,1002.457275390625,1117.8499755859375,1044.4501953125,1118.951171875,656.0,1013.5996241820515
04:11:55,1107.343189030485,1094.66015633933,857.0729037926808,1285.0054931640625,1068.7864990234375,1441.0396728515625,1269.9088134765625,1449.5443115234375,1970.0,1196.6701299001948
04:12:00,1205.8612165964844,1243.375255498834,945.9533716560832,1417.47802734375,1326.4139404296875,1586.730712890625,1405.298828125,1532.813232421875,870.0,1332.9905731202923
04:12:05,1277.8211175218091,1405.3258156536892,1154.1568121051105,1498.496826171875,1422.637939453125,1571.54931640625,1461.56005859375,1624.869140625,285.0,1427.0521283163262
04:12:10,1330.3823336678952,1517.9446979049867,1398.9085813042357,1456.259765625,1430.834228515625,1584.974853515625,1610.4805908203125,1473.6968994140625,357.0,1475.4352438459678
04:12:15,636.2581915938401,591.9382610113976,374.3564226839378,733.6163330078125,794.8658447265625,745.1820068359375,857.9569091796875,802.7135009765625,644.0,692.1109337519672
04:12:20,709.902749417913,565.7706449372347,76.64856427443092,1315.7576904296875,1274.4029541015625,1243.75439453125,1254.630859375,1363.349365234375,1170.0,975.5271527876816
04:12:25,763.6760392818168,540.3477973696272,-283.09575835103885,1610.8704833984375,1559.6287841796875,1619.92822265625,1570.1153564453125,1392.849609375,2600.0,1096.7900667943866
04:12:30,802.9398598304442,575.0428544099232,-687.4059876461396,1574.80517578125,1693.1046142578125,1639.366943359375,1605.9063720703125,1449.1937255859375,1540.0,1081.6191947061143
04:12:35,831.6092532779461,660.6303789721064,-940.665706727518,1485.200439453125,1468.51708984375,1446.0587158203125,1482.6693115234375,1299.457763671875,1540.0,966.6846557293793
04:12:40,1346.3477758511451,1338.9653828120572,1457.7962568695546,1279.5616455078125,1356.7337646484375,1257.7979736328125,1354.676513671875,865.3634033203125,811.0,1282.155339539251
04:12:45,1177.1217535260805,1128.225214835271,1324.7112611903708,1206.6517333984375,1324.29345703125,1115.592041015625,1191.042724609375,664.2594604492188,1260.0,1141.4872057569535
04:12:50,1053.5547950831233,924.2450777234684,1130.369303706919,1244.2271728515625,1437.8450927734375,1212.636474609375,1224.060546875,604.9201049804688,2080.0,1103.9823210754193
04:12:55,963.3275770166616,768.4413023492255,905.340246826659,1394.7291259765625,1377.9031982421875,1394.66650390625,1351.4669189453125,874.5889282226562,420.0,1128.8079751856894
04:13:00,897.4446663858967,711.5953832169912,749.3322252808994,1569.0802001953125,1336.9296875,1503.4619140625,1426.2344970703125,1192.4425048828125,1460.0,1173.3151348243405
04:13:05,1409.3114788755029,1434.3698801490614,1503.0942768615528,1458.65185546875,1407.7823486328125,1312.2021484375,1552.38720703125,1198.56884765625,1300.0,1409.546005389085
04:13:10,1495.9408797849069,1538.7821684294715,1752.11662854217,1621.5643310546875,1480.9215087890625,1366.3204345703125,1803.0252685546875,1035.685302734375,1960.0,1511.7945653074592
04:13:15,1559.193341966449,1534.1448031727282,1904.786381479072,1768.2928466796875,1634.154296875,1361.113037109375,1885.4029541015625,1319.48291015625,2220.0,1620.8213214425155
04:13:20,1605.3771309575732,1439.8936614389313,1919.896445017701,1774.4342041015625,1598.5120849609375,1460.7239990234375,1827.859130859375,1380.029541015625,1180.0,1625.8407746718929
04:13:25,1639.09822721237,1347.544539426107,1872.941115053254,1742.3751220703125,1588.694091796875,1415.414306640625,1645.88232421875,1279.0211181640625,2150.0,1566.3713555727945
04:13:30,2247.9527569072284,2288.374193945146,2275.344367047193,2136.87451171875,2228.263671875,2304.84130859375,2101.384521484375,2023.7279052734373,3510.0,2200.84540460561
