Time,Predicted,Actual,Raw
2023-09-08 04:02:40,7432.472760668498,7052.806524065582,5340.0
2023-09-08 04:02:45,7883.6016905054385,7644.241758572981,6680.0
2023-09-08 04:02:50,8178.752718608367,8791.675560492611,6990.0
2023-09-08 04:02:55,7818.564917012676,9308.99549813688,15600.0
2023-09-08 04:03:00,7619.255808492754,8553.156125427024,6590.0
2023-09-08 04:03:05,6924.1569624299445,7056.623687048599,3980.0
2023-09-08 04:03:10,5411.264133792666,5894.75048283584,8330.0
2023-09-08 04:03:15,5646.782307885792,5750.602903235716,4920.0
2023-09-08 04:03:20,5994.772321039362,6639.5859742963785,6230.0
2023-09-08 04:03:25,6894.529050593946,8114.800381597004,8550.0
2023-09-08 04:03:30,10861.453117568395,9555.049763657718,10600.0
2023-09-08 04:03:35,10564.082118660388,10419.093011632163,7960.0
2023-09-08 04:03:40,9248.279967497834,10393.953998608778,13300.0
2023-09-08 04:03:45,7863.860842578284,9478.344207123211,7140.0
2023-09-08 04:03:50,5793.6067922479215,8055.054424231112,10200.0
2023-09-08 04:03:55,6978.743693164391,6804.911266839323,6810.0
2023-09-08 04:04:00,6257.991777556024,6289.185509495499,2980.0
2023-09-08 04:04:05,6260.397286639784,6432.629788251385,7010.0
2023-09-08 04:04:10,6935.745789566263,6611.462856633639,9720.0
2023-09-08 04:04:15,7075.0174245811895,6501.240686387918,7240.0
2023-09-08 04:04:20,6103.739542573247,6582.311393800832,3840.0
2023-09-08 04:04:25,5868.900139879269,7445.959706186766,5280.0
2023-09-08 04:04:30,6208.498307472355,8821.550502111206,11500.0
2023-09-08 04:04:35,7185.563400029065,9692.688757186204,11200.0
2023-09-08 04:04:40,7481.731001421018,9260.706316126583,6260.0
2023-09-08 04:04:45,7683.240485641458,7565.9941827114035,9990.0
2023-09-08 04:04:50,5437.997446127743,5429.1291594881495,5950.0
2023-09-08 04:04:55,5063.616829229095,4000.962734886616,2180.0
2023-09-08 04:05:00,5244.192467019675,4013.29304909676,2780.0
2023-09-08 04:05:05,5918.443930417624,5140.632997599745,5550.0
2023-09-08 04:05:10,6146.521501371663,6241.45711689121,7490.0
2023-09-08 04:05:15,6414.415180723284,6446.866591756234,8550.0
2023-09-08 04:05:20,6550.639861143138,5994.003904515632,4610.0
2023-09-08 04:05:25,6436.587058930431,5865.533343040068,3980.0
2023-09-08 04:05:30,6163.47275727481,6628.474213848069,5690.0
2023-09-08 04:05:35,8945.74489712052,7795.966239740936,11000.0
2023-09-08 04:05:40,9281.53776511965,8349.21790610856,5780.0
2023-09-08 04:05:45,9023.207114718494,7726.977397485108,11400.0
2023-09-08 04:05:50,7573.236357557598,6302.23825302257,4070.000000000001
2023-09-08 04:05:55,6242.712303283418,5017.375979147068,4640.0
2023-09-08 04:06:00,4180.043390930568,4539.748186629156,4450.0
2023-09-08 04:06:05,5146.472056766552,4708.498546346216,2120.0
2023-09-08 04:06:10,6320.112903405776,4864.891261083718,11300.0
2023-09-08 04:06:15,7151.737346187265,4740.104690697421,1940.0
2023-09-08 04:06:20,7888.503885080756,4799.908412797787,2360.0
2023-09-08 04:06:25,5555.376816572798,5612.1861852544425,8690.0
2023-09-08 04:06:30,7602.2969422355,7107.779271455878,4200.0
2023-09-08 04:06:35,8134.953675735483,8535.996913073745,9430.0
2023-09-08 04:06:40,8295.883477244137,8995.903016205184,11800.0
2023-09-08 04:06:45,7625.13911739695,8074.6604194840465,3390.0
2023-09-08 04:06:50,5952.680117965616,6203.164587186489,12200.0
2023-09-08 04:06:55,3951.718262582402,4517.327977947623,1590.0
2023-09-08 04:07:00,3800.1455564769785,4144.922041421445,1740.0
2023-09-08 04:07:05,4905.385766871501,5256.679089708166,4750.0
2023-09-08 04:07:10,6112.19408569243,6898.958941951698,11600.0
2023-09-08 04:07:15,7731.941790923467,7969.196233939541,6680.0
2023-09-08 04:07:20,7383.526130407589,8120.526575766741,5680.0
2023-09-08 04:07:25,6493.762723928849,7633.392309657667,9970.0
2023-09-08 04:07:30,5630.314084047747,6858.700417646874,5680.0
2023-09-08 04:07:35,5582.505786200081,6028.720564400739,5180.0
2023-09-08 04:07:40,5402.329604477756,5399.886603475162,9060.0
2023-09-08 04:07:45,5362.231165131472,5341.456879320121,2530.0
2023-09-08 04:07:50,5629.359701299549,6048.2008432027615,4710.0
2023-09-08 04:07:55,6342.657115753049,7090.643736014687,7440.0
2023-09-08 04:08:00,6699.395116823453,7582.536902306349,10800.0
2023-09-08 04:08:05,6890.507593039532,7052.328109802082,4830.0
2023-09-08 04:08:10,5724.526956663496,6016.281975171966,8189.999999999999
2023-09-08 04:08:15,4627.18236328531,5565.467551956977,2830.0
2023-09-08 04:08:20,4849.405394146462,6373.481277544707,6590.0
2023-09-08 04:08:25,6004.766206859908,8027.635847883361,6250.0
2023-09-08 04:08:30,10075.40400750504,9331.051602055437,13800.0
2023-09-08 04:08:35,9739.405338669902,9353.608666799986,7960.0
2023-09-08 04:08:40,8823.246688878358,8160.507627967196,7710.0
2023-09-08 04:08:45,6877.990900403001,6519.909502316349,5830.0
2023-09-08 04:08:50,6258.286676158206,5118.708952752804,5120.0
2023-09-08 04:08:55,3788.732197974084,4181.094349015101,4810.0
2023-09-08 04:09:00,3744.1494885656302,3650.7371990429833,3890.0
2023-09-08 04:09:05,4841.823834570042,3499.6963345218337,2460.0
2023-09-08 04:09:10,6125.660641698019,3837.426548041721,5720.0
2023-09-08 04:09:15,7504.2358453962015,4803.25689463648,3410.0
2023-09-08 04:09:20,6643.4887429757455,6301.304219426401,5560.0
