FormattedTime,ARIMA,SARIMA,RNN,LSTM,CNN,GRU,TCN,Raw,Average
04:02:40,0.1067339340958624,0.1110029484689264,0.110547476,0.1118310764431953,0.1122209951281547,0.1109982505440712,0.1099145337939262,0.0579999999999999,0.11046417349630516
04:02:45,0.1000787489297193,0.1108527266002724,0.12560552,0.1197037771344184,0.1129675656557083,0.1090996786952018,0.1146592646837234,0.124,0.11328104024272051
04:02:50,0.0950994339204516,0.1060556395486417,0.1466014,0.1267762035131454,0.1233871132135391,0.1127396821975708,0.1092293485999107,0.144,0.11542691283216219
04:02:55,0.0913739811580477,0.0974639411365259,0.15802193,0.1339912414550781,0.1317775547504425,0.1254851520061493,0.1171213164925575,0.206,0.1227358871218785
04:03:00,0.0885866503185504,0.0929145331896899,0.15417677,0.136656254529953,0.1380827128887176,0.1347955167293548,0.1307593435049057,0.122,0.1319986101661925
04:03:05,0.1274513920632561,0.1306735944494821,0.12724723,0.1456884443759918,0.1161919608712196,0.1268443167209625,0.1529615074396133,0.054,0.13065927410491265
04:03:10,0.1192024215655458,0.126586787126747,0.12931848,0.1324279755353927,0.1085481271147728,0.1253237873315811,0.1500078588724136,0.192,0.12756216103453555
04:03:15,0.1130324278662084,0.1158463433384251,0.14289692,0.1321558356285095,0.1173638105392456,0.1304372549057006,0.1245457679033279,0.114,0.1297110104644735
04:03:20,0.1084174492745853,0.094405059031116,0.15625072,0.1234777346253395,0.1294321715831756,0.1309435069561004,0.133891686797142,0.154,0.13430088504345133
04:03:25,0.1049655774512111,0.0677039099033324,0.15894282,0.1532812118530273,0.1461302638053894,0.1346431076526641,0.1600368618965149,0.136,0.14248759188547538
04:03:30,0.1662602551937795,0.1705032474152689,0.16457644,0.1773828715085983,0.1554109454154968,0.163270890712738,0.1556346267461776,0.174,0.1641142907966682
04:03:35,0.1739821004413076,0.1923571000229544,0.16801737,0.1833062022924423,0.1556569635868072,0.1630331724882125,0.1565569192171096,0.176,0.1673566416861032
04:03:40,0.1797608818698172,0.2209863386284212,0.17265798,0.1871920675039291,0.1496054679155349,0.1590815782546997,0.1516297608613968,0.1639999999999999,0.16883442011721345
04:03:45,0.1840855366288825,0.2494620787480437,0.1739797,0.167428508400917,0.1475947201251983,0.1527855992317199,0.1524283438920974,0.138,0.16671459193197619
04:03:50,0.187321969606402,0.2703973516304174,0.17120947,0.1621564477682113,0.1468117535114288,0.1462820172309875,0.1466058194637298,0.152,0.16357525730717767
04:03:55,0.1364467248634282,0.1335108994666373,0.13661587,0.1311732679605484,0.1342255175113678,0.1329280585050583,0.1257944107055664,0.166,0.13312689889589188
04:04:00,0.1315084531598763,0.1242250591856889,0.13942043,0.1474704593420028,0.133377194404602,0.1321851462125778,0.1306068152189254,0.088,0.13635111563557598
04:04:05,0.1278176941379955,0.120520048313161,0.14490235,0.1518788337707519,0.1345284283161163,0.1351431757211685,0.1314442306756973,0.162,0.13901754309401634
04:04:10,0.1250592995061656,0.12015339224223,0.1486688,0.1606863588094711,0.1416053473949432,0.1405164897441864,0.1365906298160553,0.2,0.14369739980089297
04:04:15,0.1229977341479834,0.1158428542287049,0.14598824,0.1678125560283661,0.1468313336372375,0.1447393596172332,0.1440655142068863,0.168,0.14689153750481893
04:04:20,0.1375519815385234,0.1334178217468361,0.13639182,0.132066935300827,0.1390350311994552,0.1340965330600738,0.1652263849973678,0.096,0.13958023729866956
04:04:25,0.1271319878070975,0.1139652954003506,0.13735092,0.1276540607213974,0.1280964761972427,0.1295323222875595,0.1582986861467361,0.118,0.1342680726116908
04:04:30,0.1182456056451009,0.0976040625872378,0.14963707,0.1269972026348114,0.1233759000897407,0.1283066719770431,0.1425241976976394,0.158,0.13271868565007422
04:04:35,0.110667118559174,0.088659556472799,0.16211045,0.1333912312984466,0.130598247051239,0.134691521525383,0.1699152588844299,0.1939999999999999,0.14150556544486612
04:04:40,0.1042040309421253,0.0871945146106677,0.16315973,0.1337491869926452,0.1329094022512436,0.1426224261522293,0.1386477947235107,0.092,0.14016498484533835
04:04:45,0.1231357033195152,0.1235142889955376,0.114645466,0.0962015315890312,0.1181696876883506,0.119699589908123,0.1280292272567749,0.166,0.11531000999689132
04:04:50,0.1092130979757279,0.1090464849901897,0.083581835,0.0825592577457428,0.0982237383723259,0.1006798222661018,0.1210383623838424,0.084,0.09648984310707162
04:04:55,0.0988174571351553,0.0971049095218666,0.06912071,0.0825424119830131,0.0929782837629318,0.0980231463909149,0.1244132071733474,0.032,0.09188228541316769
04:05:00,0.0910553073206879,0.0903681864307897,0.082221545,0.1029649898409843,0.1075473725795745,0.1112156733870506,0.1513682752847671,0.1,0.10613124929292986
04:05:05,0.0852595155396671,0.0898723236458178,0.105266765,0.1229147911071777,0.1278604567050933,0.1317604035139084,0.1415034830570221,0.096,0.11945082305696346
04:05:10,0.171624833848705,0.1731250926801547,0.16653888,0.1675241887569427,0.175714373588562,0.1731106042861938,0.1524261534214019,0.258,0.1686544496804904
04:05:15,0.1993881848196651,0.2015981399671641,0.16880494,0.1805264353752136,0.1934581100940704,0.1909200698137283,0.1485364139080047,0.144,0.1805717835616903
04:05:20,0.2202314525506813,0.2198046736219359,0.15140559,0.1788518577814102,0.1875129342079162,0.1906926184892654,0.1418660879135131,0.14,0.17742775341663783
04:05:25,0.2358794847410764,0.2339717148795108,0.13531162,0.1732257753610611,0.1672313064336776,0.1727068722248077,0.1436144560575485,0.118,0.1669065807548292
04:05:30,0.2476272065758477,0.2501222499624436,0.125621,0.1563926786184311,0.152372196316719,0.1574084907770156,0.1417814940214157,0.1,0.15582488497019803
04:05:35,0.1190651100245581,0.1208633124935399,0.12471659,0.1480983942747116,0.1284631490707397,0.1317927688360214,0.1202517598867416,0.138,0.1297502978683458
04:05:40,0.1198728990699889,0.1247484489174124,0.1353926,0.145563319325447,0.1412236392498016,0.1432513892650604,0.1073999479413032,0.142,0.13531309688215576
04:05:45,0.120561218834688,0.1260705731692865,0.14484565,0.162315234541893,0.1522227227687835,0.1531968563795089,0.1332535743713379,0.166,0.14799099173137042
04:05:50,0.1211477384231317,0.12404155714414,0.14399742,0.1630212813615799,0.1486833840608596,0.1526110470294952,0.1380183696746826,0.086,0.1477332834023936
04:05:55,0.12164751373872,0.1229591009664312,0.14192604,0.159638836979866,0.1427651792764663,0.1476936489343643,0.1632288694381714,0.172,0.1477051158220242
04:06:00,0.1134725348056835,0.1185032220260686,0.11602171,0.1177357658743858,0.1130104139447212,0.1107653304934501,0.1176633462309837,0.11,0.1150232382739041
04:06:05,0.1060273581987042,0.123113602418046,0.11393974,0.1154706850647926,0.1182203143835067,0.1077289134263992,0.1163727641105651,0.044,0.11410243470914962
04:06:10,0.100466181555612,0.1274603752957495,0.12263318,0.1252298653125763,0.1322799026966095,0.1165067702531814,0.1202535331249237,0.214,0.12266429912875076
04:06:15,0.0963122591857005,0.1222102082953434,0.13136633,0.1257486492395401,0.1483583748340606,0.1281849145889282,0.1270004361867904,0.126,0.1305614862588912
04:06:20,0.0932094857687321,0.108255764977786,0.13687728,0.1334969699382782,0.1524932384490966,0.1353454887866974,0.1382442414760589,0.118,0.13653930447537013
04:06:25,0.1457509945044325,0.1490434892290075,0.14663297,0.1351131200790405,0.1550033092498779,0.1428534090518951,0.1472058594226837,0.1639999999999999,0.1456382704586484
04:06:30,0.1472090876004866,0.1592110015418762,0.14602393,0.1498909592628479,0.1555755585432052,0.1508388966321945,0.1440871953964233,0.15,0.14938262480296208
04:06:35,0.1482979525823725,0.1687614967457605,0.14696552,0.1360144615173339,0.1506774574518203,0.1499597132205963,0.1463571786880493,0.108,0.14680716122478957
04:06:40,0.1491110878698146,0.1694125691059785,0.1474868,0.1383859813213348,0.1485317349433899,0.1503930240869522,0.146781787276268,0.196,0.14716010700783583
04:06:45,0.1497183155855396,0.1591356847894821,0.14618911,0.1425096541643142,0.1441738158464431,0.1471973359584808,0.1604586541652679,0.09,0.14778011976784552
04:06:50,0.1144916764203225,0.1142808617752097,0.109918185,0.1151152029633522,0.1055585965514183,0.1100441515445709,0.1248784214258194,0.1639999999999999,0.11241782852512397
04:06:55,0.1027554005805685,0.107185214527406,0.09625724,0.1081145480275154,0.0953056141734123,0.1002764776349067,0.1166560277342796,0.074,0.10216514397557391
04:07:00,0.0939943094379581,0.11500907891673,0.096456595,0.1060602888464927,0.0956336110830307,0.1048874780535698,0.1097020953893661,0.068,0.1016591138749105
04:07:05,0.0874541838429946,0.1332262525898929,0.10755876,0.1227781251072883,0.0996002554893493,0.1236182078719139,0.1001767367124557,0.106,0.11025005223783019
04:07:10,0.0825720016922046,0.1476100469167833,0.12210412,0.1334741860628128,0.1177222803235054,0.1411822736263275,0.1153207048773765,0.228,0.12427390575642377
04:07:15,0.1560848489493664,0.1514723998583548,0.14686179,0.1478382498025894,0.154585525393486,0.1451431065797805,0.1713055074214935,0.1119999999999999,0.15204505684151645
04:07:20,0.1665200997927395,0.1502275009497274,0.14089055,0.1478496044874191,0.1563631892204284,0.1385030150413513,0.1766072511672973,0.118,0.15066403989436528
04:07:25,0.1743065216989963,0.1460716758961059,0.131745,0.1485833823680877,0.1494201123714447,0.1355791687965393,0.1780012100934982,0.174,0.14703537717904552
04:07:30,0.1801164794098585,0.1464233760680929,0.123680204,0.1455845832824707,0.1450563222169876,0.1282963454723358,0.1573871225118637,0.1119999999999999,0.1399345120752786
04:07:35,0.1844516681535974,0.1522736212959222,0.13061368,0.1514676064252853,0.1426149606704712,0.1279994845390319,0.1438575536012649,0.104,0.14122418535075698
04:07:40,0.1333067998449452,0.133795017760358,0.13452442,0.1391973495483398,0.1248005628585815,0.1373071074485778,0.1198483556509018,0.176,0.1323029584305669
04:07:45,0.1354901836481934,0.1351362837879031,0.1398974,0.1419427543878555,0.1256633996963501,0.1428978592157364,0.1300437301397323,0.126,0.13674138337075756
04:07:50,0.1371202008382786,0.1325668255187919,0.13983458,0.1497995257377624,0.1262655258178711,0.1456665992736816,0.1341471672058105,0.124,0.13929100843252978
04:07:55,0.1383370991389899,0.129498942332059,0.1386127,0.1482186168432235,0.1227472126483917,0.1487715989351272,0.1509230732917785,0.16,0.14062008891098654
04:08:00,0.1392455812600875,0.1316295386414753,0.14039801,0.1475686132907867,0.125679612159729,0.1447242349386215,0.1519118994474411,0.128,0.14091409643587388
04:08:05,0.1499184072922747,0.1538159158898321,0.15022665,0.129102885723114,0.152481809258461,0.1497075110673904,0.1371113061904907,0.13,0.14524968113167144
04:08:10,0.1549352903549185,0.1648664901234267,0.15898697,0.1520749479532241,0.1557158827781677,0.1558168530464172,0.1644573956727981,0.19,0.1573065379171453
04:08:15,0.1586794028314626,0.1677493513418898,0.16072804,0.1666707992553711,0.1549283415079116,0.1513258814811706,0.1437660306692123,0.162,0.15712731823295994
04:08:20,0.1614736434111156,0.1613135848876136,0.15346488,0.1569730341434478,0.1499261707067489,0.1456083208322525,0.1418771743774414,0.142,0.1512977791644788
04:08:25,0.1635589921996184,0.1521580253477039,0.14832927,0.146861046552658,0.1497006118297577,0.1414183527231216,0.1320363283157348,0.118,0.1459106881239756
04:08:30,0.1276486861062767,0.1298943904170652,0.12655404,0.116802804172039,0.1337521225214004,0.1316012591123581,0.1261417865753173,0.158,0.1271512179637929
04:08:35,0.1202714074507178,0.127033075570538,0.12311276,0.1108220666646957,0.1242042630910873,0.1292461305856704,0.1348043531179428,0.098,0.12378175169070368
04:08:40,0.1147658642585752,0.1229564446797694,0.12251946,0.1277138739824295,0.1247996091842651,0.1370047181844711,0.1252174079418182,0.1119999999999999,0.1265286431857917
04:08:45,0.1106571668301939,0.1128828415431527,0.12393807,0.1342070251703262,0.1308726370334625,0.1331641376018524,0.1389841139316558,0.16,0.1293864060221219
04:08:50,0.1075909126988886,0.0984134955486751,0.12873448,0.1408905237913131,0.1371274888515472,0.1425752788782119,0.1287465989589691,0.088,0.13241666733822458
04:08:55,0.1064192523386056,0.1072314418472608,0.11151512,0.1101717725396156,0.1135321334004402,0.1070919260382652,0.1143233254551887,0.084,0.11069410507428469
04:09:00,0.1038049625322358,0.1102775058673924,0.12137264,0.1183699443936348,0.1189717128872871,0.1112876534461975,0.1214453727006912,0.132,0.11711078460365917
04:09:05,0.101580455259102,0.1201284147227994,0.13401671,0.1222764551639556,0.1305456310510635,0.1197253093123436,0.1242451891303062,0.126,0.1250257454710002
04:09:10,0.0996876151477384,0.1300602620314059,0.1445545,0.1288101077079773,0.1319123804569244,0.1272449195384979,0.1248731091618537,0.182,0.13074821565040698
04:09:15,0.0980769916490167,0.1318144835468257,0.14905396,0.1346219480037689,0.1369071006774902,0.1350516974925995,0.139053001999855,0.102,0.13694615276803074
04:09:20,0.1511815943430403,0.1482148940744258,0.15592672,0.1675553321838379,0.1501331180334091,0.1520889103412628,0.1319876909255981,0.146,0.15254438894618824
04:09:25,0.1564866823438895,0.1488106160631942,0.16850579,0.1673303842544555,0.1477268040180206,0.1628538370132446,0.1403212398290634,0.166,0.1584073777198076
04:09:30,0.1604476626871859,0.1529213140031639,0.17400618,0.1661472171545028,0.140373021364212,0.1598887890577316,0.1279257386922836,0.1639999999999999,0.15649030585936285
04:09:35,0.1634050811649697,0.162533465285098,0.17433585,0.1633690595626831,0.1351696848869323,0.1504447162151336,0.1411144137382507,0.218,0.15584916997336368
04:09:40,0.1656132022094326,0.1742029741039175,0.16295728,0.1520056128501892,0.1271502822637558,0.14378522336483,0.1438717246055603,0.076,0.14971496740740592
04:09:45,0.090935825985575,0.0902349915669166,0.09613378,0.0986078083515167,0.0943003445863723,0.1009154543280601,0.09656373411417,0.0579999999999999,0.09658327145097273
04:09:50,0.0702935965664601,0.0674212694246561,0.09658128,0.0963299721479415,0.087049625813961,0.1041381657123565,0.0904193744063377,0.138,0.09249007972370846
04:09:55,0.0548789148355522,0.0512220252281976,0.111022,0.1066359430551529,0.0950422585010528,0.1130285188555717,0.1092399135231971,0.11,0.10121177380222951
04:10:00,0.0433679288833685,0.0454073577841439,0.133461,0.1208489313721656,0.1140797883272171,0.135556623339653,0.1271402537822723,0.146,0.11777206995922099
04:10:05,0.0347720460812156,0.0490870902792803,0.14494516,0.1340124756097793,0.1299998164176941,0.1470987200736999,0.1593664586544037,0.184,0.13168248158763368
04:10:10,0.1930825024542237,0.1923546374243906,0.18477984,0.1701444834470749,0.1910890191793441,0.1870782673358917,0.1891615539789199,0.244,0.18500988887875452
04:10:15,0.2019661660300349,0.1964756191128565,0.16413277,0.1632297486066818,0.1836170554161071,0.1786681711673736,0.1797245740890503,0.12,0.1751086007436494
04:10:20,0.2085933731375282,0.1936024179301252,0.14168502,0.1614571064710617,0.1684541404247284,0.1637565493583679,0.1958634257316589,0.108,0.16649579738029985
04:10:25,0.2135372652233559,0.1886570577301758,0.122815885,0.1537156850099563,0.1600997298955917,0.1498830467462539,0.1798057705163955,0.152,0.15419876289355683
04:10:30,0.21722540542478,0.1851736998970647,0.12692226,0.1461730450391769,0.1534630209207534,0.148281991481781,0.1713797897100448,0.146,0.15082099063195473
04:10:35,0.1145409228805539,0.1154303563429961,0.11956249,0.1175855472683906,0.1155322939157486,0.1199284642934799,0.0934197232127189,0.104,0.11484445390126395
04:10:40,0.1118514823018955,0.1134582483282065,0.12556362,0.1240155547857284,0.115873783826828,0.1162304133176803,0.1020620837807655,0.11,0.11775776842541902
04:10:45,0.1098439536748293,0.1092647457572691,0.13627107,0.131713256239891,0.1196226477622985,0.1232642382383346,0.1112630143761634,0.126,0.12469764225435773
04:10:50,0.1083454371355641,0.1037098401870002,0.14505686,0.1449304670095443,0.1274107843637466,0.1321548074483871,0.135572075843811,0.18,0.13512019288373833
04:10:55,0.1072268718567552,0.101663495673252,0.15398394,0.1401966661214828,0.1374768763780594,0.1434110254049301,0.1321374475955963,0.174,0.1397428863175394
04:11:00,0.1319193755491307,0.1346436653486344,0.12703104,0.1345656365156173,0.1251901984214782,0.1268181055784225,0.154749646782875,0.126,0.1321594229927007
04:11:05,0.1211310978267889,0.1295206415108307,0.11019282,0.1220831125974655,0.1083765923976898,0.1098222136497497,0.1619453132152557,0.072,0.11987568114869898
