Time,ARIMA,SARIMA,ETS,GP,RNN,LSTM,CNN,GRU,TCN,Actual,Raw
2023-09-08 04:15:05,3434.8615346847296,3457.355473073804,5582.687230444581,119.00275974381644,5989.716796875,5533.05322265625,5962.32861328125,5788.2265625,6206.9326171875,3653.556611933057,1960.0
2023-09-08 04:15:10,4162.973434679301,4248.497259590567,3571.6249317247057,119.20131425150863,4623.02734375,4769.46484375,4336.87548828125,4814.87109375,3732.73193359375,4622.039494225706,6050.0
2023-09-08 04:15:15,4524.310603064208,4817.692257234185,2840.6946590262523,119.20099057373184,5949.6591796875,5528.3837890625,5143.361328125,5788.0302734375,4971.3173828125,5970.912407299165,3750.0
2023-09-08 04:15:20,4780.612600616142,5267.8147414246105,1398.8050128155282,119.20066659912798,6678.31103515625,5870.90234375,5584.7626953125,6257.90087890625,4526.75,6905.297908902128,9360.0
2023-09-08 04:15:25,4962.41153993571,5489.385274315982,-397.5647729627936,119.20034232769974,6672.79736328125,5935.93603515625,5645.76513671875,6326.12744140625,5270.14453125,6878.974909845534,7710.0
2023-09-08 04:15:30,5091.364316946441,5481.192204753319,-1829.6795361370569,119.2000177594494,6371.2353515625,5897.689453125,5681.0654296875,6229.3779296875,5820.716796875,6070.098886487538,4690.0
2023-09-08 04:15:35,5169.806102580089,5139.283267600514,5158.047456229142,119.49193296576998,5206.27685546875,4784.9873046875,5521.7744140625,5468.30078125,5667.3544921875,5148.796756177091,3960.0
2023-09-08 04:15:40,4531.009252355735,4483.46530368406,4594.331544125162,119.4916078182467,4971.37451171875,4146.373046875,5058.45751953125,5072.234375,5245.18212890625,4610.828883353046,6620.0
2023-09-08 04:15:45,4077.755129751877,4103.783828878336,4464.254742110059,119.49128237317804,5067.3037109375,5144.3837890625,5232.279296875,5369.45556640625,5308.984375,4425.7450739305,1440.0
2023-09-08 04:15:50,3756.151634704523,3897.276445802895,4681.182608308272,119.49095663056625,5599.00341796875,5503.1328125,5583.990234375,5638.00439453125,5703.52685546875,4276.654179548205,7660.0
2023-09-08 04:15:55,3527.9599804676136,3725.895862466239,5167.053924380746,119.490630590414,5811.533203125,5865.515625,5969.59521484375,5394.00634765625,5797.7392578125,4062.723906450097,4130.0
2023-09-08 04:16:00,3880.469709272188,3848.559443147165,4093.6007209138,119.70495886032052,3761.909912109375,3886.54150390625,3593.675048828125,3827.8505859375,4830.6044921875,4092.169942452393,2240.0
2023-09-08 04:16:05,3751.169137600593,3698.523734395141,4218.09618086541,119.7046322355696,4075.99169921875,4212.20458984375,3880.47412109375,4194.72119140625,4837.72314453125,4668.319485643863,3010.0
2023-09-08 04:16:10,3659.436611856447,3712.606966363872,4072.477926439048,119.70430531274876,4684.1474609375,4598.623046875,4595.75244140625,4778.64306640625,5067.03369140625,5614.570997177202,9370.0
2023-09-08 04:16:15,3594.356804624249,3867.4191477844106,3275.305560390416,119.7039780918604,5488.83544921875,5268.65625,5239.91748046875,5475.41845703125,5835.537109375,6434.77365866557,4480.0
2023-09-08 04:16:20,3548.1858170162864,4008.611350159059,1767.1005256234944,119.70365057290698,5922.66357421875,5695.76611328125,5283.93798828125,5664.72900390625,5978.03515625,6806.136478485187,7320.0
2023-09-08 04:16:25,6904.161341378825,6808.937804543539,6821.668852500195,119.96779405862834,6821.53271484375,6624.12890625,6762.54248046875,7230.25732421875,6405.287109375,6735.782629706611,5970.0
2023-09-08 04:16:30,6973.715128517858,6631.390508816308,7202.827256874811,119.96746595678614,6721.10693359375,6456.87890625,6205.59765625,6944.6611328125,5743.935546875,6426.87488426246,8400.0
2023-09-08 04:16:35,7023.067192500146,6404.567164984241,7466.681906434723,119.96713755622496,6437.27099609375,6229.25244140625,5758.498046875,6701.55029296875,5550.2421875,6126.650960888537,4600.0
