Time,LINEAR_REGRESSION,RANDOM_FOREST,FEEDFORWARD_NEURAL_NETWORK,Actual,Raw
2023-09-08 04:02:40,0.1120726389142616,0.1129439849356323,0.1143842339515686,0.1133694665419202,0.0579999999999999
2023-09-08 04:02:45,0.1292671555436962,0.12840088608023,0.1268588155508041,0.1250556093958345,0.124
2023-09-08 04:02:50,0.1524353961629384,0.1315223949367336,0.1426012217998504,0.140663825762298,0.144
2023-09-08 04:02:55,0.165686837064501,0.156675383002819,0.1559900194406509,0.1461010016811476,0.206
2023-09-08 04:03:00,0.1613442911004081,0.161314889909885,0.1523888111114502,0.1384798497226866,0.122
2023-09-08 04:03:05,0.1308873692721016,0.1319639468510063,0.1378551125526428,0.1282422165394879,0.054
2023-09-08 04:03:10,0.1339119863101882,0.1306749469989232,0.138308435678482,0.1258270541899536,0.192
2023-09-08 04:03:15,0.1494017139002339,0.1371163075797908,0.1492460668087005,0.1324006188448624,0.114
2023-09-08 04:03:20,0.1622759398661527,0.1493150985530491,0.1538180261850357,0.1437515275831871,0.154
2023-09-08 04:03:25,0.1648939683250454,0.1564650813874824,0.1667268723249435,0.1559420082130921,0.136
2023-09-08 04:03:30,0.1692969642290851,0.1612269415011862,0.1669695526361465,0.1652877538846234,0.174
2023-09-08 04:03:35,0.1726019912418382,0.1543591403384862,0.1745568811893463,0.1679811602318645,0.176
2023-09-08 04:03:40,0.1777812553727837,0.1693806430427483,0.1891746371984481,0.1627313739101811,0.1639999999999999
2023-09-08 04:03:45,0.1769608234482549,0.1769088662266686,0.1864876896142959,0.1525328970857912,0.138
2023-09-08 04:03:50,0.1726780683563713,0.1785539727059923,0.1802135556936264,0.1430541807481187,0.152
2023-09-08 04:03:55,0.1384979463033679,0.1321912713563584,0.138079896569252,0.1399291611165844,0.166
2023-09-08 04:04:00,0.1427265950076727,0.138285525134219,0.1423788219690323,0.1455445751730069,0.088
2023-09-08 04:04:05,0.1493853729680737,0.1583162434657729,0.1486770361661911,0.155017542812166,0.162
2023-09-08 04:04:10,0.1536012924804765,0.1511474165613687,0.1553420275449752,0.1579583094759205,0.2
2023-09-08 04:04:15,0.1507714968913651,0.1570602741008225,0.1524571627378463,0.1497702574784544,0.168
2023-09-08 04:04:20,0.1365011834225866,0.137780311720303,0.1396249830722808,0.1391199030817416,0.096
2023-09-08 04:04:25,0.1394605388055852,0.1377179599775759,0.1411208510398864,0.1382677835373489,0.118
2023-09-08 04:04:30,0.1547246140192851,0.139959512653502,0.152492493391037,0.1472736674636998,0.158
2023-09-08 04:04:35,0.1681983511626117,0.1585702084823823,0.1612466126680374,0.1527825018596179,0.1939999999999999
2023-09-08 04:04:40,0.1712877628180853,0.1702394548887736,0.1633593589067459,0.1417818784357555,0.092
2023-09-08 04:04:45,0.113908851521541,0.1192450188395387,0.1167256236076355,0.1142172996024756,0.166
2023-09-08 04:04:50,0.080860569348833,0.092464888435131,0.085587203502655,0.0850212630060122,0.084
2023-09-08 04:04:55,0.0660797397505614,0.0784946314879692,0.0692928880453109,0.0752635513312366,0.032
2023-09-08 04:05:00,0.080700342886223,0.0888444973393304,0.0795802772045135,0.0956714497663309,0.1
2023-09-08 04:05:05,0.1072568054169687,0.1207979707900095,0.1015517860651016,0.1346438927081898,0.096
2023-09-08 04:05:10,0.1689293780901381,0.1751621627118964,0.1710946857929229,0.1654256194667314,0.258
2023-09-08 04:05:15,0.1700642319221488,0.1812033109528119,0.1738898307085037,0.168902311648232,0.144
2023-09-08 04:05:20,0.1506559457763683,0.1711422255201525,0.1686855405569076,0.1491773599127318,0.14
2023-09-08 04:05:25,0.1322499453801419,0.1605779977423569,0.1407396644353866,0.1265842397525237,0.118
2023-09-08 04:05:30,0.1201024042247553,0.1273905930574961,0.1206032708287239,0.1181171158285708,0.1
2023-09-08 04:05:35,0.1282702209024895,0.1309542907919451,0.1316528916358947,0.1251750180065597,0.138
2023-09-08 04:05:40,0.139736356778167,0.1274402728699842,0.1333817243576049,0.1366452801694116,0.142
2023-09-08 04:05:45,0.1497520521141422,0.1493206913791984,0.1397992670536041,0.1408605774214978,0.166
2023-09-08 04:05:50,0.1491418042310965,0.1557677137370509,0.1429293155670166,0.1346129727203521,0.086
2023-09-08 04:05:55,0.1461354372884298,0.1462744397228825,0.1448997110128402,0.1234399676470707,0.172
2023-09-08 04:06:00,0.1171072430566569,0.1192017387303315,0.1182302609086036,0.1164540015693749,0.11
2023-09-08 04:06:05,0.1139252853322494,0.1145865778639619,0.1130756065249443,0.1194035210903016,0.044
2023-09-08 04:06:10,0.1230851689286798,0.1197295191050042,0.1217971295118331,0.1295728356644682,0.214
2023-09-08 04:06:15,0.1320450655632955,0.1392629500842259,0.1268709748983383,0.1390965967841519,0.126
2023-09-08 04:06:20,0.1388696307853975,0.1420187163683273,0.1322128027677536,0.1437984700756657,0.118
2023-09-08 04:06:25,0.1466475566198838,0.1408648588378252,0.1395303159952163,0.1455551806773541,0.1639999999999999
2023-09-08 04:06:30,0.1473332585582264,0.1429934086092903,0.1399214714765548,0.1471475589204903,0.15
2023-09-08 04:06:35,0.1479312246566237,0.1430358879822388,0.1471421271562576,0.1478663032556387,0.108
2023-09-08 04:06:40,0.1488732517055725,0.140641723659223,0.1468270570039749,0.1434263276577414,0.196
2023-09-08 04:06:45,0.1476045537699383,0.1353323837134855,0.1433395147323608,0.130213481883215,0.09
2023-09-08 04:06:50,0.1110588711837053,0.1111054541661776,0.1066759303212165,0.1114583007312554,0.1639999999999999
2023-09-08 04:06:55,0.0969480010699266,0.1030364138891271,0.0928975045680999,0.0985357868024255,0.074
2023-09-08 04:07:00,0.0980160228223085,0.1014223665807823,0.0934507101774215,0.1024808498993955,0.068
2023-09-08 04:07:05,0.1128052249439007,0.1200673818612223,0.1032310053706169,0.121847578635775,0.106
2023-09-08 04:07:10,0.1283201072207371,0.1236346890914876,0.1148940995335578,0.1420996755956574,0.228
2023-09-08 04:07:15,0.1464665944252919,0.1427458635710515,0.1408392637968063,0.1499890275289239,0.1119999999999999
2023-09-08 04:07:20,0.1382513941469791,0.1291984780608896,0.1357337683439254,0.145044158998778,0.118
2023-09-08 04:07:25,0.1285426939432412,0.1353684524667042,0.1285522878170013,0.1357360224535851,0.174
2023-09-08 04:07:30,0.1196695829592479,0.1352140300616925,0.1244114562869072,0.1299817296535756,0.1119999999999999
2023-09-08 04:07:35,0.1278915518184033,0.136776349108613,0.1333353221416473,0.1303821896866702,0.104
2023-09-08 04:07:40,0.1387506717031665,0.1360612852491495,0.1342999935150146,0.1341128057178637,0.176
2023-09-08 04:07:45,0.1448438046553957,0.1361789414749957,0.1392335593700409,0.1367079933633125,0.126
2023-09-08 04:07:50,0.1452590459161258,0.1358638183449675,0.1407848894596099,0.1370555779743879,0.124
2023-09-08 04:07:55,0.1441774322297362,0.1312701992393786,0.1382414102554321,0.1381031038295452,0.16
2023-09-08 04:08:00,0.1450957106089149,0.131995347277279,0.1405071765184402,0.1431960890334296,0.128
2023-09-08 04:08:05,0.151456385415999,0.1431635885111519,0.1500721424818039,0.151903261821996,0.13
2023-09-08 04:08:10,0.1610383771851991,0.1616917785519857,0.1608146578073501,0.1588358260454485,0.19
2023-09-08 04:08:15,0.1636021671293936,0.1624424644106337,0.1687322854995727,0.158046587250619,0.162
2023-09-08 04:08:20,0.1552760460352298,0.1533538271198243,0.1581622660160064,0.1491872043392421,0.142
2023-09-08 04:08:25,0.1491598233662452,0.1499577263689906,0.1467328071594238,0.1375340395514081,0.118
2023-09-08 04:08:30,0.1272497137179808,0.1269715731985662,0.131039097905159,0.1283674734546403,0.158
2023-09-08 04:08:35,0.1243202467036606,0.1257419491404882,0.1298141181468963,0.1229958123533312,0.098
2023-09-08 04:08:40,0.12594583380418,0.1309124239447398,0.1258763968944549,0.1190908562690013,0.1119999999999999
2023-09-08 04:08:45,0.1265248965439576,0.1258187816071271,0.1278945505619049,0.1140906425434952,0.16
2023-09-08 04:08:50,0.1331637318283527,0.1220745000670422,0.1270992308855056,0.109491623139201,0.088
2023-09-08 04:08:55,0.112028240928063,0.1145775772466243,0.1118760183453559,0.1103128675349108,0.084
2023-09-08 04:09:00,0.1227884514342508,0.1220327619615102,0.1214670613408088,0.1183521331624487,0.132
2023-09-08 04:09:05,0.1360672138580146,0.1320613811025854,0.1300621926784515,0.1288766289614583,0.126
2023-09-08 04:09:10,0.1484246010528854,0.1427964862183244,0.1421253234148025,0.1369131961911826,0.182
2023-09-08 04:09:15,0.153479685124721,0.1425838277512578,0.1484587639570236,0.1440762930646875,0.102
2023-09-08 04:09:20,0.1601357999348897,0.1564256307525247,0.1620243787765503,0.1548272300220517,0.146
