Time,ARIMA,RNN,LSTM,CNN,GRU,TCN,Actual,Raw
2023-09-08 02:56:10,11479.154293513608,6784.616,6612.1494,7565.5005,6971.1167,6430.547,6810.738745228078,6490.0
2023-09-08 02:56:15,11796.996086468547,5179.5083,5431.391,6040.4917,5980.262,5420.6733,5389.746861965233,4750.0
2023-09-08 02:56:20,12024.406998227116,4374.75,5090.043,5440.4546,5381.067,5705.7666,4605.863257370538,4380.0
2023-09-08 02:56:25,4211.065128463715,4438.8228,4437.1416,4455.621,4315.1626,5602.485,4291.2221706076825,4400.0
2023-09-08 02:56:30,3928.756637707957,4746.3447,4780.114,4900.0615,4996.0205,5586.271,4210.505804446784,6820.0
2023-09-08 02:56:35,3726.886167416027,5267.2363,5457.257,5689.156,5433.1343,6085.4614,4468.980830927794,3420.0
2023-09-08 02:56:40,3582.5345516825087,5759.726,5737.126,6345.393,5794.729,6425.6978,5264.819434568506,1540.0
2023-09-08 02:56:45,3479.3129713555595,5899.6836,5867.9897,6447.0034,6081.5396,5611.006,6222.333340330541,7660.0
2023-09-08 02:56:50,6936.745355060798,6807.3,6863.0728,6852.8574,7367.8315,6180.0586,6439.564198102815,9220.0
2023-09-08 02:56:55,7447.895756463035,6985.503,6784.124,6867.6025,7510.497,6497.1143,5509.767344310708,6450.0
2023-09-08 02:57:00,7813.615715627381,6823.07,6463.0596,6520.4536,7010.459,5640.6,4161.848481170885,1420.0
2023-09-08 02:57:05,8075.282513040143,6248.8237,5751.289,5977.42,6318.047,5104.684,3528.7657140153224,1800.0
2023-09-08 02:57:10,8262.500932906265,5958.665,5654.6587,5804.539,5887.833,5265.0,3982.236519210996,5780.0
2023-09-08 02:57:15,4786.467101238557,4730.9453,4479.338,5540.3457,4913.678,3741.6458,4971.486717883574,6360.0
2023-09-08 02:57:20,5360.754461709988,5578.528,4972.4814,6654.376,5515.4395,5058.7544,5781.725646344496,4450.0
2023-09-08 02:57:25,5770.843284203858,5724.8555,5385.389,6620.1206,5982.5874,4940.304,6090.832317280547,6050.0
2023-09-08 02:57:30,6063.680727459368,5475.0522,5681.4707,5963.896,6021.692,5511.5205,5928.271659132256,6180.0
2023-09-08 02:57:35,6272.790957899034,5384.581,5500.5796,5473.006,5719.137,5239.8784,5496.178889749855,6340.0
2023-09-08 02:57:40,5066.484651746733,4866.742,4863.2583,5164.148,5108.2466,4603.464,5084.566010748198,3500.0
2023-09-08 02:57:45,4759.6229371154,4624.3364,5230.524,5317.9067,4963.803,4711.882,4919.991605173423,6360.0
