Time,LSTM,Actual,Raw
2023-09-08 02:46:45,0.14399852,0.12778043798672142,0.14
2023-09-08 02:46:50,0.11607034,0.11643621065324904,0.12
2023-09-08 02:46:55,0.12683801,0.11197221772117301,0.066
2023-09-08 02:47:00,0.10938936,0.11639437955463382,0.132
2023-09-08 02:47:05,0.11928029,0.12412341034542128,0.166
2023-09-08 02:47:10,0.12692805,0.13050876368327166,0.1159999999999999
2023-09-08 02:47:15,0.12797642,0.13622923163161096,0.088
2023-09-08 02:47:20,0.13922194,0.14207924331998303,0.198
2023-09-08 02:47:25,0.13675015,0.14489174537991784,0.106
2023-09-08 02:47:30,0.14417048,0.14105128768193964,0.176
2023-09-08 02:47:35,0.14887848,0.13130995438488402,0.108
