Time,LSTM,Actual,Raw
2023-09-08 02:39:20,0.15761799,0.16262378708120548,0.156
2023-09-08 02:39:25,0.14632678,0.1542481441653949,0.154
2023-09-08 02:39:30,0.14420265,0.14888917680619732,0.128
2023-09-08 02:39:35,0.13830234,0.1415198641553361,0.154
2023-09-08 02:39:40,0.13805224,0.1288251886242025,0.162
2023-09-08 02:39:45,0.1384031,0.11709413042836853,0.122
2023-09-08 02:39:50,0.11375034,0.11929213401046845,0.0559999999999999
2023-09-08 02:39:55,0.11785398,0.14035676222323507,0.148
2023-09-08 02:40:00,0.184064,0.16857697954889028,0.2019999999999999
2023-09-08 02:40:05,0.194462,0.18549749354662937,0.18
2023-09-08 02:40:10,0.18339647,0.1829028093742992,0.192
2023-09-08 02:40:15,0.17633097,0.16899642383909824,0.18
2023-09-08 02:40:20,0.15001264,0.15965058685709224,0.124
2023-09-08 02:40:25,0.13683039,0.16320698998130664,0.138
2023-09-08 02:40:30,0.156514,0.17306524667275877,0.22
2023-09-08 02:40:35,0.15698671,0.17644368348774056,0.186
2023-09-08 02:40:40,0.17386964,0.16897608682054455,0.16
2023-09-08 02:40:45,0.1686416,0.15750173312574217,0.138
2023-09-08 02:40:50,0.15014975,0.15008689455770197,0.156
2023-09-08 02:40:55,0.14669101,0.14737697896725646,0.136
2023-09-08 02:41:00,0.15159646,0.14405330324515295,0.178
2023-09-08 02:41:05,0.15695757,0.13619019960558554,0.108
2023-09-08 02:41:10,0.13263533,0.1259826698960419,0.146
2023-09-08 02:41:15,0.115384184,0.1201988221522518,0.126
2023-09-08 02:41:20,0.122504085,0.12387741496607907,0.078
2023-09-08 02:41:25,0.12703381,0.13398211825962394,0.154
2023-09-08 02:41:30,0.15294746,0.140494646227976,0.158
2023-09-08 02:41:35,0.16272366,0.13672978430013724,0.136
2023-09-08 02:41:40,0.12682371,0.12801592428461708,0.162
2023-09-08 02:41:45,0.1291181,0.12693291377900612,0.04
2023-09-08 02:41:50,0.13147883,0.13924273102234327,0.166
2023-09-08 02:41:55,0.13823834,0.15815233007573218,0.206
2023-09-08 02:42:00,0.17523608,0.17362061291735206,0.156
2023-09-08 02:42:05,0.18047667,0.18130619733522735,0.148
2023-09-08 02:42:10,0.17438252,0.17973210572986353,0.2
2023-09-08 02:42:15,0.16686313,0.1657050848160929,0.168
2023-09-08 02:42:20,0.14083496,0.13781304058483546,0.144
2023-09-08 02:42:25,0.12765901,0.102037219309357,0.106
2023-09-08 02:42:30,0.07605542,0.07061668327666851,0.066
2023-09-08 02:42:35,0.07565176,0.05394882303387801,0.0279999999999999
2023-09-08 02:42:40,0.06478688,0.052641351336203394,0.066
2023-09-08 02:42:45,0.070854075,0.057687358955608545,0.066
2023-09-08 02:42:50,0.071173765,0.05900554074251792,0.064
2023-09-08 02:42:55,0.09310747,0.053955459193170935,0.046
2023-09-08 02:43:00,0.041149855,0.04893536655756651,0.066
2023-09-08 02:43:05,0.06883902,0.05414197922327057,0.04
2023-09-08 02:43:10,0.06528986,0.07504180430207236,0.044
2023-09-08 02:43:15,0.09429696,0.10651067546537749,0.148
2023-09-08 02:43:20,0.13597761,0.13529942008520018,0.12
2023-09-08 02:43:25,0.14949568,0.1485889719829905,0.136
2023-09-08 02:43:30,0.14206666,0.14161423461408326,0.184
2023-09-08 02:43:35,0.14125286,0.12074120117784831,0.104
2023-09-08 02:43:40,0.098409,0.09980366597453134,0.072
2023-09-08 02:43:45,0.09659049,0.09058601772782138,0.1119999999999999
2023-09-08 02:43:50,0.09862355,0.09545654666457438,0.096
2023-09-08 02:43:55,0.10356509,0.10735375171735093,0.0819999999999999
2023-09-08 02:44:00,0.12481742,0.11472904762582223,0.126
2023-09-08 02:44:05,0.14280406,0.10991489941147074,0.15
2023-09-08 02:44:10,0.099888526,0.09738396822273518,0.09
2023-09-08 02:44:15,0.0994836,0.09131212004389404,0.052
2023-09-08 02:44:20,0.10558812,0.1004959657560634,0.086
2023-09-08 02:44:25,0.09901738,0.11741707131268037,0.148
2023-09-08 02:44:30,0.1337843,0.1258300073986149,0.134
2023-09-08 02:44:35,0.1321262,0.11818501314803186,0.138
2023-09-08 02:44:40,0.11136871,0.10307564927734386,0.072
2023-09-08 02:44:45,0.10107192,0.09622171417513413,0.086
2023-09-08 02:44:50,0.078931645,0.10659927420205575,0.122
2023-09-08 02:44:55,0.090431355,0.1310360678657013,0.13
2023-09-08 02:45:00,0.15318395,0.15810537709357608,0.14
2023-09-08 02:45:05,0.15556003,0.17537403346427294,0.19
2023-09-08 02:45:10,0.17389648,0.1773485922188042,0.218
2023-09-08 02:45:15,0.16259298,0.16977588042723776,0.134
2023-09-08 02:45:20,0.16168705,0.16323198165317598,0.126
2023-09-08 02:45:25,0.1458005,0.16108969436294165,0.2019999999999999
2023-09-08 02:45:30,0.17377403,0.15732610115279796,0.15
2023-09-08 02:45:35,0.15453935,0.1462363781077354,0.168
2023-09-08 02:45:40,0.13426511,0.12992562610785025,0.104
2023-09-08 02:45:45,0.12700044,0.11532280924924963,0.1159999999999999
2023-09-08 02:45:50,0.110073954,0.10734510190549719,0.098
2023-09-08 02:45:55,0.12063505,0.10714637366398758,0.1639999999999999
2023-09-08 02:46:00,0.11285311,0.1139288223653428,0.036
2023-09-08 02:46:05,0.12415161,0.12397397931739702,0.15
2023-09-08 02:46:10,0.13404822,0.1301113925182711,0.152
2023-09-08 02:46:15,0.14091535,0.1279053534356987,0.124
2023-09-08 02:46:20,0.12832129,0.12182969691999103,0.134
2023-09-08 02:46:25,0.12945479,0.12092560309501188,0.07
2023-09-08 02:46:30,0.13158293,0.12807181863061018,0.154
2023-09-08 02:46:35,0.12796423,0.13639183845334563,0.144
2023-09-08 02:46:40,0.14210469,0.13686366700982983,0.134
