Time,ARIMA,ETS,Actual
2023-09-08 02:46:45,0.1321108644972566,0.12296177616305777,0.14
2023-09-08 02:46:50,0.13391553258527583,0.12166906557767765,0.12
2023-09-08 02:46:55,0.131807308153757,0.14037826685914945,0.066
2023-09-08 02:47:00,0.10648913495887286,0.11067675583304998,0.132
2023-09-08 02:47:05,0.12050315579716846,0.12319240728414253,0.166
2023-09-08 02:47:10,0.14250602971439008,0.14803941280069943,0.1159999999999999
2023-09-08 02:47:15,0.13440086765107645,0.14388391402314316,0.088
2023-09-08 02:47:20,0.11403022155123038,0.10951295668977842,0.198
2023-09-08 02:47:25,0.12298716843187879,0.12352473295686164,0.106
2023-09-08 02:47:30,0.12115100267280489,0.12242487324460925,0.176
2023-09-08 02:47:35,0.12633940113569841,0.11329936298120777,0.108
