Time,RNN,Actual,Raw
2023-09-08 02:39:20,7400.2393,7408.404766605735,9210.0
2023-09-08 02:39:25,7232.4434,7516.520443316828,5120.0
2023-09-08 02:39:30,6938.6553,7347.992761795736,7500.0
2023-09-08 02:39:35,6685.224,6743.658715472459,7660.0
2023-09-08 02:39:40,6355.4233,5761.925217592074,6520.0
2023-09-08 02:39:45,4798.2954,4937.844546707077,5760.0
2023-09-08 02:39:50,4433.142,4962.137847176714,1640.0
2023-09-08 02:39:55,5102.655,5869.308207575664,3830.0
2023-09-08 02:40:00,6073.465,6817.108283522164,14000.0
2023-09-08 02:40:05,6544.104,6974.764165889066,2950.0
2023-09-08 02:40:10,6187.965,6423.510258658634,7310.0
2023-09-08 02:40:15,5443.025,5978.064964379779,6160.0
2023-09-08 02:40:20,5527.948,6333.807277803199,4680.0
2023-09-08 02:40:25,6132.3765,7482.850119454635,6520.0
2023-09-08 02:40:30,6250.996,8841.121963913141,13700.0
2023-09-08 02:40:35,9769.931,9879.601699402441,5960.0
2023-09-08 02:40:40,9380.215,10493.680583932115,12700.0
2023-09-08 02:40:45,8410.583,10696.967079897413,7730.0
2023-09-08 02:40:50,7257.492,10225.999050650422,11100.0
2023-09-08 02:40:55,6640.513,8766.21384126647,12000.0
2023-09-08 02:41:00,6736.2056,6563.132624140995,5000.0
2023-09-08 02:41:05,5097.2544,4505.248270074886,2220.0
2023-09-08 02:41:10,5230.57,3455.5652299173876,5640.0
2023-09-08 02:41:15,5932.2,3649.972581988567,2880.0
2023-09-08 02:41:20,6538.67,4693.06939715413,3780.0
2023-09-08 02:41:25,6255.7563,5886.925259830027,7590.0
2023-09-08 02:41:30,6916.3853,6631.810042101142,5410.0
2023-09-08 02:41:35,7424.443,6806.802810313015,8310.0
2023-09-08 02:41:40,7508.936,6876.953356687123,8160.0
2023-09-08 02:41:45,7112.1514,7452.301067619896,2200.0
2023-09-08 02:41:50,8508.093,8548.023190839673,10600.0
2023-09-08 02:41:55,8850.865,9447.485388243804,11500.0
2023-09-08 02:42:00,8201.959,9512.779292481227,10100.0
2023-09-08 02:42:05,7396.665,8880.214202101475,7280.0
2023-09-08 02:42:10,6870.389,8093.428664085752,5770.0
2023-09-08 02:42:15,7875.555,7338.712651728422,10100.0
2023-09-08 02:42:20,7413.0264,6402.948988188005,7340.0
2023-09-08 02:42:25,7102.1763,5203.788408905668,2330.0
2023-09-08 02:42:30,6856.351,4009.1353570769115,7090.0
2023-09-08 02:42:35,6855.8936,3171.0934512116532,761.0
2023-09-08 02:42:40,2948.109,2779.3733418109946,3120.0
2023-09-08 02:42:45,3436.9985,2528.1475988821035,2010.0
2023-09-08 02:42:50,4835.104,1976.3105073272588,4020.0
2023-09-08 02:42:55,6236.6304,1084.836218347047,285.0
2023-09-08 02:43:00,6775.7227,481.61916632780424,1130.0
2023-09-08 02:43:05,451.53802,1063.890691488878,431.0
2023-09-08 02:43:10,1844.6099,3183.5213182938282,474.0
2023-09-08 02:43:15,3249.1875,6124.1408042051025,8590.0
2023-09-08 02:43:20,6116.4746,8438.582433369227,8810.0
2023-09-08 02:43:25,6985.7446,8920.377805859527,7330.0
2023-09-08 02:43:30,7946.748,7425.374570761593,11300.0
2023-09-08 02:43:35,6804.673,5021.2128315554555,2450.0
2023-09-08 02:43:40,6485.11,3366.7220883577425,2720.0
2023-09-08 02:43:45,7037.537,3627.6642749594744,4540.0
2023-09-08 02:43:50,7158.9507,5648.984566236191,3060.0
2023-09-08 02:43:55,8646.898,7976.2528871467,8910.0
2023-09-08 02:44:00,9734.995,8825.803518305574,10700.0
2023-09-08 02:44:05,9472.182,7502.014678929298,10600.0
2023-09-08 02:44:10,8529.539,5058.161790096471,1090.0
2023-09-08 02:44:15,7557.657,3350.3144636630545,2030.0
2023-09-08 02:44:20,3287.6257,3359.311845481951,4230.0
2023-09-08 02:44:25,4266.903,4509.180085059503,3710.0
2023-09-08 02:44:30,5311.4214,5497.250974851731,7940.0
2023-09-08 02:44:35,6270.1074,5635.234718628077,7560.0
2023-09-08 02:44:40,6944.448,5372.18910922664,1630.0
2023-09-08 02:44:45,5751.0396,5544.123973633049,4480.0
2023-09-08 02:44:50,6196.3657,6329.169855768876,8300.0
2023-09-08 02:44:55,6431.2275,7183.198171166102,7920.0
2023-09-08 02:45:00,6596.593,7602.0605732250115,7100.0
2023-09-08 02:45:05,6588.6196,7612.353376515783,6480.0
2023-09-08 02:45:10,7529.227,7629.520540896648,10700.0
