Without Butterworth,With Butterworth,Actual Value,Filtered Value
0.13954891,0.14443879,0.15,0.166245336
0.13786973,0.13277046,0.24,0.182381893
0.13825601,0.13217022,0.192,0.188912595
0.14015232,0.1448324,0.152,0.185718485
0.14194024,0.14867353,0.222,0.183573422
0.1554066,0.17134047,0.132,0.191961368
0.15234485,0.15929075,0.216,0.208962169
0.15195191,0.1545109,0.276,0.224010503
0.15122545,0.1396496,0.238,0.231647669
0.14990348,0.15479687,0.19,0.23957087
0.17412858,0.27107608,0.282,0.258876239
0.16501091,0.22337413,0.232,0.28799828
0.17617497,0.20515737,0.38,0.310360165
0.16654482,0.16974661,0.3,0.309204309
0.17128724,0.16440448,0.316,0.283593569
0.22248746,0.24342124,0.138,0.248174394
0.19777194,0.2260034,0.334,0.21948987
0.19273062,0.20078522,0.134,0.206890393
0.19876218,0.19902913,0.272,0.21349773
0.19511916,0.2033771,0.164,0.236961555
0.20036843,0.26559234,0.316,0.266901326
0.20437393,0.2459119,0.27,0.286850985
0.19850272,0.23610069,0.288,0.283510161
0.19421057,0.23843706,0.292,0.256680955
0.19447587,0.20495532,0.19,0.221816095
0.19133395,0.18442056,0.204,0.201523676
0.19188893,0.17477785,0.194,0.210364209
0.18270878,0.1724476,0.236,0.244222399
0.18190855,0.17557682,0.316,0.282732467
0.18479334,0.17239247,0.29,0.302240595
0.20138869,0.28013015,0.266,0.289450655
0.19088168,0.25778148,0.346,0.249024965
0.18232691,0.22397076,0.126,0.20171947
0.18537058,0.19824803,0.102,0.169500481
0.18072411,0.19087198,0.252,0.157876083
0.19850068,0.19233468,0.136,0.157041846
0.20130442,0.17999825,0.204,0.159516281
0.18677886,0.19976972,0.084,0.167268214
0.18904342,0.18208176,0.186,0.179961662
0.18141986,0.18053016,0.222,0.186116521
0.17104034,0.1998246,0.212,0.173195106
0.1674522,0.19591191,0.072,0.142713897
0.1646805,0.1669563,0.14,0.110434584
0.1705064,0.18080302,0.11,0.095555528
0.16662984,0.15297952,0.11,0.112192056
0.14426938,0.1363086,0.106,0.162333904
0.15464121,0.16992176,0.246,0.228995548
0.14331262,0.16261132,0.32,0.281087351
0.15230142,0.16904518,0.294,0.293591132
0.15336919,0.1595283,0.26,0.265612714
0.20840839,0.19302711,0.24,0.219493911
0.19297208,0.17613773,0.114,0.18316052
0.18970911,0.16359378,0.2,0.170638651
0.17554209,0.15262425,0.176,0.176213038
0.18104027,0.16204897,0.232,0.185799286
0.17719069,0.1879737,0.136,0.191469297
0.17392144,0.18445322,0.228,0.193941402
0.17180242,0.17620945,0.146,0.195387454
0.16254379,0.18236396,0.268,0.195021534
0.16478348,0.16688634,0.138,0.191034093
0.1712468,0.18753095,0.186,0.182058747
0.17062286,0.18123394,0.172,0.165824536
0.16684967,0.18576986,0.154,0.141098856
0.16438438,0.18394172,0.13,0.113542422
0.16557927,0.18263116,0.06,0.09622399
0.14601003,0.11322374,0.098,0.100520593
0.14491728,0.11630459,0.146,0.126331809
0.15088522,0.11712188,0.138,0.161609715
0.14480649,0.13693216,0.206,0.190537943
0.14618234,0.13670951,0.246,0.203482755
0.15582977,0.18222257,0.142,0.201448538
0.15440051,0.17812756,0.184,0.191019173
0.15088816,0.1567977,0.23,0.177109274
0.14948246,0.15871729,0.156,0.16337255
0.14723557,0.14757949,0.108,0.154229286
0.15394965,0.1594671,0.142,0.150208025
0.15542787,0.1604624,0.224,0.146626769
0.15052709,0.15136798,0.14,0.142949074
0.15361738,0.15233362,0.054,0.146580764
0.15440747,0.16042808,0.188,0.161017603
0.15369016,0.17076108,0.244,0.17827056
0.15078017,0.18580692,0.17,0.189517678
0.14956886,0.18405657,0.148,0.194856104
0.14512007,0.19468883,0.192,0.196986995
0.14894281,0.19243312,0.264,0.194865293
0.17041308,0.17162119,0.198,0.190064823
0.16769926,0.17070954,0.088,0.189579543
0.15819332,0.1411257,0.21,0.193914011
0.15897898,0.14603288,0.278,0.191289285
0.15848476,0.14298265,0.156,0.172773585
0.17829053,0.11944944,0.082,0.146011082
0.16481179,0.10950096,0.176,0.127222338
0.16550668,0.12213198,0.096,0.125953272
0.15857479,0.13137004,0.17,0.141275494
0.15661776,0.14985797,0.15,0.166034825
0.14652896,0.20412181,0.164,0.189983559
0.14495781,0.19833538,0.256,0.202614353
0.1460277,0.19005944,0.182,0.198952525
0.14923754,0.17381985,0.18,0.183192913
0.14630428,0.15631038,0.15,0.163402479
0.15531346,0.14223056,0.106,0.142780096
0.15192986,0.14338514,0.232,0.120127612
0.15186296,0.15024678,0.026,0.099095259
0.1491364,0.14721651,0.084,0.090234702
0.15798523,0.15032002,0.094,0.100297718
0.122658625,0.13038181,0.158,0.124735723
0.13211156,0.12745297,0.16,0.153308515
0.13536033,0.13865519,0.12,0.177474628
0.13625823,0.13649173,0.232,0.190682409
0.12783332,0.13793351,0.204,0.188947896
0.16236567,0.15313227,0.158,0.175952123
0.15968062,0.1549264,0.182,0.163324097
0.15403013,0.15274036,0.1,0.160859392
0.1600863,0.1475255,0.19,0.166868956
0.1524072,0.15676662,0.238,0.171552478
0.1665634,0.16664258,0.118,0.169639248
0.15916325,0.17021336,0.134,0.164748067
0.16149527,0.16107494,0.222,0.161862611
0.15915896,0.15610707,0.132,0.16225827
0.15887372,0.14553173,0.16,0.165403131
0.1463222,0.171411,0.184,0.17014958
0.1516337,0.17225794,0.17,0.174310553
0.14651048,0.16967624,0.172,0.175717863
0.14920697,0.15778433,0.172,0.17366938
0.15081747,0.15230614,0.196,0.169845095
0.14967982,0.16312708,0.15,0.167765354
0.15306544,0.1611393,0.118,0.168549425
0.15281434,0.16074875,0.24,0.167384148
0.14981723,0.15797535,0.144,0.158658938
0.13996461,0.15637903,0.15,0.144281233
0.15012407,0.14053065,0.072,0.13182605
0.1468404,0.1380709,0.198,0.125101417
0.147123,0.14198653,0.06,0.121387711
0.14423798,0.14393048,0.184,0.117920967
0.14516091,0.14418468,0.086,0.117708521
0.13819921,0.11711579,0.11,0.127166048
0.13735966,0.12978731,0.164,0.147793984
0.1403845,0.123626016,0.14,0.17144594
0.13986917,0.14364412,0.244,0.185847312
0.13936931,0.14024831,0.17,0.185520267
0.16019249,0.16909,0.156,0.176124233
0.15610701,0.157971,0.178,0.166955067
0.15920892,0.14222015,0.116,0.16042414
0.15080935,0.14553949,0.222,0.151139803
0.1513586,0.14594764,0.114,0.135440035
0.14986613,0.093389176,0.126,0.118646387
0.1498668,0.10399794,0.038,0.10996269
0.15414913,0.11071759,0.212,0.113065341
0.14902268,0.13514484,0.086,0.12550361
0.1507905,0.14056379,0.102,0.143091876
0.13501674,0.17943156,0.22,0.160369019
0.13867582,0.1890487,0.15,0.171345257
0.14124474,0.17861195,0.164,0.174013619
0.14379503,0.17388171,0.204,0.172390529
0.14328492,0.16108721,0.15,0.173094056
0.16645956,0.1574291,0.164,0.178688537
0.15517168,0.15230536,0.146,0.18261983
0.15884988,0.15069374,0.288,0.175091188
0.16156022,0.14617251,0.13,0.158913311
0.1633689,0.14251828,0.114,0.15373936
0.17194499,0.16847563,0.124,0.176190347
0.17919995,0.16561626,0.29,0.218795348
0.17427143,0.15341781,0.252,0.255056932
0.1677008,0.15363085,0.256,0.262665342
0.16858663,0.14494239,0.234,0.238895955
0.19285837,0.17673999,0.246,0.200258962
0.18747854,0.17138681,0.142,0.172021203
0.17614722,0.16964142,0.08,0.170254966
0.17909712,0.15068272,0.264,0.187106323
0.1704627,0.15174854,0.242,0.198119265
0.16835171,0.19769283,0.13,0.186842135
0.15810661,0.18832189,0.202,0.158095304
0.1674926,0.17840472,0.076,0.128667738
0.16076393,0.16831508,0.126,0.111113961
0.16079852,0.15875494,0.116,0.106539727
0.14111556,0.10227349,0.11,0.108723749
0.14103892,0.11024126,0.102,0.112281853
0.14555863,0.11913964,0.158,0.116997972
0.1491802,0.13557282,0.064,0.125690466
0.14674963,0.1457137,0.162,0.137820902
0.1396872,0.1346387,0.138,0.146011571
0.13832563,0.14089957,0.178,0.14162351
0.14675336,0.13506062,0.096,0.124090392
0.14292254,0.13238701,0.114,0.103036526
0.14713497,0.1272134,0.08,0.091458392
0.12846263,0.099891834,0.11,0.09701127
0.14289905,0.10128087,0.08,0.116676548
0.13572115,0.117282555,0.156,0.13703725
0.14264481,0.124351285,0.164,0.142540793
0.14431205,0.13133708,0.138,0.128561219
0.13778588,0.10248108,0.094,0.107260467
0.13267225,0.102945425,0.092,0.097916586
0.13560262,0.12345042,0.052,0.109072517
0.12966801,0.12532637,0.186,0.130388104
0.13610564,0.14135498,0.186,0.144366959
0.15011296,0.145454,0.11,0.145022778
0.15222909,0.12391066,0.102,0.140442531
0.15077989,0.12447908,0.17,0.138964379
0.15111418,0.12628676,0.15,0.140327921
0.14428101,0.14268717,0.124,0.140112267
0.14411092,0.1349226,0.136,0.136280565
0.14360225,0.13752721,0.16,0.130778743
0.13802527,0.13409933,0.106,0.127824163
0.13718057,0.14575501,0.076,0.129555326
0.13869941,0.1530961,0.234,0.133190827
0.14756986,0.12246849,0.086,0.135473945
0.14301768,0.12952766,0.128,0.137606843
0.14507152,0.13171834,0.146,0.141463374
0.13684554,0.13511443,0.142,0.144132032
0.14024861,0.13294554,0.164,0.140866657
0.14532158,0.12973115,0.126,0.132143033
0.13840047,0.12106904,0.108,0.124874992
0.14438738,0.12921622,0.144,0.126099322
0.1392473,0.12730294,0.096,0.135823066
0.14539632,0.1518109,0.192,0.145869066
0.14088415,0.14716245,0.112,0.145992777
0.13707173,0.14027178,0.184,0.132648945
0.13869518,0.1435862,0.076,0.112867793
0.13235448,0.13709235,0.092,0.098932759
0.14077453,0.13538025,0.108,0.098390288
0.13830309,0.11805801,0.096,0.109150243
0.1384822,0.124364756,0.156,0.12341293
0.14964381,0.1335461,0.1,0.134860443
0.14662394,0.13462152,0.174,0.14271167
0.148635,0.14039737,0.148,0.151170702
0.13362339,0.15855144,0.142,0.164737873
0.12977341,0.16269714,0.156,0.181427761
0.13307866,0.15930532,0.25,0.191673405
0.13210002,0.15079896,0.192,0.187625267
0.13599938,0.14770578,0.128,0.171901171
0.15687002,0.12575792,0.174,0.153407403
0.15393826,0.12735678,0.11,0.13694323
0.14902596,0.12872963,0.16,0.121136487
0.15166628,0.14773718,0.108,0.105504889
0.14873695,0.1485032,0.058,0.095547102
0.1288074,0.08975552,0.134,0.099569765
0.13649996,0.09790768,0.106,0.122231189
0.13606979,0.10478458,0.164,0.16042149
0.14563662,0.12171448,0.158,0.201524872
0.14169234,0.13404179,0.29,0.226511443
0.16230498,0.21217081,0.208,0.220973623
0.149289,0.20160522,0.18,0.186487707
0.15472178,0.19269921,0.16,0.14071488
0.14557795,0.17083494,0.074,0.105857124
0.14685322,0.15797424,0.076,0.094556027
0.1521498,0.0998126,0.146,0.103313654
0.15538584,0.10190062,0.086,0.118459177
0.15603043,0.121446624,0.182,0.128768218
0.15839162,0.13176034,0.092,0.132689445
0.15296294,0.14227213,0.128,0.134649744
0.12938748,0.14488217,0.144,0.136598017
0.13324995,0.14762276,0.136,0.135688815
0.1340046,0.14276017,0.172,0.130297809
0.13604836,0.14237653,0.066,0.124554376
0.13641545,0.14078227,0.142,0.123789307
0.13659023,0.13830005,0.116,0.127329729
0.13570474,0.14034958,0.168,0.129368184
0.13914394,0.1235498,0.1,0.126122013
0.13856207,0.13279918,0.11,0.118828019
0.13971876,0.13945523,0.124,0.110608659
0.1296833,0.10143703,0.112,0.10436429
0.13795719,0.10687586,0.092,0.103785822
0.13781805,0.12175159,0.118,0.112528813
0.13572946,0.13073745,0.122,0.130004964
0.14315282,0.12789582,0.122,0.14833182
0.12774129,0.15754801,0.212,0.155627907
0.12963009,0.17302796,0.126,0.145302873
0.12990478,0.16148274,0.12,0.122544156
0.12966959,0.15303458,0.094,0.100347645
0.14188558,0.14039984,0.084,0.089707527
0.12145277,0.09715197,0.114,0.093604538
0.12844321,0.10800496,0.064,0.107376214
0.13252324,0.12454258,0.174,0.123156791
0.13123994,0.13661486,0.134,0.136140743
0.13658059,0.14474314,0.118,0.1475879
0.13575684,0.16023806,0.158,0.160349987
0.13551028,0.15374924,0.202,0.172987412
0.13526103,0.149728,0.164,0.180508019
0.13927324,0.13772318,0.158,0.178904035
0.13673462,0.13755699,0.23,0.168195673
0.1689276,0.15193985,0.104,0.153568856
0.15549818,0.14229977,0.146,0.142675593
0.15616396,0.12737328,0.132,0.139585148
0.15773368,0.14483446,0.18,0.143295404
0.15678369,0.13228597,0.138,0.152743259
0.15467672,0.15893866,0.158,0.168667984
0.1513468,0.15539457,0.168,0.187580319
0.15156195,0.14777572,0.194,0.197597279
0.15079412,0.14835308,0.27,0.186809368
0.15123333,0.14527138,0.1,0.157605364
0.16947502,0.11217959,0.13,0.128311455
0.16473846,0.096596554,0.11,0.117713121
0.1592178,0.1098798,0.112,0.129121054
0.15521231,0.13125058,0.158,0.149473286
0.15295042,0.14638624,0.228,0.163128464
0.15780172,0.15206976,0.118,0.166684615
0.15284954,0.1523299,0.152,0.169083292
0.15758966,0.15094283,0.19,0.178074706
0.15860616,0.14835398,0.204,0.190486048
0.15962695,0.14969192,0.154,0.195058412
0.15701409,0.1671941,0.226,0.182037914
0.15640688,0.16871578,0.186,0.153360082
0.15086454,0.15902235,0.086,0.125894307
0.15492998,0.15511471,0.08,0.119019106
0.15384834,0.15699127,0.154,0.134853725
0.14074324,0.16059493,0.152,0.153890748
0.14301285,0.16976443,0.196,0.153277824
0.14371757,0.18381624,0.142,0.129761516
0.14352185,0.1755902,0.076,0.104376052
0.14537475,0.16072206,0.064,0.102939764
0.12897848,0.15236963,0.118,0.130431329
0.13256532,0.15769516,0.214,0.165794369
0.13484094,0.16220061,0.206,0.18332288
0.1409312,0.14973685,0.18,0.177613642
0.13871233,0.12550049,0.128,0.165534201
0.14533852,0.17044355,0.128,0.165095314
0.14803113,0.16529697,0.214,0.176629307
0.14613557,0.1620758,0.222,0.186816868
0.14163648,0.15160719,0.168,0.186936828
0.14572066,0.15225878,0.148,0.181486613
0.16177413,0.17266311,0.244,0.180724017
0.15836422,0.16950999,0.108,0.189566865
0.15774065,0.16093224,0.23,0.202513392
0.15279962,0.15912357,0.25,0.207714662
0.15365127,0.16531485,0.17,0.198345863
0.17638342,0.16510794,0.194,0.179814837
0.17269796,0.18145081,0.148,0.163830599
0.17038658,0.1675463,0.12,0.156054556
0.16800444,0.16460669,0.196,0.151185015
0.16944015,0.17408375,0.172,0.14108977
0.1583249,0.12054472,0.06,0.125977517
0.16542168,0.12020436,0.164,0.114755317
0.15934147,0.13696837,0.08,0.116338301
0.15318893,0.13651319,0.166,0.132872332
0.15468541,0.1560303,0.102,0.157832949
0.13549156,0.1871748,0.208,0.178588907
0.13759612,0.18093278,0.26,0.185581376
0.13759288,0.17436585,0.086,0.181399618
0.14808302,0.16387545,0.202,0.176536451
0.14408192,0.16009118,0.17,0.175652467
0.16750723,0.16891181,0.154,0.173290866
0.16046016,0.1615344,0.256,0.164920983
0.16272669,0.16153842,0.11,0.158548086
0.1534005,0.1632949,0.118,0.169477703
0.15913135,0.14513545,0.214,0.20129361
0.1630964,0.2653041,0.262,0.237821119
0.16315551,0.27360573,0.3,0.258654774
0.16007784,0.23747037,0.212,0.258949685
0.1600387,0.21778457,0.278,0.250360879
0.15882428,0.19264147,0.192,0.244779342
0.19219844,0.24576005,0.232,0.240032478
0.19027941,0.23405787,0.3,0.223319544
0.19981152,0.22887848,0.188,0.189648696
0.1798928,0.20069048,0.102,0.153216587
0.16624409,0.18417554,0.152,0.136493908
0.1714804,0.15832335,0.148,0.149949613
0.17015593,0.16373526,0.142,0.183298622
0.16921653,0.1722558,0.262,0.213872448
0.16868027,0.17293695,0.284,0.22569452
0.17042644,0.18124142,0.164,0.223053609
0.18942952,0.23560537,0.166,0.221675433
0.187208,0.20938484,0.278,0.226933178
0.18246207,0.19852355,0.224,0.228405541
0.18111351,0.1810179,0.254,0.21721008
0.17405981,0.16618317,0.208,0.201930972
0.19423568,0.20331867,0.132,0.202388043
0.19393674,0.18646003,0.218,0.227400921
0.18585923,0.18071559,0.308,0.262742972
0.18979359,0.17167369,0.324,0.284787366
0.18228337,0.17465152,0.228,0.282745693
0.20200267,0.24249671,0.294,0.263285328
0.20097198,0.21452592,0.17,0.237707423
0.19399743,0.22271442,0.294,0.212112484
0.1941843,0.19874994,0.158,0.190915436
0.18832883,0.18830907,0.228,0.183319836
0.19780083,0.20698074,0.096,0.19808846
0.20138891,0.20736474,0.272,0.230199015
0.18959515,0.20792238,0.288,0.25932533
0.18950614,0.2136278,0.282,0.266898023
0.18586238,0.19412823,0.224,0.252272987
0.21227552,0.22534537,0.21,0.230427682
0.19666979,0.19721462,0.276,0.218853212
0.20101988,0.17800392,0.18,0.228224089
0.19429946,0.18149175,0.228,0.257910616
0.1953829,0.16615312,0.386,0.295077885
0.21157157,0.33086646,0.24,0.320457374
0.21956597,0.2933429,0.328,0.31707546
0.20124894,0.26374412,0.328,0.277696121
0.18830307,0.26205495,0.228,0.212024482
0.18753278,0.19116661,0.07,0.14557058
0.2057714,0.10802403,0.094,0.10318744
0.19674073,0.0958018,0.166,0.09420282
0.19040817,0.13384654,0.11,0.11610721
0.19771284,0.168098,0.11,0.163325935
0.19584264,0.18044779,0.23,0.223410641
0.1752623,0.2787208,0.252,0.272023211
0.1801104,0.30109036,0.388,0.286025644
0.17656855,0.26863876,0.262,0.26554188
0.17830336,0.22938491,0.114,0.235048816
0.18223569,0.17564924,0.266,0.217000744
0.19793537,0.2320473,0.214,0.210222302
0.19567133,0.22151573,0.218,0.198819074
0.195119,0.20558913,0.224,0.175861437
0.18693608,0.19435152,0.054,0.151618796
0.18753831,0.1862981,0.168,0.140336275
0.14929275,0.16466129,0.166,0.145795176
0.15297168,0.17594552,0.166,0.162661993
0.15796638,0.18008819,0.168,0.186063022
0.15979327,0.17262906,0.232,0.214515323
0.15537918,0.16721487,0.216,0.24617737
0.16165374,0.27427065,0.314,0.276297542
0.15750317,0.27689007,0.284,0.298016299
0.1623573,0.25788403,0.262,0.303340017
0.16590767,0.2191184,0.336,0.284630562
0.15982069,0.19855434,0.254,0.240987865
0.218697,0.1690218,0.164,0.185002306
0.22075108,0.1253745,0.122,0.138078405
0.1950905,0.15616183,0.108,0.116121006
0.19102368,0.1862715,0.158,0.12104463
0.18720588,0.183752,0.128,0.143966226
0.14537814,0.18029861,0.128,0.171193315
0.15790868,0.18308994,0.24,0.188765526
0.15728019,0.18026285,0.22,0.190893771
0.15392578,0.1810338,0.168,0.187462363
0.16255826,0.17754501,0.13,0.195739359
0.1569734,0.24277496,0.244,0.220700745
0.1587236,0.22832079,0.298,0.248757434
0.1509565,0.20647293,0.238,0.262473806
0.15905611,0.18045826,0.24,0.256173849
0.15362334,0.17965923,0.294,0.237387743
0.21336143,0.20606062,0.148,0.218646118
0.1871123,0.19145948,0.204,0.207905793
0.19432487,0.1732521,0.286,0.204769002
0.19182728,0.18247245,0.138,0.205650105
0.17164664,0.16183752,0.216,0.208791428
0.19331951,0.23895915,0.236,0.21235215
0.18412831,0.23345225,0.184,0.212698753
0.1821102,0.21015543,0.244,0.207330763
0.18545116,0.18030153,0.178,0.197064283
0.1813999,0.17712036,0.158,0.183622472
0.17092521,0.17455561,0.19,0.166230272
0.17693639,0.16586335,0.158,0.14393603
0.17335439,0.16418934,0.128,0.122364871
0.17151801,0.16475695,0.086,0.114122864
0.16485585,0.15995808,0.128,0.128707686
0.14027889,0.17266868,0.144,0.162528584
0.14822166,0.17103069,0.264,0.200750664
0.14646967,0.17423941,0.178,0.228442537
0.14341944,0.17340706,0.248,0.238655759
0.1504342,0.16970743,0.258,0.232793104
0.1994666,0.22008015,0.198,0.218238907
0.18270405,0.19150275,0.208,0.20457288
0.18736252,0.18356189,0.164,0.197339774
0.19236836,0.17166454,0.244,0.195154982
0.17763075,0.16377895,0.192,0.1946542
0.17697382,0.19371983,0.182,0.195678957
0.17293327,0.17441855,0.152,0.197922909
0.17364058,0.18904929,0.266,0.195571526
0.16858366,0.1615473,0.15,0.181647763
0.16507208,0.1656112,0.19,0.157653689
0.17199725,0.12004457,0.096,0.134492078
0.17165864,0.11259136,0.13,0.122454589
0.16856167,0.13558827,0.1,0.121336585
0.1638668,0.1422367,0.154,0.121212419
0.16596189,0.15495224,0.128,0.113504426
0.14046413,0.09404785,0.09,0.100502399
0.13998017,0.09822605,0.056,0.092163623
0.14875469,0.12118766,0.112,0.094514445
0.15342993,0.13580762,0.126,0.104491311
0.14523168,0.14909205,0.1,0.115413826
0.13563275,0.12439751,0.116,0.122956708
0.1365609,0.12029902,0.136,0.125531568
0.13903506,0.13419066,0.134,0.123223768
0.14177915,0.13879077,0.086,0.117661883
0.1451423,0.14876106,0.13,0.111210657
0.12505785,0.10434686,0.126,0.106929333
0.13436258,0.11069175,0.086,0.109722563
0.137351,0.12312587,0.124,0.124191839
0.136054,0.14019893,0.158,0.148722884
0.1409327,0.14316699,0.124,0.172415046
0.13167787,0.19839022,0.252,0.180465541
0.13164781,0.20125215,0.168,0.16605999
0.12983212,0.17689532,0.088,0.137255568
0.13324481,0.16544186,0.136,0.10950892
0.13569655,0.1563366,0.06,0.09217075
0.13450402,0.09504728,0.118,0.084288445
0.13989879,0.09768796,0.084,0.081552998
0.14171363,0.10809708,0.08,0.083885655
0.14648359,0.13577285,0.078,0.094799084
0.14617544,0.14085571,0.116,0.114392227
0.12850393,0.14520901,0.138,0.135399785
0.13428819,0.1556544,0.16,0.147344245
0.13486643,0.15606806,0.134,0.144448143
0.13860212,0.14745207,0.152,0.130223466
0.14291516,0.14341958,0.098,0.115393803
0.12768519,0.110740595,0.09,0.110293098
0.13079974,0.11243292,0.138,0.117394636
0.12585595,0.1193171,0.14,0.130536333
0.1335279,0.12729783,0.108,0.14001835
0.1334372,0.13752668,0.152,0.138005359
0.13447803,0.11575332,0.168,0.123731081
0.13336919,0.11646754,0.08,0.10723339
0.13990334,0.1156361,0.072,0.103534678
0.13812293,0.13030598,0.11,0.118358448
