Without Butterworth,With Butterworth,Actual Value,Filtered Value
0.16968651,0.13764648,0.214,0.20129361
0.18082276,0.23860829,0.262,0.237821119
0.15648976,0.25700527,0.3,0.258654774
0.150667,0.24844676,0.212,0.258949685
0.15919198,0.22132371,0.278,0.250360879
0.1667898,0.19341455,0.192,0.244779342
0.20213664,0.24313301,0.232,0.240032478
0.2028001,0.24185309,0.3,0.223319544
0.25947443,0.22336479,0.188,0.189648696
0.2055141,0.21516159,0.102,0.153216587
0.2065063,0.19639598,0.152,0.136493908
0.15958506,0.14286542,0.148,0.149949613
0.14268072,0.17417595,0.142,0.183298622
0.16197072,0.19669038,0.262,0.213872448
0.15161954,0.1954723,0.284,0.22569452
0.2085515,0.18697795,0.164,0.223053609
0.16284294,0.22047089,0.166,0.221675433
0.17908406,0.21305284,0.278,0.226933178
0.15976644,0.21849483,0.224,0.228405541
0.18310702,0.1991229,0.254,0.21721008
0.12321833,0.18076317,0.208,0.201930972
0.22038555,0.20217496,0.132,0.202388043
0.17398025,0.19776693,0.218,0.227400921
0.21550606,0.1978705,0.308,0.262742972
0.19556917,0.18688552,0.324,0.284787366
0.22919078,0.17747995,0.228,0.282745693
0.21244028,0.2571189,0.294,0.263285328
0.19083452,0.2438696,0.17,0.237707423
0.28979245,0.22599998,0.294,0.212112484
0.24985692,0.20479567,0.158,0.190915436
0.27248466,0.1945807,0.228,0.183319836
0.12997401,0.18478669,0.096,0.19808846
0.10240915,0.19590385,0.272,0.230199015
0.1444732,0.20754519,0.288,0.25932533
0.17630024,0.20553176,0.282,0.266898023
0.20065713,0.19204691,0.224,0.252272987
0.20905033,0.23840542,0.21,0.230427682
0.15767288,0.21836902,0.276,0.218853212
0.19130893,0.20745653,0.18,0.228224089
0.15373045,0.20177953,0.228,0.257910616
0.17342862,0.18729609,0.386,0.295077885
0.22651045,0.3294793,0.24,0.320457374
0.29358274,0.31740126,0.328,0.31707546
0.22655693,0.27969256,0.328,0.277696121
0.2886777,0.23418863,0.228,0.212024482
0.13882829,0.21473011,0.07,0.14557058
0.18725915,0.11260138,0.094,0.10318744
0.18056925,0.10441021,0.166,0.09420282
0.2448196,0.119792506,0.11,0.11610721
0.13717745,0.14590862,0.11,0.163325935
0.1757292,0.17349224,0.23,0.223410641
0.16242966,0.26913822,0.252,0.272023211
0.15170796,0.29192886,0.388,0.286025644
0.13066548,0.26892492,0.262,0.26554188
0.21524385,0.2423061,0.114,0.235048816
0.11118277,0.194455,0.266,0.217000744
0.15329017,0.21692817,0.214,0.210222302
0.18923375,0.21188651,0.218,0.198819074
0.228598,0.19564545,0.224,0.175861437
0.24788803,0.19393533,0.054,0.151618796
0.2153138,0.18244307,0.168,0.140336275
0.19077116,0.1475749,0.166,0.145795176
0.096119106,0.16546215,0.166,0.162661993
0.20197496,0.18811609,0.168,0.186063022
0.14539449,0.18949494,0.232,0.214515323
0.17105426,0.18891704,0.216,0.24617737
0.24310842,0.26883253,0.314,0.276297542
0.18813127,0.27246276,0.284,0.298016299
0.070012346,0.24844001,0.262,0.303340017
0.17478774,0.21507777,0.336,0.284630562
0.19104278,0.18247782,0.254,0.240987865
0.22300659,0.18764374,0.164,0.185002306
0.21464293,0.13766733,0.122,0.138078405
0.20545553,0.12746692,0.108,0.116121006
0.21091892,0.13649651,0.158,0.12104463
0.17485204,0.15068774,0.128,0.143966226
0.25345433,0.18036647,0.128,0.171193315
0.2806503,0.21747889,0.24,0.188765526
0.2494295,0.23721091,0.22,0.190893771
0.2473867,0.23678866,0.168,0.187462363
0.19523267,0.21508858,0.13,0.195739359
0.17947926,0.2196415,0.244,0.220700745
0.14727443,0.24822846,0.298,0.248757434
0.08772002,0.24089366,0.238,0.262473806
0.08883666,0.20526965,0.24,0.256173849
0.103037715,0.17636137,0.294,0.237387743
0.25703472,0.21395019,0.148,0.218646118
0.2472877,0.19253685,0.204,0.207905793
0.2107894,0.18406242,0.286,0.204769002
0.17124756,0.17588866,0.138,0.205650105
0.14584792,0.18646388,0.216,0.208791428
0.13334294,0.2128738,0.236,0.21235215
0.05808454,0.20824318,0.184,0.212698753
0.22833115,0.2036291,0.244,0.207330763
0.13426284,0.19399774,0.178,0.197064283
0.15942116,0.18718193,0.158,0.183622472
0.17636092,0.16900729,0.19,0.166230272
0.16957468,0.15358768,0.158,0.14393603
0.13701124,0.15506965,0.128,0.122364871
0.1554516,0.15427819,0.086,0.114122864
0.11052983,0.15567459,0.128,0.128707686
0.14397117,0.16432838,0.144,0.162528584
0.15540305,0.19276445,0.264,0.200750664
0.16400523,0.20321494,0.178,0.228442537
0.15127668,0.18796112,0.248,0.238655759
0.14069013,0.17462525,0.258,0.232793104
0.15211251,0.22106332,0.198,0.218238907
0.152846,0.20315908,0.208,0.20457288
0.13110061,0.1837537,0.164,0.197339774
0.12810627,0.17104758,0.244,0.195154982
0.12382859,0.1636981,0.192,0.1946542
0.12406773,0.19718793,0.182,0.195678957
0.15065211,0.19148853,0.152,0.197922909
0.17125891,0.18911967,0.266,0.195571526
0.17951633,0.17360935,0.15,0.181647763
0.17776646,0.17136331,0.19,0.157653689
0.17827944,0.1298731,0.096,0.134492078
0.19244038,0.11969486,0.13,0.122454589
0.1784384,0.12650514,0.1,0.121336585
0.179404,0.13691375,0.154,0.121212419
0.17472331,0.14617412,0.128,0.113504426
0.11134151,0.099394664,0.09,0.100502399
0.12795176,0.09095343,0.056,0.092163623
0.14134136,0.09367544,0.112,0.094514445
0.12882502,0.10245874,0.126,0.104491311
0.14468947,0.12174742,0.1,0.115413826
0.15726648,0.12577353,0.116,0.122956708
0.15531196,0.12753192,0.136,0.125531568
0.1417591,0.12974204,0.134,0.123223768
0.1417086,0.12979415,0.086,0.117661883
0.14018998,0.1302352,0.13,0.111210657
0.13660428,0.11130475,0.126,0.106929333
0.1312705,0.11383215,0.086,0.109722563
0.14108248,0.11988458,0.124,0.124191839
0.14554878,0.12839554,0.158,0.148722884
0.13970292,0.12835611,0.124,0.172415046
0.1263355,0.17776208,0.252,0.180465541
0.14716102,0.17667644,0.168,0.16605999
0.112884305,0.16501883,0.088,0.137255568
0.107461475,0.15511696,0.136,0.10950892
0.118865885,0.1489891,0.06,0.09217075
0.12960947,0.0783429,0.118,0.084288445
0.114613235,0.08071108,0.084,0.081552998
0.09527267,0.09942509,0.08,0.083885655
0.12065275,0.11473363,0.078,0.094799084
0.1610073,0.12677066,0.116,0.114392227
0.13155521,0.13529226,0.138,0.135399785
0.17785992,0.15102455,0.16,0.147344245
0.187957,0.16028649,0.134,0.144448143
0.18911935,0.15827997,0.152,0.130223466
0.099898264,0.14348076,0.098,0.115393803
0.13063516,0.111294284,0.09,0.110293098
0.12597744,0.11314602,0.138,0.117394636
0.13315554,0.11788163,0.14,0.130536333
0.11984851,0.12461364,0.108,0.14001835
0.12638198,0.1361331,0.152,0.138005359
0.10225668,0.12417625,0.168,0.123731081
0.121609725,0.113341354,0.08,0.10723339
0.15345854,0.10980934,0.072,0.103534678
