Without Butterworth,With Butterworth,Actual Value,Filtered Value
0.145007405,0.150926043,0.232,0.190682409
0.138474539,0.158284754,0.204,0.188947896
0.158537774,0.183897901,0.158,0.175952123
0.167071691,0.177210681,0.182,0.163324097
0.162583979,0.170312335,0.1,0.160859392
0.148175883,0.164309754,0.19,0.166868956
0.150184935,0.160207262,0.238,0.171552478
0.174247847,0.178772988,0.118,0.169639248
0.168326556,0.18856417,0.134,0.164748067
0.184307244,0.200579624,0.222,0.161862611
0.176229203,0.214079046,0.132,0.16225827
0.187057088,0.227521415,0.16,0.165403131
0.184531072,0.166083198,0.184,0.17014958
0.177800431,0.162806291,0.17,0.174310553
0.162243442,0.156138256,0.172,0.175717863
0.170925924,0.14785459,0.172,0.17366938
0.165686871,0.139459798,0.196,0.169845095
0.159788938,0.166987741,0.15,0.167765354
0.162230296,0.165995314,0.118,0.168549425
0.164710784,0.167456146,0.24,0.167384148
0.158998308,0.171438953,0.144,0.158658938
0.175673599,0.17764848,0.15,0.144281233
0.163138705,0.131425923,0.072,0.13182605
0.174182374,0.118561571,0.198,0.125101417
0.188701878,0.103284748,0.06,0.121387711
0.18188992,0.08409559,0.184,0.117920967
0.166557918,0.061535058,0.086,0.117708521
0.135159476,0.115858666,0.11,0.127166048
0.130198602,0.113877357,0.164,0.147793984
0.116502483,0.112866472,0.14,0.17144594
0.118617038,0.113729158,0.244,0.185847312
0.122235272,0.117001522,0.17,0.185520267
0.152790489,0.187620125,0.156,0.176124233
0.169373524,0.19187327,0.178,0.166955067
0.159902188,0.197636493,0.116,0.16042414
0.171976923,0.203429393,0.222,0.151139803
0.185021096,0.206847601,0.114,0.135440035
0.167524746,0.115868359,0.126,0.118646387
0.151335581,0.092987882,0.038,0.10996269
0.160080388,0.068595022,0.212,0.113065341
0.155766506,0.044192323,0.086,0.12550361
0.141948173,0.020800068,0.102,0.143091876
0.115901733,0.16243244,0.22,0.160369019
0.118714001,0.184007082,0.15,0.171345257
0.112161463,0.207882959,0.164,0.174013619
0.128744746,0.233876286,0.204,0.172390529
0.118768741,0.261373992,0.15,0.173094056
0.170229011,0.17380621,0.164,0.178688537
0.182185433,0.172109322,0.146,0.18261983
0.176778196,0.166557269,0.288,0.175091188
0.159921497,0.157791227,0.13,0.158913311
0.170243501,0.147628937,0.114,0.15373936
0.157832731,0.148625499,0.124,0.176190347
0.144304331,0.144548199,0.29,0.218795348
0.14845055,0.142218656,0.252,0.255056932
0.150661355,0.142060759,0.256,0.262665342
0.144210883,0.144121406,0.234,0.238895955
0.22554004,0.217219913,0.246,0.200258962
0.215124645,0.197093459,0.142,0.172021203
0.228099798,0.177038696,0.08,0.170254966
0.23978698,0.154598103,0.264,0.187106323
0.235734733,0.1282476,0.242,0.198119265
0.197148011,0.205855281,0.13,0.186842135
0.207200525,0.212295279,0.202,0.158095304
0.201803783,0.219042347,0.076,0.128667738
0.189946535,0.226995029,0.126,0.111113961
0.193719455,0.236612501,0.116,0.106539727
0.145165164,0.103854528,0.11,0.108723749
0.138568645,0.103078129,0.102,0.112281853
0.155367998,0.104220446,0.158,0.116997972
0.144079878,0.10697669,0.064,0.125690466
0.156355096,0.110030722,0.162,0.137820902
0.150708131,0.147734388,0.138,0.146011571
0.146494128,0.153697318,0.178,0.14162351
0.127503205,0.15621233,0.096,0.124090392
0.138108438,0.157288921,0.114,0.103036526
0.131624408,0.158665147,0.08,0.091458392
0.102736125,0.081198239,0.11,0.09701127
0.106379047,0.072718315,0.08,0.116676548
0.108517255,0.066174299,0.156,0.13703725
0.101912882,0.061537131,0.164,0.142540793
0.119075643,0.058814848,0.138,0.128561219
0.126108898,0.116228769,0.094,0.107260467
0.139163099,0.10423395,0.092,0.097916586
0.152103681,0.090026193,0.052,0.109072517
0.148304191,0.071807292,0.186,0.130388104
0.128699798,0.050072263,0.186,0.144366959
0.137464542,0.15688011,0.11,0.145022778
0.130733428,0.169766948,0.102,0.140442531
0.119800165,0.184095813,0.17,0.138964379
0.12313393,0.200299541,0.15,0.140327921
0.125943214,0.218410436,0.124,0.140112267
0.125106449,0.141646426,0.136,0.136280565
0.141871584,0.144896708,0.16,0.130778743
0.129539877,0.149697988,0.106,0.127824163
0.142458437,0.154928347,0.076,0.129555326
0.15490937,0.158138014,0.234,0.133190827
0.157876074,0.13293031,0.086,0.135473945
0.138473546,0.129105353,0.128,0.137606843
0.148362361,0.123722433,0.146,0.141463374
0.14160609,0.118674139,0.142,0.144132032
0.131409549,0.115098001,0.164,0.140866657
0.134378987,0.139495657,0.126,0.132143033
0.136936851,0.14001243,0.108,0.124874992
0.130629965,0.142229443,0.144,0.126099322
0.147460213,0.146130434,0.096,0.135823066
0.134755348,0.151591764,0.192,0.145869066
0.149017049,0.156381294,0.112,0.145992777
0.162747652,0.164904,0.184,0.132648945
0.158930846,0.169550697,0.076,0.112867793
0.140061706,0.170659289,0.092,0.098932759
0.150014401,0.170237997,0.108,0.098390288
0.114274384,0.098162683,0.096,0.109150243
0.104358548,0.099340439,0.156,0.12341293
0.10710907,0.102341505,0.1,0.134860443
0.109486179,0.107223128,0.174,0.14271167
0.103564756,0.113862177,0.148,0.151170702
0.143202656,0.161373025,0.142,0.164737873
0.1314729,0.173117563,0.156,0.181427761
0.143196133,0.18522949,0.25,0.191673405
0.157469016,0.195241439,0.192,0.187625267
0.152687717,0.201342774,0.128,0.171901171
0.151269586,0.152739897,0.174,0.153407403
0.161292556,0.132185208,0.11,0.13694323
0.154500684,0.112076547,0.16,0.121136487
0.145192498,0.093390648,0.108,0.105504889
0.147433714,0.076519784,0.058,0.095547102
0.122129058,0.087430778,0.134,0.099569765
0.116023486,0.081078256,0.106,0.122231189
0.132077912,0.07650722,0.164,0.16042149
0.120561838,0.073505657,0.158,0.201524872
0.132998784,0.070819719,0.29,0.226511443
0.190922012,0.249281464,0.208,0.220973623
0.185620883,0.268062702,0.18,0.186487707
0.167652708,0.283385868,0.16,0.14071488
0.177025885,0.297318861,0.074,0.105857124
0.170739848,0.311676922,0.076,0.094556027
0.123098623,0.084665241,0.146,0.103313654
0.124846753,0.076616499,0.086,0.118459177
0.128514283,0.07051395,0.182,0.128768218
0.12217294,0.066321478,0.092,0.132689445
0.138636459,0.064029883,0.128,0.134649744
0.124831545,0.138186899,0.144,0.136598017
0.13844607,0.141891062,0.136,0.135688815
0.150947285,0.143148071,0.172,0.130297809
0.145245795,0.140214552,0.066,0.124554376
0.127565105,0.133770411,0.142,0.123789307
0.129818623,0.121752277,0.116,0.127329729
0.123743681,0.120352786,0.168,0.129368184
0.114663281,0.120519026,0.1,0.126122013
0.115978456,0.122559521,0.11,0.118828019
0.120431846,0.126480128,0.124,0.110608659
0.114675231,0.104227496,0.112,0.10436429
0.131271145,0.099717678,0.092,0.103785822
0.120044387,0.096773168,0.118,0.112528813
0.133338549,0.093977174,0.122,0.130004964
0.146334671,0.088722984,0.122,0.14833182
0.128342377,0.162489037,0.212,0.155627907
0.111121183,0.17319651,0.126,0.145302873
0.11940349,0.182671629,0.12,0.122544156
0.1136723,0.192757552,0.094,0.100347645
0.104175911,0.204341863,0.084,0.089707527
0.106387362,0.080898364,0.114,0.093604538
0.110924106,0.073952672,0.064,0.107376214
0.103846526,0.068846954,0.174,0.123156791
0.120129891,0.065641531,0.134,0.136140743
0.109218574,0.064069515,0.118,0.1475879
0.131636379,0.159244143,0.158,0.160349987
0.14447716,0.168458652,0.202,0.172987412
0.138803424,0.173451527,0.164,0.180508019
0.121203956,0.174879603,0.158,0.178904035
0.129166666,0.174986471,0.23,0.168195673
0.162546722,0.1581113,0.104,0.153568856
0.153063054,0.149623804,0.146,0.142675593
0.154620504,0.14307261,0.132,0.139585148
0.158685751,0.138452282,0.18,0.143295404
0.152611596,0.135671618,0.138,0.152743259
0.160316102,0.16404108,0.158,0.168667984
0.149367804,0.176934983,0.168,0.187580319
0.162806648,0.190045948,0.194,0.197597279
0.175957914,0.200733643,0.27,0.186809368
0.170146222,0.207190799,0.1,0.157605364
0.159152521,0.124815774,0.13,0.128311455
0.167824354,0.090663852,0.11,0.117713121
0.160898972,0.057112483,0.112,0.129121054
0.151892245,0.025189546,0.158,0.149473286
0.15326952,-0.004728468,0.228,0.163128464
0.15975029,0.178741127,0.118,0.166684615
0.153263046,0.196212313,0.152,0.169083292
0.169189558,0.215567053,0.19,0.178074706
0.158395177,0.236524029,0.204,0.190486048
0.171956664,0.257615696,0.154,0.195058412
0.188616033,0.19705891,0.226,0.182037914
0.181313846,0.194715794,0.186,0.153360082
0.164149013,0.188795623,0.086,0.125894307
0.172413426,0.181661944,0.08,0.119019106
0.165686375,0.175291481,0.154,0.134853725
0.132544099,0.152348143,0.152,0.153890748
0.134696326,0.171739199,0.196,0.153277824
0.137989243,0.192982333,0.142,0.129761516
0.131881248,0.216054589,0.076,0.104376052
0.148102413,0.241046351,0.064,0.102939764
0.119018447,0.103136482,0.118,0.130431329
0.132049402,0.10341565,0.214,0.165794369
0.146214524,0.101000474,0.206,0.18332288
0.138745826,0.094150378,0.18,0.177613642
0.120784189,0.083765746,0.128,0.165534201
0.153646552,0.152426718,0.128,0.165095314
0.147505155,0.140269359,0.214,0.176629307
0.13896464,0.129804469,0.222,0.186816868
0.141311704,0.121075801,0.168,0.186936828
0.144313794,0.114012326,0.148,0.181486613
0.158566869,0.177851731,0.244,0.180724017
0.174349741,0.17633967,0.108,0.189566865
0.164327161,0.176684656,0.23,0.202513392
0.178033233,0.177178755,0.25,0.207714662
0.192011001,0.174855337,0.17,0.198345863
0.2003347,0.184391348,0.194,0.179814837
0.182056627,0.166883881,0.148,0.163830599
0.190275649,0.14845652,0.12,0.156054556
0.184880701,0.131073974,0.196,0.151185015
0.176529066,0.115362357,0.172,0.14108977
0.166111012,0.132633107,0.06,0.125977517
0.168910394,0.125781509,0.164,0.114755317
0.163228717,0.120771354,0.08,0.116338301
0.1777585,0.117944757,0.166,0.132872332
0.168823168,0.116997362,0.102,0.157832949
0.146744657,0.18285848,0.208,0.178588907
0.159975896,0.204952365,0.26,0.185581376
0.15257992,0.222401554,0.086,0.181399618
0.134122587,0.23632553,0.202,0.176536451
0.142054275,0.24938313,0.17,0.175652467
0.160878859,0.17581661,0.154,0.173290866
0.152359035,0.177583061,0.256,0.164920983
0.153288695,0.180925313,0.11,0.158548086
0.156965777,0.185883024,0.118,0.169477703
0.15060815,0.192764306,0.214,0.20129361
0.176786689,0.23537258,0.262,0.237821119
0.167413806,0.271359329,0.3,0.258654774
0.181909694,0.30736809,0.212,0.258949685
0.195417917,0.340349368,0.278,0.250360879
0.186716672,0.368625169,0.192,0.244779342
0.2084984,0.235714767,0.232,0.240032478
0.216130405,0.225840065,0.3,0.223319544
0.211312118,0.216997797,0.188,0.189648696
0.203673933,0.209697507,0.102,0.153216587
0.203427675,0.203984853,0.152,0.136493908
0.187535245,0.121527998,0.148,0.149949613
0.182025666,0.108652985,0.142,0.183298622
0.197412696,0.098091332,0.262,0.213872448
0.188410768,0.089324911,0.284,0.22569452
0.202084185,0.080444054,0.164,0.223053609
0.224810751,0.217363778,0.166,0.221675433
0.215460255,0.207056722,0.278,0.226933178
0.198545032,0.193301674,0.224,0.228405541
0.206645516,0.178648445,0.254,0.21721008
0.200962579,0.164886834,0.208,0.201930972
0.206681262,0.188167793,0.132,0.202388043
0.206846904,0.176140269,0.218,0.227400921
0.210468443,0.166095487,0.308,0.262742972
0.204962241,0.158281597,0.324,0.284787366
0.221192136,0.152737361,0.228,0.282745693
0.240717093,0.282328219,0.294,0.263285328
0.253304063,0.281675092,0.17,0.237707423
0.267171079,0.278006393,0.294,0.212112484
0.258793502,0.269808687,0.158,0.190915436
0.241580298,0.258159274,0.228,0.183319836
0.230116783,0.174727861,0.096,0.19808846
0.224109575,0.166983892,0.272,0.230199015
0.215306846,0.160865118,0.288,0.25932533
0.216156329,0.156659567,0.282,0.266898023
0.22046163,0.154498619,0.224,0.252272987
0.229566794,0.239757069,0.21,0.230427682
0.244897473,0.229304992,0.276,0.218853212
0.236724073,0.220326587,0.18,0.228224089
0.248250584,0.211073551,0.228,0.257910616
0.262983334,0.198835828,0.386,0.295077885
0.269099861,0.327760242,0.24,0.320457374
0.252576366,0.357099097,0.328,0.31707546
0.259743238,0.385602332,0.328,0.277696121
0.255181363,0.415060109,0.228,0.212024482
0.246576126,0.446081981,0.07,0.14557058
0.222329683,0.080883593,0.094,0.10318744
0.22614973,0.018088494,0.166,0.09420282
0.220770977,-0.042638557,0.11,0.11610721
0.236486646,-0.101207241,0.11,0.163325935
0.227618506,-0.158112217,0.23,0.223410641
0.188237912,0.283335972,0.252,0.272023211
0.204097745,0.340312566,0.388,0.286025644
0.193638818,0.392733751,0.262,0.26554188
0.177940451,0.441597504,0.114,0.235048816
0.185050304,0.489336251,0.266,0.217000744
0.218542775,0.199722448,0.214,0.210222302
0.208771066,0.184018073,0.218,0.198819074
0.209731401,0.170221172,0.224,0.175861437
0.214087875,0.158530749,0.054,0.151618796
0.208293392,0.149101373,0.168,0.140336275
0.193077714,0.131361883,0.166,0.145795176
0.185226797,0.124107162,0.166,0.162661993
0.19709693,0.116647957,0.168,0.186063022
0.213915327,0.106036363,0.232,0.214515323
0.202538582,0.090679138,0.216,0.24617737
0.183427421,0.274248485,0.314,0.276297542
0.191670832,0.301314296,0.284,0.298016299
0.185998323,0.329201647,0.262,0.303340017
0.176324537,0.358582515,0.336,0.284630562
0.17733258,0.389739411,0.254,0.240987865
0.251453628,0.199444312,0.164,0.185002306
0.246594846,0.16026468,0.122,0.138078405
0.262087869,0.12352398,0.108,0.116121006
0.254286269,0.088596499,0.158,0.12104463
0.26612219,0.053535321,0.128,0.143966226
0.20018434,0.163779219,0.128,0.171193315
0.188853191,0.178888707,0.24,0.188765526
0.172834763,0.19043058,0.22,0.190893771
0.180885832,0.200920138,0.168,0.187462363
0.17510485,0.21210943,0.13,0.195739359
0.160344277,0.205328694,0.244,0.220700745
0.160704502,0.216497719,0.298,0.248757434
0.162980741,0.229618086,0.238,0.262473806
0.157857984,0.245118516,0.24,0.256173849
0.173069638,0.263197356,0.294,0.237387743
0.234043819,0.220598371,0.148,0.218646118
0.245691402,0.203803806,0.204,0.207905793
0.262558678,0.183983206,0.286,0.204769002
0.252255956,0.15944621,0.138,0.205650105
0.236399505,0.131275694,0.216,0.208791428
0.213007873,0.210849547,0.236,0.21235215
0.20695826,0.213697336,0.184,0.212698753
0.198868903,0.217977244,0.244,0.207330763
0.199654519,0.223852528,0.178,0.197064283
0.201451215,0.23155622,0.158,0.183622472
0.18956423,0.172404694,0.19,0.166230272
0.205122918,0.163668646,0.158,0.14393603
0.19670472,0.156902209,0.128,0.122364871
0.208533775,0.150188013,0.086,0.114122864
0.226070684,0.140524294,0.128,0.128707686
0.160904559,0.138620927,0.144,0.162528584
0.145733597,0.144924264,0.264,0.200750664
0.153326155,0.15015512,0.178,0.228442537
0.146926409,0.156143764,0.248,0.238655759
0.139350236,0.163510617,0.258,0.232793104
0.193828902,0.228482522,0.198,0.218238907
0.195447623,0.225969926,0.208,0.20457288
0.190650742,0.225628694,0.164,0.197339774
0.205826307,0.227703021,0.244,0.195154982
0.197257163,0.231735804,0.192,0.1946542
0.211992781,0.194300518,0.182,0.195678957
0.229538527,0.191187359,0.152,0.197922909
0.218490579,0.183594865,0.266,0.195571526
0.204288827,0.172463432,0.15,0.181647763
0.211077722,0.160199504,0.19,0.157653689
0.188070681,0.134297166,0.096,0.134492078
0.180651574,0.112202693,0.13,0.122454589
0.180465464,0.091593048,0.1,0.121336585
0.182142013,0.072783845,0.154,0.121212419
0.177029511,0.05618875,0.128,0.113504426
0.155124796,0.108238907,0.09,0.100502399
0.14622874,0.104930776,0.056,0.092163623
0.157487715,0.101784722,0.112,0.094514445
0.174818529,0.095910852,0.126,0.104491311
0.164491464,0.085559895,0.1,0.115413826
0.10749616,0.122731554,0.116,0.122956708
0.114683866,0.128838333,0.136,0.125531568
0.108218865,0.135563467,0.134,0.123223768
0.100988298,0.143601657,0.086,0.117661883
0.100618226,0.15317884,0.13,0.111210657
0.112589777,0.106546045,0.126,0.106929333
0.107325215,0.10401284,0.086,0.109722563
0.122589882,0.103858307,0.124,0.124191839
0.113509942,0.105682166,0.158,0.148722884
0.125107017,0.107740916,0.124,0.172415046
0.14856019,0.193439509,0.252,0.180465541
0.138106714,0.210009079,0.168,0.16605999
0.123425248,0.222966484,0.088,0.137255568
0.130650501,0.234681107,0.136,0.10950892
0.124198934,0.246971847,0.06,0.09217075
0.111417588,0.076130022,0.118,0.084288445
0.111341104,0.061624032,0.084,0.081552998
0.113370393,0.048910851,0.08,0.083885655
0.107848671,0.038370812,0.078,0.094799084
0.123284504,0.03028559,0.116,0.114392227
0.101510126,0.136008008,0.138,0.135399785
0.112770368,0.157841749,0.16,0.147344245
0.130927443,0.176914065,0.134,0.144448143
0.119922153,0.191399569,0.152,0.130223466
0.104756515,0.202200344,0.098,0.115393803
0.124345109,0.099353287,0.09,0.110293098
0.117273889,0.08397797,0.138,0.117394636
0.110515489,0.069958983,0.14,0.130536333
0.110082991,0.057499377,0.108,0.14001835
0.111969846,0.046855198,0.152,0.138005359
0.117610587,0.138204861,0.168,0.123731081
0.133208585,0.140900252,0.08,0.10723339
