Time,ARIMA,SARIMA,ETS,RNN,LSTM,CNN,GRU,TCN,Actual,Raw
2023-09-08 02:39:20,0.5406438420112102,0.5413778821016231,0.5415100249554201,0.5410613,0.54540217,0.54175484,0.5405573,0.5426005,0.5409480498713938,0.511
2023-09-08 02:39:25,0.5321190408495173,0.5353088257830028,0.5319850936649869,0.5360346,0.5423846,0.53736186,0.5342659,0.54014283,0.5356628992316628,0.5379999999999999
2023-09-08 02:39:30,0.5250694934046475,0.5320464961713814,0.5224351588597246,0.53575104,0.54297626,0.53799635,0.5362234,0.5407036,0.535929844608338,0.534
2023-09-08 02:39:35,0.5192399006393892,0.5292751646758705,0.5130216057624373,0.5406112,0.5411949,0.5419602,0.53822464,0.5438896,0.5371382842501613,0.541
2023-09-08 02:39:40,0.514419144119269,0.5257059935007309,0.5038968923038609,0.5438847,0.5428251,0.5459626,0.543374,0.5466917,0.5342170869108007,0.5429999999999999
2023-09-08 02:39:45,0.5289199570114166,0.5286114677394378,0.5314893889450433,0.530256,0.5349971,0.53052634,0.52676725,0.54081887,0.5274740308287806,0.537
2023-09-08 02:39:50,0.5245314383925825,0.525434188517923,0.5287579949278628,0.52646565,0.540061,0.53098524,0.5298263,0.54321927,0.522790508352108,0.506
2023-09-08 02:39:55,0.5208956778895047,0.5266368157279692,0.5259481318242472,0.5294303,0.5401379,0.53497595,0.53493243,0.54845077,0.5251537907284692,0.5
2023-09-08 02:40:00,0.5178835556715404,0.5301314697910422,0.5230980414702531,0.5352709,0.5405649,0.5406544,0.5386524,0.54518235,0.5328271153668064,0.569
2023-09-08 02:40:05,0.5153880997006991,0.532219314425984,0.5202053552006702,0.54517955,0.54556024,0.5429638,0.5424263,0.54516107,0.5397572689147383,0.5379999999999999
2023-09-08 02:40:10,0.5443410567338326,0.5441023711186106,0.5465504695880076,0.54165083,0.53824246,0.54440635,0.5434637,0.5531339,0.542550958454493,0.534
2023-09-08 02:40:15,0.5481363460679312,0.5472952702431594,0.5531797430061388,0.53940403,0.5395686,0.5435177,0.54350567,0.5536103,0.5426583785040135,0.539
2023-09-08 02:40:20,0.5512787736186829,0.5501116913309901,0.5596810820102422,0.5408157,0.5409603,0.5411539,0.5432012,0.5456936,0.5431636466628598,0.5489999999999999
2023-09-08 02:40:25,0.5538806440012658,0.5535480010990763,0.5661360294702515,0.5389786,0.54225063,0.53840876,0.5412251,0.5387164,0.5461693788322497,0.55
2023-09-08 02:40:30,0.5560349433059999,0.5575643692743092,0.5726206350712536,0.53956157,0.5417578,0.5383224,0.540259,0.53910744,0.5520963363167309,0.5479999999999999
2023-09-08 02:40:35,0.5587009845598591,0.5572602436775016,0.5581527784198583,0.5568434,0.5471393,0.555097,0.5567125,0.5543163,0.5585945050012463,0.531
2023-09-08 02:40:40,0.5641699977646516,0.5574794567277549,0.5644285572821627,0.5577205,0.54540807,0.55355966,0.5527266,0.55520606,0.5607831221483301,0.606
2023-09-08 02:40:45,0.568698642490783,0.5538510547647839,0.5708401071166148,0.5519277,0.5443833,0.54979277,0.54778683,0.5501609,0.5555282346240854,0.545
2023-09-08 02:40:50,0.5724486102249157,0.5518952152287223,0.577262648915295,0.5457767,0.5436933,0.54126126,0.5418941,0.54415154,0.5452703136362258,0.531
2023-09-08 02:40:55,0.5755537904405095,0.5557516792646815,0.5836895081221732,0.54071945,0.544488,0.53797656,0.5381984,0.5402222,0.5355697750549537,0.537
2023-09-08 02:41:00,0.5282029504113485,0.5285153339711762,0.5258989443411641,0.535953,0.53136814,0.5301357,0.5302726,0.5368441,0.5299866624596381,0.534
2023-09-08 02:41:05,0.5221005416675627,0.5214490761467105,0.5161846567528968,0.53834766,0.5355694,0.531697,0.5336213,0.5409072,0.5290783564105231,0.534
2023-09-08 02:41:10,0.5170455289208485,0.5119240685877777,0.5063022985621464,0.5406799,0.54056036,0.53520536,0.5391786,0.54486585,0.5325506079963405,0.532
2023-09-08 02:41:15,0.5128581408021053,0.5006573288099305,0.496248246267897,0.5422666,0.54514885,0.5381692,0.54336745,0.54779047,0.5395438216616243,0.531
2023-09-08 02:41:20,0.5093894612684308,0.4907799712308552,0.4860847272423408,0.544186,0.5454895,0.5440487,0.5453761,0.55091804,0.5468325703936503,0.529
2023-09-08 02:41:25,0.552544023103616,0.5540211520576299,0.5541075827945188,0.5518943,0.55245537,0.5525085,0.5533172,0.55058736,0.5496613046249764,0.601
2023-09-08 02:41:30,0.5572720547798522,0.5623128887271304,0.5614423088669818,0.55067366,0.546817,0.55401295,0.5521095,0.5474632,0.5464306168192488,0.512
2023-09-08 02:41:35,0.561185994834453,0.5691301831820764,0.5689055266000128,0.54721624,0.5419078,0.5502077,0.54738456,0.54474175,0.5410860843979121,0.544
2023-09-08 02:41:40,0.5644260168563027,0.5713461756143275,0.5765364917877455,0.5433899,0.5413954,0.5461526,0.5445196,0.5445346,0.539488662063619,0.5489999999999999
2023-09-08 02:41:45,0.5671081587786683,0.5691711472450977,0.5842101997235065,0.5412329,0.54041415,0.543037,0.54151595,0.5421861,0.5442542485560021,0.5329999999999999
2023-09-08 02:41:50,0.5514632901091331,0.5523668697236432,0.5489813497876826,0.5520641,0.54269403,0.5507026,0.5518966,0.540458,0.5525296727507121,0.539
2023-09-08 02:41:55,0.5574306144947642,0.5607261946294441,0.5537148585779492,0.55386156,0.5425751,0.5534212,0.55222064,0.53904355,0.5577169313035271,0.586
2023-09-08 02:42:00,0.5623701005638772,0.5681604351768164,0.5585158377240128,0.5515401,0.5425801,0.54859525,0.548973,0.5393326,0.5548826741047519,0.5539999999999999
2023-09-08 02:42:05,0.5664587877292191,0.5730592416007692,0.5633138113037651,0.5465636,0.54255,0.54362327,0.54376745,0.5401552,0.5454194024051415,0.5329999999999999
2023-09-08 02:42:10,0.5698432213529044,0.5746026409402348,0.5679794652528725,0.54378223,0.54170537,0.54081976,0.54238796,0.5407055,0.5357378997055898,0.535
2023-09-08 02:42:15,0.5289427561330029,0.5280097072206249,0.5259274333018372,0.5323092,0.5416888,0.530652,0.5308933,0.5343301,0.5322836123128422,0.542
2023-09-08 02:42:20,0.5240637195458863,0.521846290097962,0.516012358110059,0.5325798,0.54169613,0.53209674,0.5325093,0.5371622,0.5382502823043687,0.535
2023-09-08 02:42:25,0.5205604825996564,0.5180120666050406,0.5060424687378305,0.5396521,0.54232645,0.53752106,0.5385571,0.538417,0.5521705113506846,0.536
2023-09-08 02:42:30,0.5180450948007953,0.5160725134279014,0.496079049534665,0.5450816,0.54275507,0.54239506,0.54396886,0.5401115,0.5673416682312387,0.575
2023-09-08 02:42:35,0.5162390006439418,0.5145334405075396,0.486238301737347,0.5463957,0.5420247,0.54729515,0.5446211,0.540465,0.5747144627745345,0.5820000000000001
2023-09-08 02:42:40,0.5758372802623907,0.575493106522504,0.5822978154304885,0.57086873,0.5467448,0.5729085,0.57389975,0.56202763,0.5696084704600645,0.5870000000000001
2023-09-08 02:42:45,0.5766410969915191,0.5756814909691148,0.590002681792624,0.5610481,0.54412526,0.561477,0.56086046,0.5527505,0.5558717194561551,0.534
2023-09-08 02:42:50,0.5772165434385285,0.5762785370000141,0.5976999826003471,0.5469662,0.5418178,0.5500276,0.54887307,0.54478383,0.5421501679557859,0.5379999999999999
2023-09-08 02:42:55,0.5776285012908299,0.577368072719209,0.6053688822523253,0.53916943,0.54125553,0.5426542,0.53720826,0.5414077,0.5343597059818361,0.5379999999999999
2023-09-08 02:43:00,0.5779234188682253,0.5778719504571235,0.6130014529301597,0.5368258,0.5410692,0.54078406,0.53710043,0.540889,0.5326086021271208,0.537
2023-09-08 02:43:05,0.5331567502430287,0.5314771423607215,0.5307851713232823,0.53238106,0.5425791,0.5356533,0.53418815,0.5407114,0.534099297296578,0.536
2023-09-08 02:43:10,0.5336097933751683,0.5294007663596436,0.5288378543667169,0.5349454,0.54181725,0.54108596,0.53812385,0.54493207,0.5367694969335236,0.536
2023-09-08 02:43:15,0.5339842324612883,0.5297123238492183,0.5268206993327148,0.53884315,0.54168373,0.5453532,0.5422759,0.5420888,0.5397927191456302,0.534
2023-09-08 02:43:20,0.5342937054877355,0.5343190911586754,0.524805150629158,0.5415771,0.5419569,0.54721695,0.544322,0.5424173,0.5420858650410756,0.539
2023-09-08 02:43:25,0.5345494842182382,0.5424537024393671,0.5228203299523191,0.5423003,0.5414569,0.5453157,0.5454899,0.5407198,0.5421259692452723,0.557
2023-09-08 02:43:30,0.5408335770755373,0.5410550503955425,0.5421766412476543,0.5411525,0.5393294,0.54153794,0.53746897,0.5409738,0.5398227549595329,0.534
2023-09-08 02:43:35,0.5397640140243211,0.5404404126200548,0.5422479445307552,0.54006183,0.54122996,0.54080313,0.53728336,0.54508823,0.5374696827923452,0.534
2023-09-08 02:43:40,0.5388788607811215,0.5400093476169128,0.5423913082505338,0.5393353,0.54708844,0.54366535,0.53873414,0.5433996,0.5377477239620249,0.537
2023-09-08 02:43:45,0.5381463221401728,0.5398879095083564,0.5425604103239268,0.5404171,0.54772395,0.5433667,0.5401878,0.5438531,0.5410169111295121,0.541
2023-09-08 02:43:50,0.5375400848986492,0.5405606773383898,0.5427318013345698,0.54217374,0.5459764,0.5420854,0.5420375,0.54508847,0.5449217599955697,0.5429999999999999
2023-09-08 02:43:55,0.5478160204667245,0.5470024814880565,0.5488616024493698,0.54674524,0.5421306,0.54516023,0.5484696,0.54782444,0.546490592612108,0.555
2023-09-08 02:44:00,0.5498867426716437,0.5454152009400157,0.5528443895280707,0.5446882,0.54191387,0.546844,0.547096,0.54708064,0.5447231684554695,0.5429999999999999
2023-09-08 02:44:05,0.5513682577227872,0.5405042195034466,0.5567895864157508,0.54180753,0.5404348,0.5432338,0.54535043,0.54545826,0.541319343669397,0.5379999999999999
2023-09-08 02:44:10,0.5524282197213355,0.5358678858847282,0.5606209083319742,0.5393615,0.5403104,0.5400891,0.5423938,0.54402035,0.538842906539125,0.537
2023-09-08 02:44:15,0.5531865781581934,0.5354742202360077,0.5643942211974763,0.53826475,0.5402432,0.53848994,0.54072076,0.54202545,0.5383489121231521,0.537
2023-09-08 02:44:20,0.5387407149001388,0.5396470931795894,0.5378397394584521,0.54010296,0.5400918,0.54005265,0.5396861,0.53646153,0.5390224142801512,0.545
2023-09-08 02:44:25,0.5390213508689036,0.5422525150524637,0.5373397249901868,0.54145706,0.5398876,0.54121584,0.5400621,0.54292804,0.5398517460642083,0.539
2023-09-08 02:44:30,0.5392223615599719,0.5450084494675345,0.5368227753991773,0.54223704,0.5403452,0.54222685,0.54170406,0.54004174,0.541046557992569,0.542
2023-09-08 02:44:35,0.5393663391766033,0.5464072583708759,0.5363231938442469,0.5411951,0.5403085,0.54366934,0.5424196,0.5434198,0.5433995438647679,0.54
2023-09-08 02:44:40,0.5394694658012651,0.5457831079167659,0.5359246365663676,0.5417584,0.5410027,0.5453156,0.54340357,0.54252446,0.54634366507594,0.537
2023-09-08 02:44:45,0.5487469911159525,0.5489214171233446,0.5493428074227539,0.549165,0.54950476,0.5502728,0.5457236,0.54621494,0.5474929229386117,0.56
2023-09-08 02:44:50,0.5504650199456809,0.5516282628639261,0.5523489774045863,0.5489149,0.54406875,0.5495182,0.5451822,0.5380564,0.5453661995608009,0.5479999999999999
2023-09-08 02:44:55,0.5516931608681512,0.5548103063504578,0.5553670651286751,0.5472165,0.5444512,0.5496556,0.5439388,0.5391515,0.5425852096867327,0.555
2023-09-08 02:45:00,0.5525711031350949,0.5576725403445508,0.5583896351622673,0.54432815,0.5443627,0.54604954,0.54286283,0.53945094,0.544403196084807,0.509
2023-09-08 02:45:05,0.5531987042596758,0.5596337323022733,0.5613575307742861,0.543532,0.54269665,0.5430751,0.5414377,0.5437575,0.5528220498545396,0.5579999999999999
2023-09-08 02:45:10,0.5625871261588632,0.5629037491040495,0.56113628769503,0.56329614,0.54411143,0.5626201,0.56166434,0.54444295,0.5638377137230396,0.597
2023-09-08 02:45:15,0.5695849411701063,0.5718202832057697,0.5694012878573196,0.56628954,0.5439761,0.564465,0.55876845,0.54123545,0.5713736479297136,0.546
2023-09-08 02:45:20,0.5745996910200278,0.5807461348177329,0.5776624877429287,0.56121325,0.5435182,0.5583333,0.5537666,0.5420328,0.5716795660734785,0.56
2023-09-08 02:45:25,0.5781933436125706,0.5897594540936458,0.585918661768321,0.5506721,0.54315823,0.545091,0.5442305,0.5441664,0.564195614431539,0.602
2023-09-08 02:45:30,0.5807686144321292,0.5978534067798787,0.5941586855229404,0.5404981,0.5426684,0.53838795,0.537986,0.5446748,0.551910006621487,0.5329999999999999
2023-09-08 02:45:35,0.5396482561353485,0.5423756249131615,0.5396636934326947,0.5398117,0.5489035,0.5413844,0.5398685,0.5450532,0.5407274029688895,0.5329999999999999
2023-09-08 02:45:40,0.529492484221221,0.5387170881576621,0.5275318417699328,0.5316618,0.543884,0.53607774,0.5352451,0.5445869,0.5351759842188192,0.536
2023-09-08 02:45:45,0.5210809851217753,0.5379596517966201,0.5154479030874654,0.5339304,0.54223895,0.53636247,0.5348576,0.54325205,0.5345593138875773,0.536
2023-09-08 02:45:50,0.5141141767197914,0.5373591958864826,0.5033475006325218,0.538752,0.5389064,0.53838164,0.5409601,0.54145056,0.5345067842311272,0.541
2023-09-08 02:45:55,0.5083439306868159,0.5360710266840083,0.4912739293241498,0.54556364,0.54241025,0.5392519,0.5411233,0.5497491,0.5317333372757683,0.53
2023-09-08 02:46:00,0.527638635829677,0.5285476078699063,0.5290212713782156,0.53027594,0.5396773,0.5297796,0.5277022,0.5358113,0.5269226213289172,0.532
2023-09-08 02:46:05,0.5242521014510085,0.5277781523447677,0.526334954465718,0.5303877,0.54275024,0.53039247,0.5290623,0.53949565,0.5237051797537697,0.512
2023-09-08 02:46:10,0.5214512586425906,0.5289715080233308,0.5235817951119339,0.5342583,0.54273593,0.53387606,0.5383423,0.5405431,0.5253514231511864,0.53
2023-09-08 02:46:15,0.5191348136990873,0.5305159968457012,0.5207571878914283,0.54182464,0.5445091,0.5364568,0.54427177,0.54084027,0.5322369152611874,0.536
2023-09-08 02:46:20,0.5172189913758372,0.5306252644869311,0.517855161930519,0.54559296,0.54242843,0.54250044,0.5462384,0.5386612,0.5414894672715785,0.532
2023-09-08 02:46:25,0.5500412069011279,0.551302563041105,0.5506588596168127,0.5486843,0.54895437,0.550253,0.5478434,0.5551186,0.5483113221288564,0.542
2023-09-08 02:46:30,0.5571145701428791,0.5608992999657793,0.5597560503401751,0.55122036,0.5471786,0.5512479,0.54831755,0.5448057,0.5489955254766878,0.588
2023-09-08 02:46:35,0.5629651303466623,0.5680588738894795,0.5688770333251075,0.5478497,0.5393408,0.54768234,0.5461214,0.54324734,0.5443040491675124,0.509
2023-09-08 02:46:40,0.5678042787868345,0.5712943854749869,0.578154141177335,0.5433514,0.54185516,0.5401217,0.5420893,0.53648823,0.5389264628948154,0.5489999999999999
2023-09-08 02:46:45,0.5718068626096415,0.5711654071020625,0.5875068084995478,0.5406747,0.5374374,0.53760135,0.53958595,0.5374029,0.536646323358819,0.529
2023-09-08 02:46:50,0.5363753476750848,0.5373096392857769,0.5343549814032087,0.54042697,0.540142,0.54015064,0.54099107,0.5294196,0.5370875945237734,0.5429999999999999
2023-09-08 02:46:55,0.5361513119237981,0.5407219173098866,0.5320437450719663,0.54390675,0.5424657,0.5399319,0.54238975,0.535702,0.5373174146698858,0.541
2023-09-08 02:47:00,0.5359660849057759,0.5464736806379952,0.5297743937493317,0.54565185,0.5421736,0.54251224,0.54403746,0.5444993,0.5353030545945789,0.532
2023-09-08 02:47:05,0.5358129439539041,0.5515145857551016,0.5275480811123862,0.54425544,0.5420455,0.54101336,0.54500526,0.5483434,0.5315876051545033,0.532
2023-09-08 02:47:10,0.5356863309392875,0.5531428608017563,0.5253066741725425,0.5426401,0.5420718,0.54110706,0.54305166,0.5456616,0.5287087339730039,0.531
