FormattedTime,ARIMA,RNN,LSTM,CNN,GRU,Raw,Average
04:02:40,0.5434008460065878,0.5443338751792908,0.5450819730758667,0.5404033660888672,0.5425861477851868,0.5489999999999999,0.5431612416271598
04:02:45,0.5450016335822866,0.5441876649856567,0.5461018085479736,0.5399456024169922,0.5432984232902527,0.5429999999999999,0.5437070265646324
04:02:50,0.5461444916220566,0.5431819558143616,0.5459566116333008,0.5390126705169678,0.5437614321708679,0.5379999999999999,0.543611432351511
04:02:55,0.5469604178067016,0.5418365597724915,0.5413426160812378,0.5399302840232849,0.5421042442321777,0.531,0.5424348243831787
04:03:00,0.5475429359459827,0.5414837002754211,0.5402781367301941,0.5410736203193665,0.5403653383255005,0.5529999999999999,0.542148746319293
04:03:05,0.5432194560660598,0.5439310073852539,0.544074296951294,0.543641984462738,0.5432430505752563,0.537,0.5436219590881204
04:03:10,0.544727890381657,0.545265257358551,0.5425485968589783,0.5452298521995544,0.5423879027366638,0.5379999999999999,0.5440602260691069
04:03:15,0.5459771337153865,0.5454723238945007,0.5446692705154419,0.5441192388534546,0.5422724485397339,0.56,0.5445016484769893
04:03:20,0.5470117222889364,0.5448309779167175,0.5428346395492554,0.5420284271240234,0.5410977005958557,0.5329999999999999,0.5435371843412096
04:03:25,0.5478685397620578,0.5442701578140259,0.5398054122924805,0.540867030620575,0.5419896841049194,0.535,0.5429205651401079
04:03:30,0.5501372452367781,0.553043782711029,0.5613939762115479,0.5490875244140625,0.5519829988479614,0.546,0.5530963676990303
04:03:35,0.5554282056189438,0.5617200136184692,0.5632240176200867,0.553774893283844,0.5593798160552979,0.5579999999999999,0.5587574776446681
04:03:40,0.5598132808906738,0.5611840486526489,0.55958092212677,0.5544650554656982,0.5584074258804321,0.601,0.558642244614236
04:03:45,0.5634475710289167,0.555077075958252,0.5514298677444458,0.5500336289405823,0.5504392385482788,0.537,0.5538629919413054
04:03:50,0.5664596207636339,0.5444095134735107,0.5417906641960144,0.5446417927742004,0.5405398607254028,0.516,0.5471567579733814
04:03:55,0.5294603536543565,0.5326847434043884,0.5337258577346802,0.5309178233146667,0.5358803868293762,0.5579999999999999,0.5325847731459281
04:04:00,0.5200831152453738,0.5328420400619507,0.5353227257728577,0.5296809077262878,0.5336789488792419,0.511,0.5311500840274899
04:04:05,0.5123094894619364,0.538732647895813,0.538801372051239,0.5347046256065369,0.5398110747337341,0.54,0.5344942927212086
04:04:10,0.5058652406132526,0.5426421165466309,0.5402579307556152,0.541192352771759,0.5426700115203857,0.532,0.5367180176505938
04:04:15,0.5005230303781978,0.5443845391273499,0.5416635870933533,0.5453076362609863,0.5450961589813232,0.541,0.5380353124208865
04:04:20,0.5360350956500649,0.5363341569900513,0.5335826873779297,0.5357324481010437,0.536109209060669,0.5329999999999999,0.5355240852719073
04:04:25,0.5369640853061957,0.5388909578323364,0.5358328819274902,0.5369155406951904,0.5365228056907654,0.534,0.5370293313873679
04:04:30,0.5377343306510548,0.538104772567749,0.5394489765167236,0.5386785268783569,0.5378400087356567,0.546,0.5384206705153822
04:04:35,0.538372957666288,0.5407541394233704,0.5438312888145447,0.5399740934371948,0.5396980047225952,0.557,0.5407561632716199
04:04:40,0.5389024570878784,0.5425611138343811,0.5454884171485901,0.5419996380805969,0.5414126515388489,0.5579999999999999,0.5424102657789585
04:04:45,0.5520799817226186,0.5485569834709167,0.5463378429412842,0.5538032054901123,0.548068642616272,0.541,0.5494626803793897
04:04:50,0.5514368699819671,0.5442575216293335,0.5452385544776917,0.5491675734519958,0.5426729321479797,0.55,0.5460185235691609
04:04:55,0.5509766745029677,0.5399343371391296,0.5431705713272095,0.5448974967002869,0.5415512919425964,0.5379999999999999,0.5434005337914936
04:05:00,0.550647369554069,0.5378049612045288,0.5391570925712585,0.5414597988128662,0.542391300201416,0.534,0.5414571359640259
04:05:05,0.5504117267580881,0.5382224917411804,0.5388799905776978,0.5409324765205383,0.5420275330543518,0.5379999999999999,0.5412652009885965
04:05:10,0.5410378567060693,0.5424376726150513,0.5426112413406372,0.5423058271408081,0.5411010980606079,0.547,0.5419795850087418
04:05:15,0.5428245753907952,0.5443178415298462,0.5430203080177307,0.5448635220527649,0.5447285175323486,0.5329999999999999,0.5440478850703212
04:05:20,0.5441037976956677,0.5442422032356262,0.5432242155075073,0.5456064939498901,0.545054018497467,0.5579999999999999,0.5444603053455799
04:05:25,0.5450196719848173,0.5435818433761597,0.5427052974700928,0.5462719798088074,0.5450307130813599,0.535,0.5444419528443533
04:05:30,0.5456754029788204,0.5433686971664429,0.5408706665039062,0.5446259379386902,0.5439626574516296,0.539,0.5434785012511423
04:05:35,0.5360907661298936,0.5378000736236572,0.5438563823699951,0.5354688167572021,0.5363301038742065,0.5329999999999999,0.5381488275534063
04:05:40,0.5353272495408671,0.5421993732452393,0.5439439415931702,0.537600040435791,0.539765477180481,0.535,0.5402233695728097
04:05:45,0.5346940922057031,0.5458898544311523,0.5427178144454956,0.5397143959999084,0.5439950227737427,0.565,0.5420477095066607
04:05:50,0.5341690371946743,0.5471175312995911,0.5433294773101807,0.5414932370185852,0.5449581742286682,0.5760000000000001,0.5429685833249458
04:05:55,0.53373362762221,0.5450515747070312,0.5431098341941833,0.5413520932197571,0.5430881381034851,0.5329999999999999,0.5419683995952411
04:06:00,0.547699823133251,0.5483854413032532,0.5463033318519592,0.5482116937637329,0.5492486357688904,0.5489999999999999,0.5479840109919975
04:06:05,0.5432708681233607,0.5421460866928101,0.5407447218894958,0.5410465002059937,0.5434604287147522,0.5329999999999999,0.5420513091893056
04:06:10,0.5395957610051864,0.5397769212722778,0.5401598215103149,0.5389770865440369,0.5403344631195068,0.5579999999999999,0.5397983455081213
04:06:15,0.536546190101916,0.5404525399208069,0.5422554016113281,0.5384834408760071,0.5407302379608154,0.534,0.5400038740359246
04:06:20,0.5340156835357036,0.5422148108482361,0.542835533618927,0.541027843952179,0.5421561002731323,0.53,0.5410375672421768
04:06:25,0.5367412159595593,0.5369307398796082,0.5387084484100342,0.5400227308273315,0.536828875541687,0.542,0.5379064694518941
