FormattedTime,LINEAR_REGRESSION,RANDOM_FOREST,FEEDFORWARD_NEURAL_NETWORK
04:02:40,0.24216337768318105,0.2071553362415108,0.23184724145469493
04:02:45,0.20391005314516494,0.17915982030513644,0.19578800872359356
04:02:50,0.18585732509338132,0.17069646296325233,0.18028343720676318
04:02:55,0.21004584294361098,0.21100754238215522,0.2160611008974895
04:03:00,0.20212011000359928,0.20349538430401465,0.2043989165641898
04:03:05,0.21667517816624074,0.20887434776236655,0.21276373128199835
04:03:10,0.2290182410789062,0.2230821401096181,0.22775690864306616
04:03:15,0.22150301771849082,0.2158895582440948,0.22033922621519006
04:03:20,0.21850320248858818,0.21154123013414616,0.2171843399880157
04:03:25,0.2133456758376775,0.2063001304846719,0.21176714724541673
04:03:30,0.20876342312287144,0.2026220089920969,0.20752879800082935
04:03:35,0.20456041592815746,0.19856545679206344,0.20379481200446445
04:03:40,0.2006425309313953,0.19472102537041922,0.19990710623517718
04:03:45,0.1970890826665015,0.19115511267922017,0.19623990228400867
04:03:50,0.19424520444030507,0.18858376924177295,0.19347615865319004
04:03:55,0.19255016012957837,0.18827807991295603,0.1920697023136427
04:04:00,0.19483333102670713,0.19027443549597783,0.19468813978307692
04:04:05,0.19283796927336005,0.1887999904533234,0.19315777502462517
04:04:10,0.19548985467371677,0.19440808253557143,0.19522177531171278
04:04:15,0.1938283590667954,0.19449871643983577,0.19316878587381575
04:04:20,0.19495691118881145,0.19441900940530316,0.19242522756431293
04:04:25,0.19301694071867148,0.19237322918782349,0.1902729977949477
04:04:30,0.19200442869436035,0.19165970189846068,0.1896945886626467
04:04:35,0.19647409369745153,0.1948188145664655,0.19407525814330315
04:04:40,0.19698875216904657,0.1946302197948264,0.19535403332321252
04:04:45,0.19867620061979385,0.1974163868572452,0.1973442474642127
04:04:50,0.19681626882997344,0.1957817858165815,0.19557907337013908
04:04:55,0.19691951363757154,0.19938606401927345,0.1983127567846924
04:05:00,0.19578057369536697,0.19821941020183692,0.1967964781120423
04:05:05,0.19412910252820997,0.19949539042346157,0.19768211703074373
04:05:10,0.2018948054486128,0.20728402124967418,0.20391822564387446
04:05:15,0.20105089360054731,0.2062776616321935,0.20303703499472064
04:05:20,0.20005246518272254,0.20524932827578768,0.2016124172187709
04:05:25,0.19891558865899792,0.2043849932174714,0.20035519193973048
04:05:30,0.19772902510958865,0.20528517334008548,0.19900231056970655
04:05:35,0.19637049391942493,0.20385804396864038,0.19763757536384657
04:05:40,0.19505295756269056,0.20249847132387946,0.19629117475516022
04:05:45,0.19432276114120384,0.20199231694049752,0.19552524884806696
04:05:50,0.19590847335796605,0.20351340121413874,0.19676353250058207
04:05:55,0.19528642873050867,0.20274452657549172,0.196478396449136
04:06:00,0.1942090562903756,0.20186204319654366,0.1953618307937351
