FormattedTime,LINEAR_REGRESSION,RANDOM_FOREST,FEEDFORWARD_NEURAL_NETWORK,Raw,L3_WEIGHTED_AVERAGE
04:08:40,0.12594583380418,0.1231877991419,0.125876396894454,0.112,0.12498871100527456
04:08:45,0.126524896543957,0.1236899376681,0.127894550561904,0.16,0.12599326002894945
04:08:50,0.133163731828352,0.126042042397,0.127099230885505,0.088,0.12884556332286304
04:08:55,0.112028240928063,0.1162897821653,0.111876018345355,0.084,0.11342569417849424
04:09:00,0.12278845143425,0.1223162105686,0.121467061340808,0.132,0.12221052559213563
04:09:05,0.136067213858014,0.1354942918552,0.130062192678451,0.126,0.1339746261675753
04:09:10,0.148424601052885,0.14304906269,0.142125323414802,0.182,0.1446094523670795
04:09:15,0.153479685124721,0.1473303772423,0.148458763957023,0.102,0.14980608318455468
04:09:20,0.160135799934889,0.1583199398783,0.16202437877655,0.146,0.16011665323090185
04:09:25,0.174936469812253,0.1743569652413,0.176670148968696,0.166,0.17529055269452062
04:09:30,0.181573022133874,0.1773696001541,0.184655487537384,0.164,0.18112804723225454
04:09:35,0.180587548379862,0.1772084373606,0.186519131064414,0.218,0.18132612265203366
04:09:40,0.167456728686418,0.1701171022003,0.169220879673957,0.076,0.1689176398521629
04:09:45,0.0978544094342894,0.1049160464075,0.0985826328396797,0.058,0.10047693126756804
04:09:50,0.10118406446339,0.1054039846954,0.100608348846435,0.138,0.10242029526276214
04:09:55,0.117889157232432,0.1154248998632,0.114471167325973,0.11,0.11596927405991396
04:10:00,0.143436979752465,0.1353351678872,0.133351504802703,0.146,0.13749251567575593
04:10:05,0.155256370971432,0.1452491019981,0.142111793160438,0.184,0.14769457456517085
04:10:10,0.186216453844467,0.1881130441191,0.184392541646957,0.244,0.1862726118158024
04:10:15,0.163136127307615,0.1721216011364,0.169928088784217,0.12,0.16830091631080904
04:10:20,0.137879842933521,0.1469877103405,0.136973693966865,0.108,0.14063933840901416
04:10:25,0.116661041922987,0.1173439385513,0.114869706332683,0.152,0.11632029882042771
04:10:30,0.121575235181284,0.1185713373766,0.119200095534324,0.146,0.11981539336041803
04:10:35,0.122247233814357,0.1210303942552,0.118271201848983,0.104,0.12057661313645494
04:10:40,0.128355482928947,0.1231646431093,0.125467360019683,0.11,0.12571612992812406
04:10:45,0.140631164919774,0.1354723630961,0.137311860918998,0.126,0.13786552413765352
04:10:50,0.150365353225077,0.1442601023088,0.145668923854827,0.18,0.14684839890197604
04:10:55,0.16035378305416,0.1538383479537,0.154032990336418,0.174,0.1561849330750264
04:11:00,0.12766644063939,0.1249284646119,0.130415797233581,0.126,0.1276310471266171
04:11:05,0.109220368626074,0.1132708130785,0.115822657942771,0.072,0.11266086416713703
04:11:10,0.109436391437113,0.1114584602107,0.118658423423767,0.122,0.11303772080919272
04:11:15,0.118964974744335,0.1183692361483,0.128376424312591,0.12,0.12175933102136222
04:11:20,0.136027517002207,0.1350536013199,0.13621762394905,0.192,0.1357653249526935
04:11:25,0.150243424993913,0.1476598755648,0.147425428032875,0.168,0.148491806143632
04:11:30,0.12530513960688,0.1310677119041,0.126790031790733,0.1,0.1276836853377904
04:11:35,0.104100711588351,0.1134036965662,0.115698918700218,0.104,0.11086430377662769
04:11:40,0.0991330444239248,0.1102101072152,0.106000274419784,0.076,0.10498032624022717
04:11:45,0.112264738064561,0.1193101779521,0.118257619440555,0.09,0.11650021287346311
04:11:50,0.120625140508763,0.1196700809497,0.122977323830127,0.084,0.12105656130722287
04:11:55,0.140767784050023,0.1348670973687,0.135868266224861,0.194,0.1372761918824833
04:12:00,0.147771561580097,0.146639232341,0.145357191562652,0.122,0.14663342798640783
04:12:05,0.146396965201419,0.1499466676095,0.148368492722511,0.066,0.1481875322714678
04:12:10,0.139555399338386,0.136136368454,0.133468613028526,0.03,0.13650094506175756
04:12:15,0.0822730498302546,0.0755267430616,0.0810181200504303,0.116,0.07966133952914009
04:12:20,0.112160489778564,0.1086330771979,0.111949749290943,0.106,0.11093882911857163
04:12:25,0.139312992151741,0.1342966526267,0.135868936777114,0.154,0.1365683322406914
04:12:30,0.153662954464527,0.1446815658227,0.146320968866348,0.14,0.1483722059915006
04:12:35,0.151068381027186,0.1374569289845,0.144644066691398,0.23,0.14455669181720346
04:12:40,0.166044102430774,0.1721160113979,0.16863065958023,0.096,0.16885942811950228
04:12:45,0.146445471853123,0.1470470239854,0.140380531549453,0.184,0.14468935585090673
04:12:50,0.129990418391254,0.1337401376647,0.131579175591468,0.15,0.1317087875848854
04:12:55,0.121549113554298,0.1241008204575,0.129964604973793,0.068,0.1250764220448089
04:13:00,0.121968019180807,0.1263722064424,0.12677876651287,0.138,0.12493301117650694
04:13:05,0.169741950550493,0.1728432501819,0.16809868812561,0.146,0.17021242037722828
04:13:10,0.195002266809089,0.1948810352923,0.187122255563735,0.274,0.19244703208457548
04:13:15,0.193600438598186,0.1947335062855,0.185957819223403,0.136,0.19152537161655223
04:13:20,0.182233190236115,0.188492138828,0.179638758301734,0.182,0.18342255491658396
04:13:25,0.15997660608906,0.1716130873972,0.164957031607627,0.114,0.16531831731710872
04:13:30,0.150939334566988,0.1482242933461,0.138860642910003,0.2,0.14620722311793896
04:13:35,0.15136010030188,0.149684866435,0.135491862893104,0.11,0.14575038255467632
04:13:40,0.146168730253913,0.1477051971022,0.129660665988922,0.212,0.14138397044967488
04:13:45,0.148564077615018,0.1498578475925,0.135460436344146,0.14,0.1447898420529515
04:13:50,0.147966676720685,0.1462123802229,0.136371836066246,0.192,0.14369772738386985
04:13:55,0.207583972130789,0.2018149621439,0.200861409306526,0.266,0.20358568473903504
04:14:00,0.208046589283234,0.2026700044116,0.201888144016265,0.164,0.20437589161544795
04:14:05,0.195522859037366,0.1951231593618,0.191169962286949,0.164,0.1940317517695346
04:14:10,0.180438934848583,0.1903962024677,0.179312467575073,0.326,0.1833175278405298
04:14:15,0.165598250229308,0.1738155120823,0.177906930446624,0.188,0.1721142331444459
04:14:20,0.205670542499536,0.1975848540461,0.202244162559509,0.172,0.20197528408762877
04:14:25,0.213316899028717,0.2030011073268,0.211428254842758,0.178,0.20931715899634507
04:14:30,0.220350409953829,0.2065172241088,0.219705328345298,0.326,0.21557544361373526
04:14:35,0.213115987845898,0.208286087134,0.217308983206748,0.252,0.21282648610547533
04:14:40,0.204135285683041,0.2036210232185,0.214921712875366,0.258,0.20732867603496555
04:14:45,0.192513791193024,0.1945625976314,0.192893952131271,0.15,0.19330975225228997
04:14:50,0.159538807722915,0.1611516433012,0.158496126532554,0.13,0.15973178392762244
04:14:55,0.141446913424709,0.1367171567458,0.135200500488281,0.174,0.13792463041347874
04:15:00,0.151188303724694,0.1485171958634,0.140138521790504,0.102,0.14680897017161673
04:15:05,0.162310105355489,0.1549264976276,0.156585320830345,0.088,0.15809087987013726
04:15:10,0.153006854686256,0.150963661996,0.145207330584526,0.206,0.14986439756354744
04:15:15,0.170013198109373,0.1724549517615,0.171445950865745,0.128,0.1712665774873379
04:15:20,0.173003914940607,0.1748995437888,0.170303538441658,0.17,0.1727565308345963
04:15:25,0.157907539629182,0.1654698767966,0.158693388104438,0.148,0.16062052680277708
04:15:30,0.157882838717917,0.1655715176276,0.158177956938743,0.062,0.16047986654789054
04:15:35,0.082636378131691,0.0755267430616,0.0823434069752693,0.056,0.08022850851306967
04:15:40,0.0896967974562548,0.0755267430616,0.0895068272948265,0.09,0.08505817382645818
04:15:45,0.112963162703905,0.1089842026668,0.108473874628543,0.074,0.11023848149752394
04:15:50,0.141502964598576,0.132703212435,0.135434567928314,0.14,0.13671463973289277
04:15:55,0.158892315540916,0.145688437726,0.143327340483665,0.102,0.14963663227492915
04:16:00,0.0772507514661684,0.0755267430616,0.0818513706326484,0.028,0.07816874754795883
04:16:05,0.0923975155913996,0.0976326578083,0.0926352888345718,0.068,0.09417362805545125
04:16:10,0.1152283255681,0.116365600244,0.113190308213233,0.17,0.11494006019415376
04:16:15,0.137724132836774,0.1352946497917,0.132376357913017,0.16,0.13521034953093303
04:16:20,0.148897032924358,0.1428931945523,0.144324779510498,0.152,0.1454731326989779
04:16:25,0.172802291914719,0.1746234817217,0.171745121479034,0.168,0.1730524468505838
04:16:30,0.17181163673178,0.1742789286738,0.171723663806915,0.174,0.1725860577906513
04:16:35,0.160223971740594,0.1603563812629,0.158819183707237,0.152,0.1598155378034259
04:16:40,0.147555850947082,0.147166923553,0.148224413394927,0.13,0.14764420119129407
04:16:45,0.143233338681665,0.1443921322448,0.143478631973266,0.178,0.14368917419472169
04:16:50,0.131231073586858,0.13383504045,0.133298531174659,0.132,0.13274273433907596
04:16:55,0.118204498202536,0.1209113414405,0.126476511359214,0.14,0.12174605498005181
04:17:00,0.108925267643908,0.1145563051418,0.118249155580997,0.07,0.11375715505597828
04:17:05,0.112801019995773,0.1184038131235,0.117660842835903,0.138,0.11618807208262559
04:17:10,0.128112528415975,0.126194601324,0.126568675041198,0.166,0.12699159469539517
04:17:15,0.129135753763837,0.1341629452284,0.128692746162414,0.212,0.13063001768208454
04:17:20,0.0954589501097558,0.1071436305222,0.100619502365589,0.05,0.100922749533892
04:17:25,0.074039279139574,0.0759538741075,0.0827719718217849,0.064,0.07746953690415631
04:17:30,0.0725348474763817,0.0781430180584,0.0792795270681381,0.122,0.07652896487056203
04:17:35,0.0954737611054462,0.1091185451637,0.0976633951067924,0.148,0.10062099526097285
04:17:40,0.184012037109057,0.1878305862209,0.183734506368637,0.208,0.18516635875989446
04:17:45,0.201442419594095,0.1977233937125,0.202972412109375,0.184,0.20071411473293999
04:17:50,0.195283325728511,0.1951231593618,0.196776926517486,0.244,0.1957101908259652
04:17:55,0.179978946915295,0.1906007311107,0.183482691645622,0.154,0.1845860772044267
04:18:00,0.157384542923049,0.166665447038,0.165266305208206,0.178,0.16295718441213236
04:18:05,0.216923670626245,0.206435422812,0.215001448988914,0.256,0.2128679214494565
04:18:10,0.230796353205315,0.2233440666568,0.227493911981582,0.212,0.2272922183524173
04:18:15,0.230647910266834,0.2219245032314,0.235320165753364,0.22,0.22929084466527877
04:18:20,0.219782562198554,0.2107828706589,0.241247355937957,0.268,0.22373335075511963
04:18:25,0.189588873540806,0.1929191561519,0.20050011575222,0.206,0.1941880772598893
04:18:30,0.156720728180968,0.1565992144379,0.151583924889564,0.106,0.15502954076966852
04:18:35,0.13645680254164,0.1351741356119,0.136534005403518,0.142,0.13606538651012107
04:18:40,0.138998430891111,0.1359947666959,0.13692882657051,0.084,0.13735040847338403
04:18:45,0.155872733737064,0.148039906513,0.149237006902694,0.192,0.15117248440587144
04:18:50,0.170327278300307,0.1693405292684,0.170186907052993,0.138,0.16996123631793153
04:18:55,0.100887083118023,0.1079743930621,0.107445530593395,0.048,0.10532012980089943
04:19:00,0.106192052757845,0.1091274017139,0.111875362694263,0.102,0.10899538079075519
04:19:05,0.123128075580028,0.1223162105686,0.125958621501922,0.12,0.12378647990970965
04:19:10,0.145413039484973,0.14403781824,0.145193547010421,0.202,0.1448953390979476
04:19:15,0.160848867563871,0.158675146305,0.156624689698219,0.18,0.15876786344208743
04:19:20,0.156304288276167,0.1599159823434,0.164027392864227,0.136,0.15999137423622534
04:19:25,0.151506394930358,0.1465479788097,0.155092403292655,0.124,0.15106625018749842
04:19:30,0.144551936408543,0.145438684753,0.145078063011169,0.18,0.14501022939106734
04:19:35,0.147911654847445,0.1452804888714,0.144702360033988,0.118,0.14601592187361412
04:19:40,0.15078652806784,0.1469439197925,0.146381556987762,0.132,0.14810963331863192
04:19:45,0.121230182995188,0.122349367039,0.119932867586612,0.138,0.12117089381995222
04:19:50,0.119205691597953,0.1186300926738,0.116437055170536,0.08,0.11811968846987785
04:19:55,0.121855406773514,0.1223966291992,0.119507752358913,0.16,0.12126882758065324
04:20:00,0.131881120576512,0.127092937934,0.130183845758438,0.088,0.12977487063013288
04:20:05,0.139819851850722,0.134772723141,0.133373469114303,0.174,0.13608732014792266
04:20:10,0.143702121598274,0.1461402475987,0.144740417599678,0.182,0.14483113603119577
04:20:15,0.138012290821057,0.1359720892987,0.139845371246337,0.112,0.13794306808435783
04:20:20,0.131891374159951,0.133867637002,0.133662357926368,0.12,0.13310884004968523
04:20:25,0.130387800763322,0.1335522024706,0.131829231977462,0.2,0.13188495293633784
04:20:30,0.132431474354779,0.1340461277485,0.132947638630867,0.254,0.13312425935900762
04:20:35,0.186245507270555,0.1892043956138,0.195401012897491,0.166,0.1901779986617542
04:20:40,0.168600596411607,0.1745759798565,0.183471456170082,0.112,0.17537828569545047
04:20:45,0.148030567753994,0.1492512896113,0.154905706644058,0.226,0.1506601117853536
04:20:50,0.141019349922041,0.1449909930881,0.145442739129066,0.152,0.1437525693130915
04:20:55,0.13992339241894,0.1435139657209,0.138736769556999,0.16,0.1407119575843212
04:21:00,0.146070392014306,0.1468510755851,0.139184236526489,0.124,0.14409141783137577
04:21:05,0.153840179321337,0.1508148058817,0.149777114391326,0.17,0.15153635460566278
04:21:10,0.160550238707622,0.1596299085824,0.156316086649894,0.138,0.15887990301766358
04:21:15,0.16807685434977,0.1706088196154,0.165280848741531,0.17,0.16800122894936723
04:21:20,0.16799169447135,0.1712168452758,0.167242273688316,0.194,0.16880469142373844
04:21:25,0.135333510787118,0.1352250038577,0.135030657052993,0.154,0.13520007221684852
04:21:30,0.115083962175951,0.1179726185168,0.114279687404632,0.048,0.1157689033272119
04:21:35,0.109794405955819,0.1114364590626,0.110039852559566,0.134,0.11041122567209903
04:21:40,0.122856651690792,0.1215648868974,0.120096154510974,0.132,0.12154026071939585
04:21:45,0.13906766579862,0.1351741356119,0.135021477937698,0.186,0.13648362942020606
04:21:50,0.176445545128416,0.1780159444544,0.17838941514492,0.176,0.17758875054766154
04:21:55,0.171058647461314,0.1749852860262,0.17182944715023,0.148,0.17259128462678647
04:22:00,0.158382774087989,0.161724904869,0.163308978080749,0.162,0.1610705403245046
04:22:05,0.149665962220305,0.1536812268802,0.161949574947357,0.112,0.15495702394651198
04:22:10,0.145252763535537,0.1472683820656,0.147924214601516,0.0924,0.1467767146341875
04:22:15,0.118913926603153,0.1192854285825,0.117942728102207,0.132,0.11872069614811956
04:22:20,0.12672338239046,0.1233308790764,0.122685953974723,0.132,0.12431101650675244
04:22:25,0.13498561381716,0.1308263022621,0.127528935670852,0.13,0.1312185276670617
04:22:30,0.143047734948745,0.1341353662223,0.132821261882781,0.098,0.1368330254676122
04:22:35,0.145891112646842,0.1369302007792,0.135224342346191,0.144,0.13951835962165937
04:22:40,0.131258480315049,0.1310041779838,0.134510695934295,0.124,0.13222558388660072
04:22:45,0.124158755506059,0.1185877106279,0.125169098377227,0.152,0.12266243411201898
04:22:50,0.118783906109347,0.1154354893658,0.11604381352663,0.08,0.11680184733085658
04:22:55,0.119670030132981,0.1154378253223,0.115274354815483,0.094,0.11686324869405973
04:23:00,0.124994186352458,0.1178772623204,0.118864841759204,0.146,0.12068262173035772
04:23:05,0.140095882800901,0.1361695642217,0.139659255743026,0.12,0.1386697696184555
04:23:10,0.155362208744255,0.1531752052561,0.153186529874801,0.14,0.153942434399485
04:23:15,0.162165436744547,0.1618184249418,0.162541970610618,0.166,0.16217389898138335
04:23:20,0.158224656942909,0.1574072084425,0.155201822519302,0.122,0.15697839657163223
04:23:25,0.148551463459813,0.1501295758339,0.143934935331344,0.112,0.14757247028708143
04:23:30,0.0788072617240981,0.0755267430616,0.0835585445165634,0.042,0.0792731831477672
04:23:35,0.0769084106102645,0.0755267430616,0.0811859890818595,0.056,0.07784504613195437
04:23:40,0.096702245454879,0.0967675185635,0.0972977951169014,0.14,0.09691688189901984
04:23:45,0.122420774059127,0.1181403396306,0.118702672421932,0.076,0.11981454355688628
04:23:50,0.141769249804053,0.1354628317301,0.135512456297874,0.128,0.13767666269558854
04:23:55,0.100429757175172,0.1059196555561,0.0948362946510315,0.13,0.10040918487161363
04:24:00,0.0905819606601243,0.094087178633,0.0871382355690002,0.086,0.09061487177676435
04:24:05,0.0911310156250306,0.0981875732609,0.0898983180522918,0.064,0.09304548648516842
04:24:10,0.104786598622056,0.1091440334199,0.10309825092554,0.236,0.1056681621375809
04:24:15,0.117214128734194,0.1184471777752,0.114797346293926,0.254,0.11683487288643861
04:24:20,0.285709941679994,0.2994318833367,0.259759545326232,0.25,0.28179571399976816
04:24:25,0.30231515244917,0.2994318833367,0.271452128887176,0.29,0.2914038276382218
04:24:30,0.295308997963457,0.2994318833367,0.271956473588943,0.36,0.28913481529694773
04:24:35,0.261442796343083,0.2863468777103,0.252409994602203,0.338,0.2667518260915289
04:24:40,0.217256205715644,0.2200795560114,0.240517720580101,0.2,0.22569480786082238
04:24:45,0.248437749803991,0.2438688084463,0.246430069208145,0.242,0.2462811331457369
04:24:50,0.20600002287858,0.2041645755191,0.204632714390754,0.314,0.20495174740221073
04:24:55,0.183470487380202,0.1886258918873,0.183925315737724,0.122,0.18534342818858449
04:25:00,0.177447341540915,0.1817105400276,0.175844490528106,0.132,0.178369867717192
04:25:05,0.185187002685885,0.1879933497637,0.184461578726768,0.16,0.18589861248547865
04:25:10,0.197939784155429,0.1975299836799,0.194262415170669,0.244,0.19663857721250028
04:25:15,0.201931090498233,0.2002820166327,0.199280187487602,0.204,0.20053879643953618
04:25:20,0.195780194889498,0.2002738364574,0.196988508105278,0.168,0.19766408603212515
04:25:25,0.186343323498699,0.1946343888622,0.188777431845664,0.162,0.1898842228994713
04:25:30,0.180120329172628,0.1881328547945,0.180291071534156,0.11,0.18284954603267872
04:25:35,0.0879359695171888,0.0829398711484,0.0938470959663391,0.088,0.08814498271205576
04:25:40,0.0894338925589829,0.0780782217575,0.0922382175922393,0.094,0.08655358513842383
04:25:45,0.107361575276634,0.1091928934368,0.108522057533264,0.12,0.10833920147453813
04:25:50,0.131076997861739,0.1238145328489,0.128322556614875,0.146,0.12778789911419525
04:25:55,0.151025914172746,0.1470735314229,0.145218834280967,0.204,0.1478652287522447
04:26:00,0.253021229912124,0.2455674155926,0.247912168502807,0.286,0.24891939420152853
04:26:05,0.259567713319025,0.2516751704998,0.251811385154724,0.28,0.25448253286086586
04:26:10,0.240844337893341,0.243111739348,0.239289849996566,0.176,0.24110192983688877
04:26:15,0.203871819984876,0.2050339918627,0.204515889286994,0.268,0.20446218087540602
04:26:20,0.174761813562259,0.1845626796722,0.192064136266708,0.196,0.18351655863834312
04:26:25,0.163234363022398,0.1676799489463,0.160659670829772,0.128,0.16388991065243005
04:26:30,0.151814537776185,0.1476046946835,0.146495506167411,0.156,0.14872574956596102
04:26:35,0.153517300421885,0.1479718552065,0.147175177931785,0.168,0.14966032202094778
04:26:40,0.159748856836286,0.15665661518,0.153731927275657,0.084,0.15680760847638137
04:26:45,0.162866689082857,0.1611772047837,0.160821199417114,0.226,0.16165551041596696
04:26:50,0.142549479635136,0.1427038009768,0.14588488638401,0.134,0.143663570573491
04:26:55,0.135225606400715,0.13323355235,0.140896126627922,0.108,0.13637918862733897
04:27:00,0.130463777205757,0.1323068227532,0.13559378683567,0.13,0.13271240030715575
04:27:05,0.134450686941135,0.1330257359479,0.136733472347259,0.212,0.13470913751710983
04:27:10,0.14513975134542,0.1437453305568,0.140950083732604,0.128,0.14333992979123328
04:27:15,0.185367160111069,0.1901611581566,0.185246244072914,0.216,0.1869132714240266
04:27:20,0.181329281273679,0.183757672022,0.183684036135673,0.15,0.1828850782515209
04:27:25,0.171013653397547,0.1746627862789,0.176672115921974,0.198,0.17402959484955277
04:27:30,0.161085391890411,0.1697161253432,0.162916958332061,0.106,0.16452391326325344
04:27:35,0.150288596883515,0.1507736841158,0.151227489113807,0.128,0.15074922655214973
04:27:40,0.157686600962536,0.1569615333484,0.158717051148414,0.178,0.15777652193710728
04:27:45,0.167542438997019,0.1718879019409,0.161169335246086,0.164,0.1669354655735486
04:27:50,0.170012155175675,0.1721233154526,0.166019096970558,0.172,0.16943008559759754
04:27:55,0.164703684108834,0.1627548704284,0.160827487707138,0.182,0.1628193649586248
04:28:00,0.16000233655491,0.1575394017838,0.153523385524749,0.112,0.15711489676967294
04:28:05,0.16561200897449,0.1679878661329,0.16782023012638,0.122,0.16710310697266012
04:28:10,0.176238309764868,0.1745029608309,0.186497062444686,0.274,0.17895595803639053
04:28:15,0.17879343207586,0.1770951484825,0.19527219235897,0.106,0.183518159982064
04:28:20,0.174430010329919,0.1740250320274,0.187092453241348,0.18,0.17835744769476677
04:28:25,0.163945151850401,0.1684152269153,0.163021028041839,0.166,0.16512344731461928
04:28:30,0.170452695555914,0.1728017901931,0.174073949456214,0.158,0.17238905266191296
04:28:35,0.176943470568419,0.1750254847611,0.178785964846611,0.176,0.17690049392646182
04:28:40,0.173685805432038,0.1747020956036,0.175747111439704,0.202,0.17468157107772658
04:28:45,0.167657691248671,0.1722038106437,0.169081002473831,0.178,0.16961435147372456
04:28:50,0.158637909416413,0.1613237890821,0.156915917992591,0.162,0.15897297967221136
04:28:55,0.136893146424872,0.1351935437326,0.139546930789947,0.156,0.13718213169688515
04:29:00,0.113866202254023,0.1189976947592,0.120523050427436,0.102,0.11769360128012879
04:29:05,0.100923749245192,0.1090570077683,0.111149914562702,0.042,0.10688600959312412
04:29:10,0.108387447778555,0.1133485776419,0.11892545223236,0.188,0.11340217152061799
04:29:15,0.128620126160542,0.1237477042261,0.131990194320678,0.086,0.1280910447442329
