Time,ARIMA,SARIMA,ETS,GP,RNN,LSTM,CNN,GRU,TCN,Actual,Raw
2023-09-08 02:39:20,0.16319402482362685,0.1625108382715985,0.16043159884731,0.16489667015141585,0.16183923,0.1489285,0.15737805,0.15642504,0.17103666,0.16262378708120548,0.156
2023-09-08 02:39:25,0.1547595607600959,0.15205338911952987,0.14426455068252864,0.16262315242038428,0.15342009,0.14196265,0.14455596,0.14298102,0.15851,0.1542481441653949,0.154
2023-09-08 02:39:30,0.1483596085944247,0.14181391627987774,0.12770571930228625,0.16674547400472672,0.14749064,0.14746027,0.1389924,0.13873036,0.115595005,0.14888917680619732,0.128
2023-09-08 02:39:35,0.14350341531239033,0.12972344457032708,0.11241907274208389,0.1711187731425925,0.14416136,0.15040351,0.131886,0.14036144,0.14319442,0.1415198641553361,0.154
2023-09-08 02:39:40,0.13981860446037006,0.11442094338435829,0.09937397271776702,0.1687465949222533,0.14362092,0.15421112,0.12996183,0.14018878,0.13592352,0.1288251886242025,0.162
2023-09-08 02:39:45,0.11459955229777864,0.11340213244607568,0.11839512088845228,0.11038401383927499,0.11146479,0.12323167,0.11050397,0.107974716,0.12871663,0.11709413042836853,0.122
2023-09-08 02:39:50,0.10239089584318854,0.10268484895429747,0.10978796844800864,0.08903708307076841,0.10660451,0.14257234,0.10899614,0.10524799,0.15552326,0.11929213401046845,0.0559999999999999
2023-09-08 02:39:55,0.09191324204928798,0.10265064708693855,0.10279132989777899,0.06851204584435155,0.1091429,0.13934395,0.1148602,0.11829144,0.15497987,0.14035676222323507,0.148
2023-09-08 02:40:00,0.08292116094411738,0.11129508569140315,0.09732829884502117,0.05144792435558221,0.113365725,0.1424526,0.12745164,0.13743544,0.16020809,0.16857697954889028,0.2019999999999999
2023-09-08 02:40:05,0.07520402081022247,0.12128378236089343,0.09256812667415193,0.03859903956649258,0.124028556,0.1506154,0.13871248,0.1497822,0.15806551,0.18549749354662937,0.18
2023-09-08 02:40:10,0.19167669100723608,0.1897357353860967,0.20083989246178696,0.16940338259383125,0.18039455,0.19579694,0.18910407,0.17582715,0.21083434,0.1829028093742992,0.192
2023-09-08 02:40:15,0.19635526648033075,0.18935267822192134,0.2126420018878054,0.10959951988455696,0.16794553,0.20092897,0.18187292,0.17290491,0.20819816,0.16899642383909824,0.18
2023-09-08 02:40:20,0.19989764695886197,0.18737596126086853,0.22075341234463394,0.01455893413860121,0.1535757,0.1936375,0.17162225,0.16103625,0.18534167,0.15965058685709224,0.124
2023-09-08 02:40:25,0.20257975811146434,0.18574687328283626,0.22662073949297473,-0.09221829537983872,0.14111207,0.17883962,0.16207501,0.15228769,0.16838531,0.16320698998130664,0.138
2023-09-08 02:40:30,0.20461051688469942,0.18348908257109392,0.23211496575574272,-0.18307750448635884,0.13608977,0.17481561,0.15425552,0.14953835,0.15726157,0.17306524667275877,0.22
2023-09-08 02:40:35,0.18196875904500345,0.17953971149728482,0.1841310838759609,0.1703936351335713,0.17783031,0.18870118,0.18425153,0.18021274,0.17192005,0.17644368348774056,0.186
