Time,ARIMA,SARIMA,ETS,GP,RNN,LSTM,CNN,GRU,TCN,Actual,Raw
2023-09-08 02:39:20,0.5406438420112102,0.5413778821016231,0.5415100249554201,0.5283112710894642,0.541763,0.54917234,0.5409636,0.5395197,0.53963214,0.5409480498713938,0.511
2023-09-08 02:39:25,0.5321190408495173,0.5353088257830028,0.5319850936649869,0.5011790008441324,0.537869,0.54651976,0.5351114,0.53650886,0.53558856,0.5356628992316628,0.5379999999999999
2023-09-08 02:39:30,0.5250694934046475,0.5320464961713814,0.5224351588597246,0.475169335299654,0.5379212,0.54638696,0.53492236,0.5376488,0.5330286,0.535929844608338,0.534
2023-09-08 02:39:35,0.5192399006393892,0.5292751646758705,0.5130216057624373,0.455512509772106,0.54237396,0.5459074,0.5391991,0.5413362,0.53685194,0.5371382842501613,0.541
2023-09-08 02:39:40,0.514419144119269,0.5257059935007309,0.5038968923038609,0.4437468563160394,0.5456115,0.54410005,0.5437124,0.54228103,0.54412925,0.5342170869108007,0.5429999999999999
2023-09-08 02:39:45,0.5289199570114166,0.5286114677394378,0.5314893889450433,0.5116373268671568,0.5272601,0.5401866,0.5303774,0.52863866,0.54364985,0.5274740308287806,0.537
2023-09-08 02:39:50,0.5245314383925825,0.525434188517923,0.5287579949278628,0.4600845645388958,0.52315265,0.54120564,0.5300462,0.53110904,0.5453983,0.522790508352108,0.506
2023-09-08 02:39:55,0.5208956778895047,0.5266368157279692,0.5259481318242472,0.3766916095390864,0.525413,0.54141635,0.53447634,0.53488517,0.55340505,0.5251537907284692,0.5
2023-09-08 02:40:00,0.5178835556715404,0.5301314697910422,0.5230980414702531,0.2677757310709823,0.53392965,0.54186654,0.54107445,0.5406458,0.5502799,0.5328271153668064,0.569
2023-09-08 02:40:05,0.5153880997006991,0.532219314425984,0.5202053552006702,0.1471044036798079,0.54196316,0.5417649,0.5443389,0.5453236,0.5428992,0.5397572689147383,0.5379999999999999
2023-09-08 02:40:10,0.5443410567338326,0.5441023711186106,0.5465504695880076,0.541483517411109,0.5398832,0.54110795,0.5459014,0.54471815,0.5415843,0.542550958454493,0.534
2023-09-08 02:40:15,0.5481363460679312,0.5472952702431594,0.5531797430061388,0.5191323945250872,0.5387074,0.54093426,0.54628503,0.54577416,0.5433225,0.5426583785040135,0.539
2023-09-08 02:40:20,0.5512787736186829,0.5501116913309901,0.5596810820102422,0.4612908853628354,0.537132,0.5416518,0.5418188,0.5429194,0.5436272,0.5431636466628598,0.5489999999999999
2023-09-08 02:40:25,0.5538806440012658,0.5535480010990763,0.5661360294702515,0.3641931207376458,0.5354695,0.5417106,0.54235023,0.54260164,0.5459659,0.5461693788322497,0.55
2023-09-08 02:40:30,0.5560349433059999,0.5575643692743092,0.5726206350712536,0.2352649752767703,0.5358294,0.54080117,0.5386587,0.54168123,0.5392535,0.5520963363167309,0.5479999999999999
2023-09-08 02:40:35,0.5587009845598591,0.5572602436775016,0.5581527784198583,0.5704240463121408,0.5573035,0.5484511,0.56009775,0.5564045,0.5469603,0.5585945050012463,0.531
2023-09-08 02:40:40,0.5641699977646516,0.5574794567277549,0.5644285572821627,0.5933047647217649,0.55787796,0.5461744,0.5569334,0.5561511,0.5457775,0.5607831221483301,0.606
2023-09-08 02:40:45,0.568698642490783,0.5538510547647839,0.5708401071166148,0.6115759760866339,0.55189157,0.54354566,0.5503987,0.54972345,0.5437597,0.5555282346240854,0.545
2023-09-08 02:40:50,0.5724486102249157,0.5518952152287223,0.577262648915295,0.6133404488881382,0.5460564,0.53977937,0.5405942,0.5433679,0.54085845,0.5452703136362258,0.531
2023-09-08 02:40:55,0.5755537904405095,0.5557516792646815,0.5836895081221732,0.5893070261238691,0.54047525,0.53904575,0.5400881,0.5391446,0.53949857,0.5355697750549537,0.537
2023-09-08 02:41:00,0.5282029504113485,0.5285153339711762,0.5258989443411641,0.5354332315186703,0.53140754,0.5457785,0.52896255,0.52915454,0.52503526,0.5299866624596381,0.534
2023-09-08 02:41:05,0.5221005416675627,0.5214490761467105,0.5161846567528968,0.5555264429864657,0.53428054,0.5433226,0.5314207,0.5321155,0.53259796,0.5290783564105231,0.534
2023-09-08 02:41:10,0.5170455289208485,0.5119240685877777,0.5063022985621464,0.5979617163835265,0.53779685,0.5414365,0.53980553,0.53748846,0.53756666,0.5325506079963405,0.532
2023-09-08 02:41:15,0.5128581408021053,0.5006573288099305,0.496248246267897,0.6560925200527414,0.5430863,0.5408174,0.5453113,0.5424442,0.54459345,0.5395438216616243,0.531
2023-09-08 02:41:20,0.5093894612684308,0.4907799712308552,0.4860847272423408,0.7155466050157901,0.54382384,0.54198277,0.5504903,0.5448125,0.5490045,0.5468325703936503,0.529
2023-09-08 02:41:25,0.552544023103616,0.5540211520576299,0.5541075827945188,0.5475246453789424,0.5505402,0.5408434,0.55200624,0.55171096,0.54838276,0.5496613046249764,0.601
2023-09-08 02:41:30,0.5572720547798522,0.5623128887271304,0.5614423088669818,0.5443490753817599,0.54895484,0.5416186,0.5519939,0.5508631,0.5465451,0.5464306168192488,0.512
2023-09-08 02:41:35,0.561185994834453,0.5691301831820764,0.5689055266000128,0.5386096092143546,0.54672176,0.5407511,0.54806656,0.5458181,0.54773295,0.5410860843979121,0.544
2023-09-08 02:41:40,0.5644260168563027,0.5713461756143275,0.5765364917877455,0.5319199812670448,0.5429423,0.54092914,0.5440721,0.5416492,0.54056525,0.539488662063619,0.5489999999999999
2023-09-08 02:41:45,0.5671081587786683,0.5691711472450977,0.5842101997235065,0.523926031555547,0.5411807,0.5413662,0.5391795,0.5385797,0.5441154,0.5442542485560021,0.5329999999999999
2023-09-08 02:41:50,0.5514632901091331,0.5523668697236432,0.5489813497876826,0.5545431740853708,0.54867506,0.5452199,0.55050296,0.5533641,0.5433971,0.5525296727507121,0.539
2023-09-08 02:41:55,0.5574306144947642,0.5607261946294441,0.5537148585779492,0.5684923725145623,0.5525704,0.54498595,0.55217457,0.5575885,0.5445694,0.5577169313035271,0.586
2023-09-08 02:42:00,0.5623701005638772,0.5681604351768164,0.5585158377240128,0.5805402454795683,0.54816824,0.5419537,0.5495973,0.55308336,0.5436172,0.5548826741047519,0.5539999999999999
2023-09-08 02:42:05,0.5664587877292191,0.5730592416007692,0.5633138113037651,0.5844478896324166,0.5425705,0.5440983,0.54390305,0.5448803,0.5432615,0.5454194024051415,0.5329999999999999
2023-09-08 02:42:10,0.5698432213529044,0.5746026409402348,0.5679794652528725,0.5748355721902989,0.5368879,0.5453674,0.53930056,0.5399304,0.5393572,0.5357378997055898,0.535
